CAS_NORM,POD_MGKGDAY,PUBCHEM_CID,S_global,S_potency
117-84-0,350.1,8346,0.9626505889049009,2.248762815812344
534-52-1,50.0,10800,0.8059442998893482,1.7736975893377651
534-52-1,50.0,10800,0.8059442998893482,1.7736975893377651
540-88-5,800.0,10908,0.9890112476091184,2.452957888510853
15972-60-8,0.5,2078,0.7844407566126259,1.692703233736284
15972-60-8,0.5,2078,0.7844407566126259,1.692703233736284
16752-77-5,6.9,4109,0.9912908744148374,2.65424753740938
69-65-8,1250.0,6251,0.981663992277152,2.6463366657688865
69-65-8,1250.0,6251,0.981663992277152,2.6463366657688865
69-65-8,1250.0,6251,0.981663992277152,2.6463366657688865
69-65-8,1250.0,6251,0.981663992277152,2.6463366657688865
834-12-8,20.9,13263,0.9335137954665332,2.200502946662339
834-12-8,20.9,13263,0.9335137954665332,2.200502946662339
21725-46-2,0.005,30773,0.9761107832762196,2.302295388723828
21725-46-2,0.005,30773,0.9761107832762196,2.302295388723828
52315-07-8,5.0,2912,0.9480132424301884,2.041271751122983
52315-07-8,5.0,2912,0.9480132424301884,2.041271751122983
52315-07-8,5.0,2912,0.9480132424301884,2.041271751122983
35367-38-5,36.0,37123,0.9527978078770836,2.3688580904171737
35367-38-5,36.0,37123,0.9527978078770836,2.3688580904171737
759-94-4,1.0,12968,0.9463049630588656,2.3263337025373607
759-94-4,1.0,12968,0.9463049630588656,2.3263337025373607
111-76-2,1.55,8133,0.9921357892421068,2.4251092236192235
111-76-2,1.55,8133,0.9921357892421068,2.4251092236192235
24307-26-4,48.6,62781,0.9833886054421768,2.3174464015636467
78-48-8,0.2,5125,0.9288522884541998,2.13306244182848
78-48-8,0.2,5125,0.9288522884541998,2.13306244182848
300-76-5,2.0,4420,0.8466185350677586,1.5352209671480976
300-76-5,2.0,4420,0.8466185350677586,1.5352209671480976
13684-63-4,3.5,24744,0.9722589949295984,2.2405846035819508
13684-63-4,3.5,24744,0.9722589949295984,2.2405846035819508
2310-17-0,0.17,4793,0.8647004383950762,1.7398251462110614
2310-17-0,0.17,4793,0.8647004383950762,1.7398251462110614
23564-05-8,6.0,3032791,0.9128574195636904,1.98250921615574
23564-05-8,6.0,3032791,0.9128574195636904,1.98250921615574
111-96-6,1.25,8150,0.9750040372381183,2.2368467090521733
111-96-6,1.25,8150,0.9750040372381183,2.2368467090521733
26530-20-1,0.0365,33528,0.6768195685535029,1.7486760159865122
26530-20-1,0.0365,33528,0.6768195685535029,1.7486760159865122
79-94-7,818.9,6618,0.7784491685098217,1.5455425521160102
79-94-7,818.9,6618,0.7784491685098217,1.5455425521160102
79-94-7,818.9,6618,0.7784491685098217,1.5455425521160102
112-25-4,1.0,8170,0.9928442631288446,2.294177305298874
112-25-4,1.0,8170,0.9928442631288446,2.294177305298874
7631-86-9,5e-05,24261,0.9909799124815712,2.3589210765810384
1929-73-3,145.0,16002,0.9838267832342243,2.1404769837774893
81777-89-1,1.1,54778,0.9392116967098234,1.7812182667039973
121552-61-2,0.7,86367,0.7628146053187385,1.7935166256801336
96182-53-5,0.005,93516,0.8843075187364551,1.9819475805944076
3383-96-8,0.9,5392,0.8074464886984861,1.88271857287995
3383-96-8,0.9,5392,0.8074464886984861,1.88271857287995
3383-96-8,0.9,5392,0.8074464886984861,1.88271857287995
117718-60-2,3.0,91776,0.9605099080575944,2.264418799004165
7779-27-3,10.0,24512,0.9786288280816962,2.5912907250095096
85264-33-1,50.0,96393,0.9839304351924952,2.5414964434292178
135158-54-2,0.9,86412,0.9537466578923276,2.017903201847631
23103-98-2,4.0,31645,0.9913107691235232,2.568244678750679
95737-68-1,7.04,91753,0.8893869530432842,1.8986325655176048
122931-48-0,3.35,91779,0.9867241964195932,1.7762297657244537
4151-50-2,0.3,77797,0.9130748148036086,2.069838732934591
173584-44-6,0.56,107720,0.8101245065236096,1.9386060417642332
58-18-4,2.0,6010,0.8941533865771782,2.021627228717858
58-18-4,2.0,6010,0.8941533865771782,2.021627228717858
58-18-4,2.0,6010,0.8941533865771782,2.021627228717858
58-18-4,2.0,6010,0.8941533865771782,2.021627228717858
29091-21-2,1.8,34469,0.6293536390502023,1.6600790761122488
118134-30-8,5.0,86160,0.9547564115014978,2.044581912836373
79-57-2,1200.0,54675779,0.8841080176634788,1.6214881641285528
76703-62-3,3.4,6440554,0.9346211905148584,1.887349088360676
122008-85-9,1.719,180089,0.9393988796265834,2.018263863198658
68157-60-8,0.0,93379,0.7807892187965396,1.70899642079341
283594-90-1,13.2,9907412,0.8826204846553386,2.203012723389516
171118-09-5,200.0,6426849,0.9864132588883266,2.511879856265738
3397-62-4,7.6,18831,0.9913152226692205,2.156324099364552
56038-13-2,150.0,71485,0.9774493939734706,2.4366036700459883
56038-13-2,150.0,71485,0.9774493939734706,2.4366036700459883
56038-13-2,150.0,71485,0.9774493939734706,2.4366036700459883
10118-90-8,5.0,54675783,0.8812955510842835,2.3401082286663626
137-58-6,6.0,3676,0.965765608702978,2.7141039015988957
137-58-6,6.0,3676,0.965765608702978,2.7141039015988957
353280-07-6,5.0,9865929,0.9317031482085912,2.0384403468445216
368832-42-2,3.0,9888347,0.8406916650878253,1.8329797240539325
864283-48-7,0.3,11472813,0.9121991934356606,2.389946288339892
139149-55-6,100.0,153939,0.8588990240734671,2.072359965125036
NOCAS_47362,0.01,53316380,0.8439765706055712,1.776476429255282
344930-95-6,10.0,9872438,0.8607426308594581,2.3287531603722544
103-90-2,30.0,1983,0.9786153705691584,2.2991363837675585
103-90-2,30.0,1983,0.9786153705691584,2.2991363837675585
103-90-2,30.0,1983,0.9786153705691584,2.2991363837675585
103-90-2,30.0,1983,0.9786153705691584,2.2991363837675585
128-37-0,125.0,31404,0.9209352236927292,2.0176170897624432
128-37-0,125.0,31404,0.9209352236927292,2.0176170897624432
128-37-0,125.0,31404,0.9209352236927292,2.0176170897624432
128-37-0,125.0,31404,0.9209352236927292,2.0176170897624432
133-90-4,1000.0,8630,0.9877702976692536,2.411244061891552
133-90-4,1000.0,8630,0.9877702976692536,2.411244061891552
115-28-6,27.0,8266,0.9592606848171952,2.458010427371511
115-28-6,27.0,8266,0.9592606848171952,2.458010427371511
56-72-4,0.08,2871,0.875617122018894,2.0143600026332398
56-72-4,0.08,2871,0.875617122018894,2.0143600026332398
56-72-4,0.08,2871,0.875617122018894,2.0143600026332398
56-72-4,0.08,2871,0.875617122018894,2.0143600026332398
99-30-9,3.7,7430,0.928052397542127,1.893063090633964
99-30-9,3.7,7430,0.928052397542127,1.893063090633964
79-43-6,3.9,6597,0.9898095407095904,2.428230440312602
79-43-6,3.9,6597,0.9898095407095904,2.428230440312602
79-43-6,3.9,6597,0.9898095407095904,2.428230440312602
79-43-6,3.9,6597,0.9898095407095904,2.428230440312602
108-01-0,1.2,7902,0.9465774962216036,2.315340498114403
108-01-0,1.2,7902,0.9465774962216036,2.315340498114403
108-01-0,1.2,7902,0.9465774962216036,2.315340498114403
121-69-7,3.0,949,0.9816933450686036,2.654158584749577
121-69-7,3.0,949,0.9816933450686036,2.654158584749577
51-21-8,3.85,3385,0.9270220628063236,2.194461948551543
51-21-8,3.85,3385,0.9270220628063236,2.194461948551543
51-21-8,3.85,3385,0.9270220628063236,2.194461948551543
51-21-8,3.85,3385,0.9270220628063236,2.194461948551543
118-74-1,4.0,8370,0.9650519678227578,3.7033664665169472
58-89-9,0.01,727,0.8974397181594786,1.757920261660678
58-89-9,0.01,727,0.8974397181594786,1.757920261660678
77-47-4,0.0005,6478,0.8254444843892139,1.9057167462218725
77-47-4,0.0005,6478,0.8254444843892139,1.9057167462218725
58-93-5,10.0,3639,0.9585980368276064,2.3190471160369936
58-93-5,10.0,3639,0.9585980368276064,2.3190471160369936
58-93-5,10.0,3639,0.9585980368276064,2.3190471160369936
58-93-5,10.0,3639,0.9585980368276064,2.3190471160369936
90-94-8,12.5,7031,0.8510712550891493,1.9387973605671007
90-94-8,12.5,7031,0.8510712550891493,1.9387973605671007
91-59-8,18.4,7057,0.9415583530429268,2.146906490415981
91-59-8,18.4,7057,0.9415583530429268,2.146906490415981
1825-21-4,10.0,15767,0.9448690603685228,2.3740867381837143
1825-21-4,10.0,15767,0.9448690603685228,2.3740867381837143
82-68-8,0.125,6720,0.9055267405635244,1.7501386407952064
82-68-8,0.125,6720,0.9055267405635244,1.7501386407952064
90-43-7,250.0,7017,0.8747444879404471,1.868207926359381
90-43-7,250.0,7017,0.8747444879404471,1.868207926359381
85-44-9,1803.0,6811,0.9545400410503744,2.3358206638393115
108-46-3,28.0,5054,0.9843942664150704,2.350502211993989
108-46-3,28.0,5054,0.9843942664150704,2.350502211993989
108-46-3,28.0,5054,0.9843942664150704,2.350502211993989
108-46-3,28.0,5054,0.9843942664150704,2.350502211993989
100-42-5,7.5,7501,0.9784028042321796,2.813048311840041
100-42-5,7.5,7501,0.9784028042321796,2.813048311840041
96-09-3,50.0,7276,0.9592232641119132,2.3817736294418284
96-09-3,50.0,7276,0.9592232641119132,2.3817736294418284
1746-01-6,3e-06,15625,0.9320234109524408,5.144923917967621
88-12-0,0.25,6917,0.9820484331473592,2.5183496194968717
88-12-0,0.25,6917,0.9820484331473592,2.5183496194968717
1330-20-7,1000.0,7929,0.9829847156363524,2.4672026683707884
67-56-1,1000.0,887,0.9883964469757768,3.0156321145533416
67-56-1,1000.0,887,0.9883964469757768,3.0156321145533416
84-74-2,5.35,3026,0.941522546847058,2.301174692756935
84-74-2,5.35,3026,0.941522546847058,2.301174692756935
95-51-2,10.0,7240,0.9869035619812018,2.405392275709516
105-67-9,60.0,7771,0.9632269584488892,2.2187299224361112
105-67-9,60.0,7771,0.9632269584488892,2.2187299224361112
111-90-0,250.0,8146,0.9725415770175264,2.1946713277952288
111-90-0,250.0,8146,0.9725415770175264,2.1946713277952288
134-62-3,25.0,4284,0.9686950303944544,2.3639003942494963
134-62-3,25.0,4284,0.9686950303944544,2.3639003942494963
134-62-3,25.0,4284,0.9686950303944544,2.3639003942494963
134-62-3,25.0,4284,0.9686950303944544,2.3639003942494963
13071-79-9,0.015,25670,0.9201896383406084,2.101449773714154
13071-79-9,0.015,25670,0.9201896383406084,2.101449773714154
78-11-5,465.0,6518,0.9021279483988413,2.3615782950925173
78-11-5,465.0,6518,0.9021279483988413,2.3615782950925173
563-12-2,0.049,3286,0.8739827861210968,1.968454126835013
330-55-2,3.49,9502,0.9160324614589892,1.846319939493125
330-55-2,3.49,9502,0.9160324614589892,1.846319939493125
32534-81-9,2.0,36159,0.914060216795268,1.819211498939898
110-69-0,25.0,8069,0.9872445867418228,2.7207184014105046
110-69-0,25.0,8069,0.9872445867418228,2.7207184014105046
2675-77-6,62.5,17581,0.9576239549276314,2.04220253636415
98-00-0,0.1,7361,0.9295992466021484,2.062977867186882
98-00-0,0.1,7361,0.9295992466021484,2.062977867186882
89-82-7,9.375,442495,0.9396761150975724,2.2869382885329705
108-32-7,3000.0,7924,0.9774638111336446,2.503094708843682
108-32-7,3000.0,7924,0.9774638111336446,2.503094708843682
556-61-6,10.0,11167,0.9329121934811714,2.0563449286417184
556-61-6,10.0,11167,0.9329121934811714,2.0563449286417184
137-42-8,0.05,5366415,0.9849906121679356,2.235342715349693
138-86-3,500.0,22311,0.9487857121715572,2.167720844728686
138-86-3,500.0,22311,0.9487857121715572,2.167720844728686
138-86-3,500.0,22311,0.9487857121715572,2.167720844728686
49562-28-9,11.7,3339,0.8427064829397539,1.9822149247845624
49562-28-9,11.7,3339,0.8427064829397539,1.9822149247845624
49562-28-9,11.7,3339,0.8427064829397539,1.9822149247845624
54593-83-8,0.061,91655,0.8511589512455066,1.8696404009255991
60168-88-9,0.8,43226,0.8156200132277949,1.7756138742820369
60168-88-9,0.8,43226,0.8156200132277949,1.7756138742820369
66441-23-4,0.25,47938,0.912809714547748,1.8255730351265675
131341-86-1,1.1,86398,0.8529359315028847,1.8282693266465544
68694-11-1,1.4,91699,0.623001034520173,1.630643743676501
142459-58-3,1.14,86429,0.944422644326402,1.7336341037342582
87546-18-7,3.5,443048,0.9416478383073096,2.029804712517932
117337-19-6,1.0,93542,0.9800998881596656,2.00642291119853
2682-20-4,40.6,39800,0.8277300474742091,1.7093724860159685
210880-92-5,9.7,213027,0.9870784001257152,2.6081567847001046
163515-14-8,25.0,13633097,0.9868929760626892,2.146016296949958
161326-34-7,0.0,10403199,0.910373411850686,2.0578350019730487
69377-81-7,100.0,50465,0.9911421593871836,2.259276637338372
124495-18-7,80.0,3391107,0.8683521310938237,1.6419871765199945
153719-23-4,0.0,107646,0.9519314985652116,2.2045932420091456
55179-31-2,5.0,91656,0.7921006426285929,1.601688670788558
85-34-7,125.0,6805,0.9913677813636582,2.1160436807282794
83657-24-3,0.71,6436605,0.8099628718244495,1.4305329509129037
111-94-4,300.0,8149,0.9833236413733838,2.2852666301048363
92623-83-1,300.0,56463,0.9214137198228316,2.005380472670097
92623-83-1,300.0,56463,0.9214137198228316,2.005380472670097
253450-09-8,25.0,156328,0.9351107437633198,1.9319816994570889
194098-25-4,250.0,9839190,0.913768583233291,2.046081381341613
214535-77-0,1.0,10407399,0.9611711871831832,2.1656303339169725
210826-40-7,10.0,9910393,0.9783902312714948,2.143181552230574
179465-71-5,5.0,53316393,0.9024945389599742,1.5868159118344982
NOCAS_47305,3.0,9828356,0.9908644164564288,2.486321676059635
501027-49-2,10.0,10134976,0.8609451677561691,1.7680154434393622
189003-92-7,1.0,9869105,0.8924324902211175,1.82503685574958
288104-79-0,0.5,9849616,0.8561108971504389,1.9434733560676696
298198-52-4,1.5,9797360,0.902326776864592,2.1763745758834347
57-06-7,12.0,5971,0.9615516655445588,2.369180088432625
57-06-7,12.0,5971,0.9615516655445588,2.369180088432625
57-06-7,12.0,5971,0.9615516655445588,2.369180088432625
86-50-0,0.25,2268,0.8778416154793982,1.750398493688834
86-50-0,0.25,2268,0.8778416154793982,1.750398493688834
85-68-7,100.0,2347,0.9489307315304358,2.103651230571379
85-68-7,100.0,2347,0.9489307315304358,2.103651230571379
88-85-7,10.0,6950,0.9103602786117097,2.112158741227418
88-85-7,10.0,6950,0.9103602786117097,2.112158741227418
94-26-8,62.5,7184,0.9259619943212208,1.8315573666346605
94-26-8,62.5,7184,0.9259619943212208,1.8315573666346605
94-26-8,62.5,7184,0.9259619943212208,1.8315573666346605
94-26-8,62.5,7184,0.9259619943212208,1.8315573666346605
120-80-9,400.0,289,0.8502604624516688,1.8073672242112495
120-80-9,400.0,289,0.8502604624516688,1.8073672242112495
637-07-0,50.0,2796,0.9750869885100392,2.1586202832935144
637-07-0,50.0,2796,0.9750869885100392,2.1586202832935144
637-07-0,50.0,2796,0.9750869885100392,2.1586202832935144
637-07-0,50.0,2796,0.9750869885100392,2.1586202832935144
50-02-2,3.0,5743,0.9607016854084344,3.012005498203868
96-12-8,15.0,7280,0.9673387420776054,2.834837550102113
106-93-4,37.0,7839,0.9696906083355804,2.428660944626403
106-93-4,37.0,7839,0.9696906083355804,2.428660944626403
56-53-1,1e-08,448537,0.7572803780117532,1.840434869500611
56-53-1,1e-08,448537,0.7572803780117532,1.840434869500611
76-44-8,0.03,3589,0.7513698419262963,1.66833086756873
76-44-8,0.03,3589,0.7513698419262963,1.66833086756873
91-62-3,25.0,7059,0.9792543754267672,2.265247726085147
91-62-3,25.0,7059,0.9792543754267672,2.265247726085147
55-98-1,0.5,2478,0.9668421482846246,2.572255134683179
