,feature,importance
267,FP_0267,0.0001137586314972685
280,FP_0280,0.0001136249183059793
1656,FP_1656,0.00011352054890859928
1255,FP_1255,0.00011348260475677636
597,FP_0597,0.00011340510232333102
1318,FP_1318,0.00011334639738762168
383,FP_0383,0.00011318959554228373
470,FP_0470,0.0001130497667511705
972,FP_0972,0.0001129845916131289
245,FP_0245,0.00011291592100879912
579,FP_0579,0.00011271230580221396
1786,FP_1786,0.00011243877085170693
248,FP_0248,0.00011229054214949703
1481,FP_1481,0.0001122479210815651
1521,FP_1521,0.00011217582274697416
586,FP_0586,0.00011190169091736955
92,FP_0092,0.00011175104953079289
612,FP_0612,0.00011152459099446955
126,FP_0126,0.00011139717296140508
262,FP_0262,0.00011135291606336514
1624,FP_1624,0.00011114427620251304
494,FP_0494,0.00011103054397806214
24,FP_0024,0.00011073924483549254
1218,FP_1218,0.00011067838580329651
1544,FP_1544,0.00011003904350847976
953,FP_0953,0.00010985746455135657
308,FP_0308,0.00010985627078353444
495,FP_0495,0.00010970133992757667
272,FP_0272,0.00010959970928285884
153,FP_0153,0.00010949741877316298
778,FP_0778,0.00010925694650332331
738,FP_0738,0.00010887473809343105
1601,FP_1601,0.00010886055630940968
1317,FP_1317,0.00010868395766253177
1905,FP_1905,0.00010862339980054488
1427,FP_1427,0.00010851468392341391
387,FP_0387,0.0001084867092487696
1432,FP_1432,0.00010847578392368749
1910,FP_1910,0.00010835851563086165
762,FP_0762,0.00010825016892729029
1923,FP_1923,0.00010822550969075525
1650,FP_1650,0.00010821527942201782
1281,FP_1281,0.0001081314939461841
487,FP_0487,0.00010774354407935073
1402,FP_1402,0.00010762985167963396
834,FP_0834,0.00010762569463065509
1886,FP_1886,0.00010758219280695721
1527,FP_1527,0.000107330048984055
1629,FP_1629,0.00010719666258617494
437,FP_0437,0.00010717991470051161
1513,FP_1513,0.00010709287316503845
2020,FP_2020,0.00010706212533048031
589,FP_0589,0.00010693791875375875
565,FP_0565,0.00010660820832650025
156,FP_0156,0.00010656408801081948
1055,FP_1055,0.00010638706224776468
471,FP_0471,0.00010630749363996756
1927,FP_1927,0.00010630642400224727
1897,FP_1897,0.00010626739341568468
75,FP_0075,0.00010626363218057519
1079,FP_1079,0.00010624096794116506
1570,FP_1570,0.00010617631082815287
1446,FP_1446,0.000106034678160245
1560,FP_1560,0.00010599359972836236
1514,FP_1514,0.00010594755238513803
1025,FP_1025,0.00010588472312339942
1819,FP_1819,0.00010579773828687241
1524,FP_1524,0.00010552250103299023
882,FP_0882,0.0001053313801108434
338,FP_0338,0.00010515779066506866
1908,FP_1908,0.00010507388143552258
741,FP_0741,0.00010494548707408197
1717,FP_1717,0.00010472610896657071
557,FP_0557,0.00010472333805372448
313,FP_0313,0.00010465970940464174
576,FP_0576,0.00010447785688425353
1788,FP_1788,0.00010446840607083039
852,FP_0852,0.00010443669716826438
582,FP_0582,0.00010434569588950149
1858,FP_1858,0.00010421384426113733
1765,FP_1765,0.00010419449224518897
1156,FP_1156,0.00010411213556223769
61,FP_0061,0.00010405753499516526
1550,FP_1550,0.00010398929914582773
341,FP_0341,0.0001039254477936518
2018,FP_2018,0.00010350915462452288
921,FP_0921,0.00010331037481628249
1646,FP_1646,0.0001032982418183777
1214,FP_1214,0.00010317930391521267
616,FP_0616,0.00010317161046670836
1367,FP_1367,0.00010311710836206019
860,FP_0860,0.00010303887844948854
1996,FP_1996,0.00010301978936317935
1685,FP_1685,0.00010264156252984287
1904,FP_1904,0.00010257836671222133
973,FP_0973,0.00010255813839381133
732,FP_0732,0.00010250261653968555
1599,FP_1599,0.00010233308589072662
1670,FP_1670,0.00010227374111914584
1101,FP_1101,0.00010216551328612856
1696,FP_1696,0.00010191846546171546
1539,FP_1539,0.00010173271619414448
244,FP_0244,0.00010171869879652316
746,FP_0746,0.00010171865202356343
879,FP_0879,0.00010137984076216527
915,FP_0915,0.00010104237260045593
1807,FP_1807,0.00010087696916053835
1203,FP_1203,0.00010078934658815446
1953,FP_1953,0.00010075792065670762
785,FP_0785,0.00010066388910276976
1373,FP_1373,0.00010065817461613351
1593,FP_1593,0.00010064693320304377
1183,FP_1183,0.00010064641180563958
1208,FP_1208,0.0001004433027427084
769,FP_0769,0.00010036270371199347
1379,FP_1379,0.00010027852003761133
211,FP_0211,0.00010008790823717661
985,FP_0985,0.00010006143588442343
873,FP_0873,0.00010000203356217047
1803,FP_1803,9.994700620491439e-05
1825,FP_1825,9.993097092986238e-05
1258,FP_1258,9.988609060178569e-05
164,FP_0164,9.977999398072415e-05
1989,FP_1989,9.960110031106444e-05
801,FP_0801,9.958748588422338e-05
433,FP_0433,9.955595616734507e-05
441,FP_0441,9.953595471422252e-05
1744,FP_1744,9.940554802322653e-05
1518,FP_1518,9.934063966890902e-05
142,FP_0142,9.929026209517394e-05
65,FP_0065,9.905191919555483e-05
323,FP_0323,9.904698055130871e-05
426,FP_0426,9.901537463698746e-05
697,FP_0697,9.897159810238438e-05
188,FP_0188,9.874084244989171e-05
1779,FP_1779,9.839541696895175e-05
708,FP_0708,9.827250792302774e-05
194,FP_0194,9.824475950483732e-05
1850,FP_1850,9.800646925005214e-05
1482,FP_1482,9.773530548240109e-05
1406,FP_1406,9.764209337705674e-05
2032,FP_2032,9.740966259717178e-05
271,FP_0271,9.731906249177408e-05
729,FP_0729,9.690476628554038e-05
690,FP_0690,9.671126867771437e-05
1172,FP_1172,9.668293690347321e-05
364,FP_0364,9.640793139537337e-05
1109,FP_1109,9.588161952406867e-05
1503,FP_1503,9.579179139805144e-05
1938,FP_1938,9.558333902639776e-05
1211,FP_1211,9.554192702442364e-05
1139,FP_1139,9.539432894401545e-05
1914,FP_1914,9.509485311705704e-05
1082,FP_1082,9.492728124494421e-05
829,FP_0829,9.465586145757346e-05
113,FP_0113,9.449958602362607e-05
1784,FP_1784,9.444404233298775e-05
1766,FP_1766,9.440183603188827e-05
737,FP_0737,9.439787026052372e-05
1153,FP_1153,9.433840883311071e-05
213,FP_0213,9.427086655702037e-05
386,FP_0386,9.422370194875008e-05
868,FP_0868,9.399876522210023e-05
474,FP_0474,9.399788682647051e-05
347,FP_0347,9.385169150868832e-05
101,FP_0101,9.372692734645421e-05
913,FP_0913,9.366385726558975e-05
1598,FP_1598,9.354055664240363e-05
1382,FP_1382,9.341740226560664e-05
1941,FP_1941,9.331086807066416e-05
1229,FP_1229,9.283860151361551e-05
538,FP_0538,9.279829462420143e-05
0,FP_0000,9.27504133991723e-05
536,FP_0536,9.260983391297048e-05
1147,FP_1147,9.256859139282299e-05
275,FP_0275,9.253578528965826e-05
38,FP_0038,9.251569653729581e-05
1196,FP_1196,9.223228149955344e-05
619,FP_0619,9.213169587627097e-05
1611,FP_1611,9.209574897840595e-05
357,FP_0357,9.190255201109676e-05
1288,FP_1288,9.181982034469666e-05
828,FP_0828,9.171665607042925e-05
1627,FP_1627,9.167393123549258e-05
912,FP_0912,9.153712133606904e-05
514,FP_0514,9.147359865993658e-05
1051,FP_1051,9.136116514819836e-05
1177,FP_1177,9.110847787852504e-05
281,FP_0281,9.110533525116053e-05
1882,FP_1882,9.07723680169616e-05
382,FP_0382,9.053248159024276e-05
1188,FP_1188,9.051891145741854e-05
1190,FP_1190,9.04881002733368e-05
554,FP_0554,9.044388209936762e-05
62,FP_0062,9.01336066587903e-05
1093,FP_1093,9.006446219846884e-05
1358,FP_1358,9.001771141152194e-05
846,FP_0846,9.00153581599483e-05
90,FP_0090,8.968231774765322e-05
820,FP_0820,8.941330374603007e-05
954,FP_0954,8.930353310481546e-05
2007,FP_2007,8.9296605125504e-05
872,FP_0872,8.929149476685629e-05
1885,FP_1885,8.922266671158176e-05
56,FP_0056,8.918799720568168e-05
111,FP_0111,8.885359805108551e-05
1264,FP_1264,8.879852926319161e-05
1421,FP_1421,8.876873588018353e-05
993,FP_0993,8.872896526749467e-05
472,FP_0472,8.851330967125729e-05
1232,FP_1232,8.831309776227373e-05
614,FP_0614,8.829129891475574e-05
1466,FP_1466,8.814401070783165e-05
1470,FP_1470,8.814080402356935e-05
811,FP_0811,8.811077151533866e-05
635,FP_0635,8.798903689345258e-05
1337,FP_1337,8.781819958446013e-05
1585,FP_1585,8.780825215375867e-05
1699,FP_1699,8.761700699957395e-05
1862,FP_1862,8.761323802459918e-05
1939,FP_1939,8.738988276885757e-05
850,FP_0850,8.727191135430124e-05
706,FP_0706,8.72353579212187e-05
134,FP_0134,8.723321747369112e-05
1950,FP_1950,8.71897181599878e-05
1240,FP_1240,8.713878448255699e-05
27,FP_0027,8.708500396988673e-05
1502,FP_1502,8.706221476666889e-05
1123,FP_1123,8.698387383529056e-05
682,FP_0682,8.687232648928716e-05
1136,FP_1136,8.6790758286825e-05
242,FP_0242,8.639913095064266e-05
1284,FP_1284,8.636368518854207e-05
599,FP_0599,8.62573135945257e-05
600,FP_0600,8.605838794138475e-05
1955,FP_1955,8.598573503676694e-05
1714,FP_1714,8.592843048705695e-05
410,FP_0410,8.58821386834577e-05
1169,FP_1169,8.585144891689343e-05
468,FP_0468,8.580153551376087e-05
1128,FP_1128,8.577117498831132e-05
1212,FP_1212,8.573567122879696e-05
1716,FP_1716,8.548844739676894e-05
304,FP_0304,8.548002144434692e-05
669,FP_0669,8.5017772577239e-05
158,FP_0158,8.498148393211478e-05
1898,FP_1898,8.49704263701308e-05
7,FP_0007,8.475636757264204e-05
1753,FP_1753,8.475199348375443e-05
1405,FP_1405,8.461257296102928e-05
167,FP_0167,8.456950928875731e-05
484,FP_0484,8.453229942774112e-05
117,FP_0117,8.451331120807255e-05
1422,FP_1422,8.439753261715567e-05
917,FP_0917,8.432403399254008e-05
1655,FP_1655,8.427817570486863e-05
385,FP_0385,8.419926732976276e-05
892,FP_0892,8.416270534886556e-05
1298,FP_1298,8.394659825791685e-05
539,FP_0539,8.390412149467207e-05
601,FP_0601,8.390299084609358e-05
1083,FP_1083,8.389065540902853e-05
1531,FP_1531,8.368134349294241e-05
204,FP_0204,8.367461357728115e-05
1877,FP_1877,8.35208622180391e-05
1678,FP_1678,8.345425846345511e-05
277,FP_0277,8.324731975636452e-05
444,FP_0444,8.307551932166441e-05
400,FP_0400,8.288309171751105e-05
1395,FP_1395,8.260575378361902e-05
246,FP_0246,8.246680594205279e-05
320,FP_0320,8.241182204818722e-05
221,FP_0221,8.241138624608199e-05
380,FP_0380,8.234344500370224e-05
550,FP_0550,8.218783073258646e-05
722,FP_0722,8.209064819035715e-05
1797,FP_1797,8.204335475455192e-05
1497,FP_1497,8.201691273258779e-05
1014,FP_1014,8.20010558216746e-05
1351,FP_1351,8.186924000065814e-05
869,FP_0869,8.179082218478732e-05
1517,FP_1517,8.173968926873672e-05
1095,FP_1095,8.172814156215378e-05
1799,FP_1799,8.154135327091867e-05
199,FP_0199,8.149603320897372e-05
780,FP_0780,8.136557332990836e-05
796,FP_0796,8.13281740227608e-05
735,FP_0735,8.127797530578678e-05
731,FP_0731,8.125323623163773e-05
723,FP_0723,8.116489935814248e-05
1781,FP_1781,8.104884826824657e-05
135,FP_0135,8.099672370704016e-05
814,FP_0814,8.091851639854198e-05
528,FP_0528,8.091793714822726e-05
1233,FP_1233,8.081421781334698e-05
1489,FP_1489,8.071982936785384e-05
1934,FP_1934,8.062453481359511e-05
804,FP_0804,8.006805342799032e-05
1630,FP_1630,8.00393030071243e-05
424,FP_0424,7.993891787147305e-05
1512,FP_1512,7.99025345206432e-05
1589,FP_1589,7.984256206735228e-05
1102,FP_1102,7.974360328141236e-05
1133,FP_1133,7.960880222059529e-05
1355,FP_1355,7.936464726991835e-05
1008,FP_1008,7.935498138937402e-05
670,FP_0670,7.934008459159903e-05
1715,FP_1715,7.933217567249954e-05
6,FP_0006,7.922625400650824e-05
779,FP_0779,7.921044240538102e-05
1579,FP_1579,7.916412229827864e-05
968,FP_0968,7.902956731281304e-05
2046,FP_2046,7.901023363418977e-05
1637,FP_1637,7.892582394424322e-05
1980,FP_1980,7.889269345493051e-05
1901,FP_1901,7.878211245336237e-05
413,FP_0413,7.859465690682404e-05
1718,FP_1718,7.857294000489301e-05
1958,FP_1958,7.833973891896658e-05
475,FP_0475,7.822523114890232e-05
705,FP_0705,7.822146918095668e-05
1563,FP_1563,7.807166694659855e-05
1137,FP_1137,7.80002909514976e-05
775,FP_0775,7.777263043601733e-05
603,FP_0603,7.772061284014339e-05
76,FP_0076,7.7647308049852e-05
952,FP_0952,7.760231925055905e-05
934,FP_0934,7.7595521780451e-05
594,FP_0594,7.745805151778651e-05
1632,FP_1632,7.74280515074582e-05
259,FP_0259,7.715529254932968e-05
1107,FP_1107,7.714866599464367e-05
1926,FP_1926,7.699643237341303e-05
1915,FP_1915,7.656093366468265e-05
1843,FP_1843,7.653191348924004e-05
1099,FP_1099,7.649222424427445e-05
1871,FP_1871,7.623586684949777e-05
1688,FP_1688,7.621894365547999e-05
1902,FP_1902,7.613583487969226e-05
81,FP_0081,7.611057083079428e-05
4,FP_0004,7.597895187464015e-05
1916,FP_1916,7.586791955505417e-05
181,FP_0181,7.583203960835764e-05
1435,FP_1435,7.56855821557974e-05
397,FP_0397,7.565495897642341e-05
1727,FP_1727,7.560703188575804e-05
854,FP_0854,7.560366644186204e-05
866,FP_0866,7.546695624500928e-05
459,FP_0459,7.505208611783258e-05
1815,FP_1815,7.502424757430033e-05
1648,FP_1648,7.483868518380114e-05
209,FP_0209,7.483763790649446e-05
1268,FP_1268,7.472035860372816e-05
1182,FP_1182,7.454917381543848e-05
480,FP_0480,7.450724594850968e-05
776,FP_0776,7.448014950602464e-05
2043,FP_2043,7.445474353362974e-05
289,FP_0289,7.444647075713714e-05
349,FP_0349,7.43904940066031e-05
569,FP_0569,7.404224967576664e-05
57,FP_0057,7.396541294150398e-05
1884,FP_1884,7.390232285327065e-05
1675,FP_1675,7.369415346448385e-05
481,FP_0481,7.35338248359847e-05
1245,FP_1245,7.343368606937878e-05
1948,FP_1948,7.31926813557908e-05
943,FP_0943,7.316852087082775e-05
1378,FP_1378,7.30712306104749e-05
1285,FP_1285,7.305766536499093e-05
263,FP_0263,7.304274665248224e-05
87,FP_0087,7.303441855762119e-05
358,FP_0358,7.300560042009629e-05
526,FP_0526,7.296518469279729e-05
963,FP_0963,7.286862037642355e-05
1930,FP_1930,7.278904902451844e-05
1636,FP_1636,7.278195042696365e-05
45,FP_0045,7.268599252032247e-05
1509,FP_1509,7.263561633963426e-05
1012,FP_1012,7.253412228658447e-05
241,FP_0241,7.249519173383385e-05
476,FP_0476,7.23795779649373e-05
1673,FP_1673,7.237908645334433e-05
1827,FP_1827,7.230143264872416e-05
1657,FP_1657,7.223384253349235e-05
842,FP_0842,7.211258150036055e-05
1084,FP_1084,7.206216404876977e-05
1352,FP_1352,7.196215438371782e-05
1310,FP_1310,7.18100053221484e-05
442,FP_0442,7.17838296467196e-05
1111,FP_1111,7.174530093383196e-05
189,FP_0189,7.169879835928774e-05
1666,FP_1666,7.168727127095705e-05
1805,FP_1805,7.168290060448618e-05
1667,FP_1667,7.163749423630488e-05
997,FP_0997,7.161322539804999e-05
1956,FP_1956,7.156818390081273e-05
1511,FP_1511,7.154112790416112e-05
1393,FP_1393,7.134922520889554e-05
1302,FP_1302,7.122843289760088e-05
1346,FP_1346,7.111946197437142e-05
987,FP_0987,7.090734220151982e-05
988,FP_0988,7.083572726491594e-05
485,FP_0485,7.081580415544753e-05
1965,FP_1965,7.081260440576682e-05
1322,FP_1322,7.081240139974183e-05
1265,FP_1265,7.078110903031976e-05
877,FP_0877,7.068986409243262e-05
766,FP_0766,7.06175345871036e-05
533,FP_0533,7.059224244713518e-05
1029,FP_1029,7.053083968914077e-05
636,FP_0636,7.043591188672464e-05
2005,FP_2005,7.033556169430998e-05
937,FP_0937,7.027979781416895e-05
1080,FP_1080,7.023742988375132e-05
1653,FP_1653,7.018650937552429e-05
1445,FP_1445,7.016179308395748e-05
1157,FP_1157,7.002506840196903e-05
1863,FP_1863,7.001422252811574e-05
417,FP_0417,6.976054784091163e-05
1728,FP_1728,6.971631280683567e-05
2031,FP_2031,6.970713288297973e-05
1076,FP_1076,6.954160858461329e-05
438,FP_0438,6.942144452858725e-05
457,FP_0457,6.934792140399527e-05
1614,FP_1614,6.929015569578482e-05
1610,FP_1610,6.924767517674928e-05
1429,FP_1429,6.918492150196188e-05
638,FP_0638,6.91403953851327e-05
821,FP_0821,6.904571216876095e-05
588,FP_0588,6.897043883970927e-05
1372,FP_1372,6.837680602810747e-05
1296,FP_1296,6.832576235992952e-05
112,FP_0112,6.822537908747835e-05
1686,FP_1686,6.821425827534852e-05
2010,FP_2010,6.813908306202501e-05
870,FP_0870,6.810287272645539e-05
223,FP_0223,6.804423100816972e-05
1712,FP_1712,6.797705526423628e-05
1912,FP_1912,6.790273004963622e-05
763,FP_0763,6.78588292577979e-05
901,FP_0901,6.782541176840958e-05
331,FP_0331,6.781851757235256e-05
239,FP_0239,6.768722179313019e-05
1064,FP_1064,6.766759975407536e-05
483,FP_0483,6.762277958970244e-05
808,FP_0808,6.749990211298818e-05
1713,FP_1713,6.74852976112293e-05
66,FP_0066,6.74339325792088e-05
630,FP_0630,6.732633215092669e-05
439,FP_0439,6.73214321012032e-05
384,FP_0384,6.731089739385926e-05
1272,FP_1272,6.729169151126297e-05
1557,FP_1557,6.718077756504737e-05
884,FP_0884,6.694666841580951e-05
1394,FP_1394,6.674175749287221e-05
287,FP_0287,6.665632513502945e-05
168,FP_0168,6.663223464776859e-05
559,FP_0559,6.654699369254953e-05
171,FP_0171,6.65090150850001e-05
1477,FP_1477,6.648328268356686e-05
460,FP_0460,6.610893647608935e-05
1300,FP_1300,6.60345066286452e-05
414,FP_0414,6.601783860374504e-05
1995,FP_1995,6.591478948452297e-05
278,FP_0278,6.59044277668511e-05
1286,FP_1286,6.589249661357161e-05
77,FP_0077,6.588061463619859e-05
1210,FP_1210,6.585570504600045e-05
1990,FP_1990,6.577253197283317e-05
298,FP_0298,6.575316543470598e-05
418,FP_0418,6.575244744270934e-05
148,FP_0148,6.551314897817418e-05
477,FP_0477,6.545155801633756e-05
1619,FP_1619,6.54406148281022e-05
431,FP_0431,6.54155653928506e-05
2044,FP_2044,6.534892003138135e-05
712,FP_0712,6.532858478293262e-05
1962,FP_1962,6.5267418110043e-05
1085,FP_1085,6.524859219534446e-05
551,FP_0551,6.498740038096602e-05
179,FP_0179,6.493992980156161e-05
643,FP_0643,6.480487310161489e-05
717,FP_0717,6.474695772634209e-05
220,FP_0220,6.460526366475829e-05
1261,FP_1261,6.453753691502603e-05
911,FP_0911,6.445215090820105e-05
299,FP_0299,6.439077895823513e-05
1543,FP_1543,6.433377842195258e-05
1377,FP_1377,6.425284093800717e-05
302,FP_0302,6.397427305722178e-05
345,FP_0345,6.378747031781046e-05
1626,FP_1626,6.37654076057844e-05
521,FP_0521,6.369953887732822e-05
26,FP_0026,6.362905458904876e-05
91,FP_0091,6.319906961136213e-05
686,FP_0686,6.31127218025443e-05
253,FP_0253,6.304760799797615e-05
927,FP_0927,6.296385248186026e-05
353,FP_0353,6.29015876568009e-05
1326,FP_1326,6.287603965338511e-05
1252,FP_1252,6.28326570318487e-05
865,FP_0865,6.281700774787015e-05
232,FP_0232,6.276754467255919e-05
1282,FP_1282,6.26961291388788e-05
1374,FP_1374,6.269177872242724e-05
1409,FP_1409,6.258564233328559e-05
524,FP_0524,6.24230601287519e-05
924,FP_0924,6.23354834064465e-05
2029,FP_2029,6.226755252747827e-05
1796,FP_1796,6.214797965387157e-05
871,FP_0871,6.203773361860188e-05
1492,FP_1492,6.201628459453466e-05
1003,FP_1003,6.19758254013306e-05
1250,FP_1250,6.18671048219797e-05
260,FP_0260,6.179912054226226e-05
279,FP_0279,6.157799552513228e-05
1228,FP_1228,6.144282239104403e-05
754,FP_0754,6.14230238440231e-05
173,FP_0173,6.140446994731194e-05
1752,FP_1752,6.135061624409005e-05
1032,FP_1032,6.132913858486282e-05
1633,FP_1633,6.1317035007636e-05
540,FP_0540,6.128353138293729e-05
219,FP_0219,6.127168921144288e-05
1314,FP_1314,6.106412743973019e-05
72,FP_0072,6.100565245622395e-05
218,FP_0218,6.097755769559334e-05
580,FP_0580,6.09627363749726e-05
789,FP_0789,6.0921844306752945e-05
702,FP_0702,6.082617300093414e-05
390,FP_0390,6.0796698964084405e-05
1254,FP_1254,6.0768976618525706e-05
898,FP_0898,6.067599317393929e-05
1895,FP_1895,6.063960608090314e-05
1259,FP_1259,6.0561997110992005e-05
1124,FP_1124,6.055360982428139e-05
1848,FP_1848,6.043603617421959e-05
1086,FP_1086,6.0433183372362056e-05
315,FP_0315,6.0410638904227097e-05
701,FP_0701,6.0356934378808046e-05
1526,FP_1526,6.0188967940336255e-05
1801,FP_1801,6.0178265388895585e-05
611,FP_0611,6.00602879971475e-05
1038,FP_1038,6.002740478261278e-05
1822,FP_1822,5.9967747642299406e-05
721,FP_0721,5.974393244091339e-05
1130,FP_1130,5.972204233088005e-05
1682,FP_1682,5.945271445088305e-05
295,FP_0295,5.9441514477208986e-05
957,FP_0957,5.918832574363288e-05
1561,FP_1561,5.917879329355892e-05
107,FP_0107,5.9070243807946686e-05
1971,FP_1971,5.895161990731773e-05
1336,FP_1336,5.869649291003685e-05
1483,FP_1483,5.84139837533631e-05
743,FP_0743,5.828691420584873e-05
1959,FP_1959,5.828540086814403e-05
1194,FP_1194,5.821609943257958e-05
530,FP_0530,5.82033225889362e-05
1239,FP_1239,5.81716704827941e-05
105,FP_0105,5.803846268490109e-05
620,FP_0620,5.802787109171791e-05
609,FP_0609,5.802187954831237e-05
749,FP_0749,5.791516700189644e-05
555,FP_0555,5.7854368555074526e-05
1181,FP_1181,5.7789220930384066e-05
1935,FP_1935,5.777836186929414e-05
1594,FP_1594,5.773761082077484e-05
1968,FP_1968,5.742237779071825e-05
1198,FP_1198,5.7290123380584485e-05
1117,FP_1117,5.72368914739929e-05
187,FP_0187,5.7222981220160836e-05
1888,FP_1888,5.7221742354766986e-05
455,FP_0455,5.7174062994913815e-05
2037,FP_2037,5.7086254207755e-05
605,FP_0605,5.691411814187563e-05
377,FP_0377,5.683939605311376e-05
1344,FP_1344,5.6745287475454865e-05
1354,FP_1354,5.6726029812871165e-05
343,FP_0343,5.671997854046538e-05
1179,FP_1179,5.657282091470735e-05
1773,FP_1773,5.6521850516292624e-05
1269,FP_1269,5.652176325273941e-05
316,FP_0316,5.6349330348139454e-05
1504,FP_1504,5.6251661106782607e-05
672,FP_0672,5.623139944606423e-05
1007,FP_1007,5.614118127771276e-05
1148,FP_1148,5.6007439119211914e-05
1660,FP_1660,5.591614123066682e-05
944,FP_0944,5.588891666702895e-05
1755,FP_1755,5.583904690094939e-05
1335,FP_1335,5.5825442771931914e-05
897,FP_0897,5.581528614130844e-05
2014,FP_2014,5.578237617724224e-05
52,FP_0052,5.571581329572186e-05
602,FP_0602,5.5621176159483906e-05
371,FP_0371,5.545673017081594e-05
633,FP_0633,5.542264012147588e-05
1071,FP_1071,5.5410057739046305e-05
131,FP_0131,5.5270657459159805e-05
1725,FP_1725,5.52640877302673e-05
1506,FP_1506,5.5258175849207576e-05
321,FP_0321,5.523948774556293e-05
1090,FP_1090,5.5081199980290143e-05
1588,FP_1588,5.5063158865326314e-05
449,FP_0449,5.497361094736012e-05
1856,FP_1856,5.492819018040286e-05
1663,FP_1663,5.47596375593883e-05
270,FP_0270,5.468392475982647e-05
1842,FP_1842,5.466083921083046e-05
523,FP_0523,5.46539139406485e-05
1775,FP_1775,5.4611622481992346e-05
1580,FP_1580,5.4546147569697695e-05
855,FP_0855,5.44217060589742e-05
1961,FP_1961,5.440071696544559e-05
982,FP_0982,5.4372600884583295e-05
1061,FP_1061,5.4340012661099455e-05
1569,FP_1569,5.4314000574405475e-05
1105,FP_1105,5.422067686789765e-05
899,FP_0899,5.420758736779714e-05
707,FP_0707,5.4189502464890786e-05
637,FP_0637,5.414147018237805e-05
1979,FP_1979,5.403625759568382e-05
1707,FP_1707,5.40275787606357e-05
234,FP_0234,5.397704646399032e-05
1112,FP_1112,5.391178008746519e-05
1868,FP_1868,5.389301058010627e-05
512,FP_0512,5.381704206925981e-05
991,FP_0991,5.3784731502267165e-05
607,FP_0607,5.378080838822308e-05
35,FP_0035,5.3757813738466374e-05
43,FP_0043,5.373261720224603e-05
795,FP_0795,5.370297441731819e-05
402,FP_0402,5.3657410735048625e-05
651,FP_0651,5.363215583451792e-05
109,FP_0109,5.3304802423920505e-05
1276,FP_1276,5.3233030320268875e-05
1015,FP_1015,5.289464125974316e-05
40,FP_0040,5.2878391645233914e-05
493,FP_0493,5.2870446709031175e-05
1166,FP_1166,5.266482713913351e-05
1127,FP_1127,5.265243246043456e-05
2025,FP_2025,5.24173261741398e-05
1562,FP_1562,5.239992085015783e-05
819,FP_0819,5.239454565848247e-05
1832,FP_1832,5.235000691495349e-05
1478,FP_1478,5.206657688740897e-05
1881,FP_1881,5.2010624702411117e-05
1973,FP_1973,5.1980826858975624e-05
18,FP_0018,5.196522929549674e-05
415,FP_0415,5.182316326715939e-05
1662,FP_1662,5.169902799267971e-05
1018,FP_1018,5.169677606242007e-05
1874,FP_1874,5.1650673663061893e-05
1875,FP_1875,5.1512821079849217e-05
966,FP_0966,5.1492320672825554e-05
1158,FP_1158,5.148569250945769e-05
501,FP_0501,5.148258184011681e-05
1625,FP_1625,5.139369138138923e-05
1672,FP_1672,5.136043588575044e-05
1333,FP_1333,5.1341726908091176e-05
1634,FP_1634,5.1167819944334306e-05
139,FP_0139,5.113945800236395e-05
440,FP_0440,5.1038598529514926e-05
166,FP_0166,5.092833188745427e-05
1368,FP_1368,5.06859303506251e-05
1907,FP_1907,5.067757901123989e-05
130,FP_0130,5.0607396977921616e-05
1944,FP_1944,5.058366830369534e-05
516,FP_0516,5.057725540515251e-05
150,FP_0150,5.057225551162842e-05
411,FP_0411,5.033007070714877e-05
1242,FP_1242,5.0188757602090825e-05
1500,FP_1500,5.013851655603116e-05
1434,FP_1434,5.013133407191867e-05
152,FP_0152,5.0040434532216424e-05
509,FP_0509,5.00012774577941e-05
443,FP_0443,4.9987208831001456e-05
1954,FP_1954,4.987224677183879e-05
956,FP_0956,4.9550247930560425e-05
396,FP_0396,4.95235361494859e-05
1263,FP_1263,4.9306663630349226e-05
853,FP_0853,4.912632144777046e-05
1180,FP_1180,4.911925756576313e-05
1155,FP_1155,4.890458013245553e-05
59,FP_0059,4.8840336948862854e-05
1072,FP_1072,4.883586314807311e-05
60,FP_0060,4.870086685671059e-05
1694,FP_1694,4.862567562016996e-05
663,FP_0663,4.8621136637250404e-05
1496,FP_1496,4.848498277384379e-05
1020,FP_1020,4.8388118410192484e-05
496,FP_0496,4.8386527803276996e-05
948,FP_0948,4.8263472737184625e-05
1074,FP_1074,4.8125591032355e-05
427,FP_0427,4.811695316934222e-05
608,FP_0608,4.8099399367293245e-05
1641,FP_1641,4.805559807309461e-05
1574,FP_1574,4.7955589782854564e-05
1291,FP_1291,4.791444058705394e-05
876,FP_0876,4.789763315502091e-05
1702,FP_1702,4.778437947097216e-05
618,FP_0618,4.7707203083033696e-05
103,FP_0103,4.765945571747739e-05
23,FP_0023,4.756634409296507e-05
628,FP_0628,4.74908253734691e-05
1534,FP_1534,4.748778920421652e-05
784,FP_0784,4.747481950277861e-05
568,FP_0568,4.735938836993174e-05
1836,FP_1836,4.714532334912561e-05
351,FP_0351,4.7128280201359673e-05
629,FP_0629,4.710609747717514e-05
1919,FP_1919,4.705221772410477e-05
992,FP_0992,4.6909296987940806e-05
1617,FP_1617,4.6847349882484944e-05
1777,FP_1777,4.6623232753431374e-05
243,FP_0243,4.651183076111919e-05
32,FP_0032,4.651079211824864e-05
1740,FP_1740,4.6313654341892284e-05
