chid,n_tested,n_positive,S_c,ci_lower,ci_upper,raw_rate,n_mechanisms,mechanism_details,tcpl_binary_compliant,tcpl_ternary_compliant,S_global_raw,S_potency_raw,S_global_flipped,S_potency_flipped,S_improved,S_ensemble,tcpl_binary_improved,tcpl_ternary_improved
20144.0,9,9,0.1085434173669467,0.0428921568627451,0.2053571428571428,1.0,4,"{'GENERAL': {'n_tested': 16, 'n_positive': 0, 'score': 0.029411764705882353}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 20, 'n_positive': 1, 'score': 0.07142857142857142}, 'SR': {'n_tested': 5, 'n_positive': 0, 'score': 0.08333333333333333}}",0,1,,,,,0.1085434173669467,0.1085434173669467,1,0
21837.0,9,9,0.1040757275132275,0.033151455026455,0.1984953703703703,1.0,4,"{'GENERAL': {'n_tested': 111, 'n_positive': 2, 'score': 0.022321428571428572}, 'NR': {'n_tested': 215, 'n_positive': 9, 'score': 0.04398148148148148}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,0.9745764098339066,2.453480872063134,0.025423590166093413,-1.453480872063134,0.025423590166093413,-0.05859154932683219,0,0
21391.0,9,9,0.2449776785714285,0.1149553571428571,0.4129464285714286,1.0,4,"{'GENERAL': {'n_tested': 31, 'n_positive': 2, 'score': 0.078125}, 'NR': {'n_tested': 55, 'n_positive': 8, 'score': 0.15178571428571427}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 2, 'score': 0.5}}",1,1,,,,,0.2449776785714285,0.2449776785714285,1,1
21965.0,9,9,0.060470239525755,0.0068493150684931,0.1,1.0,3,"{'GENERAL': {'n_tested': 113, 'n_positive': 8, 'score': 0.07456140350877193}, 'NR': {'n_tested': 218, 'n_positive': 1, 'score': 0.00684931506849315}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,0.965741964323707,2.580998761705479,0.03425803567629304,-1.5809987617054788,0.03425803567629304,-0.06108463993564554,0,0
32531.0,9,9,0.5,0.2916666666666667,0.8333333333333334,1.0,3,"{'GENERAL': {'n_tested': 51, 'n_positive': 19, 'score': 0.375}, 'NR': {'n_tested': 35, 'n_positive': 10, 'score': 0.2916666666666667}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,2,0.8971692325877949,1.7153762405210864,0.10283076741220509,-0.7153762405210864,0.10283076741220509,0.0775685008914753,1,0
20811.0,9,9,0.5406469894005522,0.2973050458715596,0.712378640776699,1.0,4,"{'GENERAL': {'n_tested': 108, 'n_positive': 20, 'score': 0.18807339449541285}, 'NR': {'n_tested': 205, 'n_positive': 123, 'score': 0.5995145631067961}, 'MET': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}, 'SR': {'n_tested': 3, 'n_positive': 2, 'score': 0.625}}",1,2,,,,,0.5406469894005522,0.5406469894005522,1,2
28666.0,9,9,0.1182790745290745,0.0282248157248157,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 110, 'n_positive': 4, 'score': 0.04054054054054054}, 'NR': {'n_tested': 219, 'n_positive': 3, 'score': 0.015909090909090907}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.1182790745290745,0.1182790745290745,1,0
47255.0,9,9,0.117981704675253,0.0276300760171727,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 116, 'n_positive': 3, 'score': 0.029914529914529916}, 'NR': {'n_tested': 216, 'n_positive': 5, 'score': 0.02534562211981567}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.117981704675253,0.117981704675253,1,0
48514.0,9,9,0.0996236377935063,0.0217391304347826,0.25,1.0,3,"{'GENERAL': {'n_tested': 114, 'n_positive': 2, 'score': 0.021739130434782608}, 'NR': {'n_tested': 128, 'n_positive': 3, 'score': 0.027131782945736434}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",0,1,,,,,0.0996236377935063,0.0996236377935063,1,0
23113.0,9,9,0.1409090909090909,0.1,0.2159090909090909,1.0,4,"{'GENERAL': {'n_tested': 14, 'n_positive': 1, 'score': 0.1}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 21, 'n_positive': 2, 'score': 0.11363636363636363}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",1,1,,,,,0.1409090909090909,0.1409090909090909,1,0
21233.0,9,9,0.5070778564206269,0.3837209302325581,0.6304347826086957,1.0,2,"{'GENERAL': {'n_tested': 22, 'n_positive': 14, 'score': 0.6304347826086957}, 'NR': {'n_tested': 42, 'n_positive': 16, 'score': 0.38372093023255816}}",1,2,,,,,0.5070778564206269,0.5070778564206269,1,2
20512.0,9,9,0.089118601986249,0.003237203972498,0.1885504201680672,1.0,4,"{'GENERAL': {'n_tested': 118, 'n_positive': 0, 'score': 0.004201680672268907}, 'NR': {'n_tested': 219, 'n_positive': 0, 'score': 0.0022727272727272726}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,,,,,0.089118601986249,0.089118601986249,1,0
32610.0,9,9,0.1114562289562289,0.0479124579124579,0.1813636363636363,1.0,5,"{'GENERAL': {'n_tested': 109, 'n_positive': 3, 'score': 0.031818181818181815}, 'NEURO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'CYTO': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}, 'NR': {'n_tested': 215, 'n_positive': 5, 'score': 0.02546296296296296}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",0,1,0.9452250548361716,1.9132303405909268,0.054774945163828415,-0.9132303405909268,0.054774945163828415,9.550504608713591e-05,1,0
22053.0,9,9,0.3644675925925926,0.0746527777777777,0.7479166666666667,1.0,4,"{'GENERAL': {'n_tested': 107, 'n_positive': 31, 'score': 0.2916666666666667}, 'NR': {'n_tested': 215, 'n_positive': 3, 'score': 0.016203703703703703}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 4, 'score': 0.9}}",1,1,0.8059442998893482,1.7736975893377651,0.19405570011065176,-0.7736975893377651,0.19405570011065176,0.14621521629266318,1,0
47279.0,9,9,0.2805995363519779,0.0195324060372891,0.6307339449541285,1.0,4,"{'GENERAL': {'n_tested': 108, 'n_positive': 2, 'score': 0.022935779816513763}, 'NR': {'n_tested': 216, 'n_positive': 3, 'score': 0.016129032258064516}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,1,0.9593956859674468,2.2263677245428624,0.04060431403255316,-1.2263677245428624,0.04060431403255316,-0.02101429494280628,0,0
21947.0,9,9,0.1436433549627493,0.0122867099254986,0.275,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 1, 'score': 0.013157894736842105}, 'NR': {'n_tested': 218, 'n_positive': 2, 'score': 0.01141552511415525}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,1,,,,,0.1436433549627493,0.1436433549627493,1,0
40731.0,9,9,0.1152510683760683,0.0384615384615384,0.1666666666666666,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 31, 'n_positive': 4, 'score': 0.140625}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.1152510683760683,0.1152510683760683,1,0
23825.0,9,9,0.1104846245327896,0.012635915732246,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 107, 'n_positive': 0, 'score': 0.004629629629629629}, 'NR': {'n_tested': 217, 'n_positive': 4, 'score': 0.020642201834862386}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.1104846245327896,0.1104846245327896,1,0
47366.0,9,9,0.1248060857065596,0.0225225225225225,0.25,1.0,3,"{'GENERAL': {'n_tested': 110, 'n_positive': 2, 'score': 0.02252252252252252}, 'NR': {'n_tested': 210, 'n_positive': 21, 'score': 0.1018957345971564}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,,,,,0.1248060857065596,0.1248060857065596,1,0
40710.0,9,9,0.0735844017094017,0.015625,0.1666666666666666,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 31, 'n_positive': 0, 'score': 0.015625}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.0735844017094017,0.0735844017094017,1,0
25010.0,9,9,0.0946552388289676,0.0143104776579352,0.1914772727272727,1.0,4,"{'GENERAL': {'n_tested': 117, 'n_positive': 1, 'score': 0.012711864406779662}, 'NR': {'n_tested': 219, 'n_positive': 3, 'score': 0.015909090909090907}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,0.9921246046732426,2.2684614073843754,0.007875395326757406,-1.2684614073843754,0.007875395326757406,-0.06349802222577795,0,0
32390.0,9,9,0.1188281467074187,0.0626562934148374,0.2055084745762712,1.0,4,"{'GENERAL': {'n_tested': 121, 'n_positive': 6, 'score': 0.05327868852459016}, 'NR': {'n_tested': 117, 'n_positive': 8, 'score': 0.07203389830508475}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,0.8156200132277949,1.7756138742820369,0.18437998677220513,-0.7756138742820369,0.18437998677220513,0.12284724470506342,1,0
27982.0,9,9,0.1225290338522362,0.0367247343711391,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 6, 'score': 0.05701754385964912}, 'NR': {'n_tested': 212, 'n_positive': 3, 'score': 0.01643192488262911}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,,,,,0.1225290338522362,0.1225290338522362,1,0
20606.0,9,9,0.1468799840510367,0.0187599681020733,0.275,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 3, 'score': 0.03070175438596491}, 'NR': {'n_tested': 219, 'n_positive': 1, 'score': 0.006818181818181818}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,1,0.9452575016503024,2.2827398744232315,0.05474249834969758,-1.2827398744232315,0.05474249834969758,-0.01997819487459781,0,0
48178.0,9,9,0.3148289736248482,0.0879912805830296,0.6479779411764707,1.0,4,"{'GENERAL': {'n_tested': 112, 'n_positive': 9, 'score': 0.084070796460177}, 'NR': {'n_tested': 135, 'n_positive': 12, 'score': 0.09191176470588236}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,1,,,,,0.3148289736248482,0.3148289736248482,1,2
47261.0,9,9,0.1325231481481481,0.0567129629629629,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 107, 'n_positive': 3, 'score': 0.032407407407407406}, 'NR': {'n_tested': 215, 'n_positive': 17, 'score': 0.08101851851851852}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,,,,,0.1325231481481481,0.1325231481481481,1,0
47344.0,9,9,0.1299873737373737,0.0516414141414141,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 116, 'n_positive': 6, 'score': 0.05555555555555555}, 'NR': {'n_tested': 219, 'n_positive': 10, 'score': 0.04772727272727273}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,,,,,0.1299873737373737,0.1299873737373737,1,0
41691.0,9,9,0.153085061805992,0.056170123611984,0.25,1.0,4,"{'GENERAL': {'n_tested': 110, 'n_positive': 5, 'score': 0.04954954954954955}, 'NR': {'n_tested': 214, 'n_positive': 13, 'score': 0.06279069767441861}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,,,,,0.153085061805992,0.153085061805992,1,0
21764.0,9,9,0.0911033411033411,0.0384615384615384,0.1666666666666666,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 21, 'n_positive': 1, 'score': 0.06818181818181818}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.0911033411033411,0.0911033411033411,1,0
34187.0,9,9,0.3167667238421955,0.1545454545454545,0.5735849056603773,1.0,4,"{'GENERAL': {'n_tested': 109, 'n_positive': 13, 'score': 0.12272727272727273}, 'NR': {'n_tested': 264, 'n_positive': 51, 'score': 0.19433962264150945}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 3, 'score': 0.7}}",1,1,,,,,0.3167667238421955,0.3167667238421955,1,2
32372.0,9,9,0.416626304723286,0.0415859427799053,0.7916666666666667,1.0,4,"{'GENERAL': {'n_tested': 192, 'n_positive': 8, 'score': 0.04404145077720207}, 'NR': {'n_tested': 114, 'n_positive': 4, 'score': 0.0391304347826087}, 'MET': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,1,0.7891572896158942,1.7202224189366009,0.21084271038410585,-0.7202224189366009,0.21084271038410585,0.16732581828521426,1,1
25110.0,9,9,0.1101279921965622,0.0119226510597912,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 115, 'n_positive': 2, 'score': 0.021551724137931036}, 'NR': {'n_tested': 217, 'n_positive': 0, 'score': 0.0022935779816513763}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.1101279921965622,0.1101279921965622,1,0
26368.0,9,9,0.0682539682539682,0.0333333333333333,0.1,1.0,3,"{'GENERAL': {'n_tested': 14, 'n_positive': 0, 'score': 0.03333333333333333}, 'NR': {'n_tested': 20, 'n_positive': 1, 'score': 0.07142857142857142}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,,,,,0.0682539682539682,0.0682539682539682,1,0
20573.0,9,9,0.3581668908112824,0.1413337816225647,0.7173519736842106,1.0,4,"{'GENERAL': {'n_tested': 180, 'n_positive': 20, 'score': 0.1132596685082873}, 'NR': {'n_tested': 303, 'n_positive': 51, 'score': 0.16940789473684212}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 4, 'score': 0.9}}",1,1,0.9284154851529932,2.133014916834157,0.07158451484700679,-1.1330149168341568,0.07158451484700679,0.016503491503993505,1,0
47253.0,9,9,0.1413272049987983,0.0326544099975967,0.25,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 2, 'score': 0.021929824561403508}, 'NR': {'n_tested': 218, 'n_positive': 9, 'score': 0.04337899543378995}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",1,1,0.853622180644832,1.8643724904909404,0.14637781935516803,-0.8643724904909404,0.14637781935516803,0.08542976390301935,1,0
21251.0,9,9,0.1920955882352941,0.0294117647058823,0.5,1.0,3,"{'GENERAL': {'n_tested': 16, 'n_positive': 0, 'score': 0.029411764705882353}, 'NR': {'n_tested': 31, 'n_positive': 1, 'score': 0.046875}, 'SR': {'n_tested': 6, 'n_positive': 3, 'score': 0.5}}",1,1,,,,,0.1920955882352941,0.1920955882352941,1,1
25220.0,9,9,0.0690013293452974,0.0084745762711864,0.125,1.0,3,"{'GENERAL': {'n_tested': 33, 'n_positive': 2, 'score': 0.07352941176470588}, 'NR': {'n_tested': 58, 'n_positive': 0, 'score': 0.00847457627118644}, 'SR': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}}",0,1,,,,,0.0690013293452974,0.0690013293452974,1,0
24538.0,9,9,0.413019120691755,0.1235294117647058,0.9285714285714284,1.0,3,"{'GENERAL': {'n_tested': 114, 'n_positive': 21, 'score': 0.18695652173913044}, 'NR': {'n_tested': 84, 'n_positive': 10, 'score': 0.12352941176470589}, 'SR': {'n_tested': 6, 'n_positive': 6, 'score': 0.9285714285714286}}",1,1,,,,,0.413019120691755,0.413019120691755,1,2
25226.0,9,9,0.5937830687830687,0.2777777777777778,0.9285714285714284,1.0,3,"{'GENERAL': {'n_tested': 8, 'n_positive': 2, 'score': 0.2777777777777778}, 'NR': {'n_tested': 19, 'n_positive': 11, 'score': 0.575}, 'SR': {'n_tested': 6, 'n_positive': 6, 'score': 0.9285714285714286}}",1,2,,,,,0.5937830687830687,0.5937830687830687,1,2
21781.0,9,9,0.3020964360587002,0.1089622641509434,0.5028301886792453,1.0,6,"{'GENERAL': {'n_tested': 317, 'n_positive': 14, 'score': 0.04559748427672956}, 'NR': {'n_tested': 264, 'n_positive': 4, 'score': 0.016981132075471698}, 'NEURO': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 2, 'score': 0.5}}",1,1,0.941522546847058,2.301174692756935,0.05847745315294195,-1.301174692756935,0.05847745315294195,-0.008484536627305177,1,0
22308.0,9,9,0.3747533130255929,0.0966101694915254,0.9285714285714284,1.0,3,"{'GENERAL': {'n_tested': 216, 'n_positive': 21, 'score': 0.09907834101382489}, 'NR': {'n_tested': 294, 'n_positive': 28, 'score': 0.09661016949152543}, 'SR': {'n_tested': 6, 'n_positive': 6, 'score': 0.9285714285714286}}",1,1,0.928027028824932,1.935484501615252,0.07197297117506796,-0.935484501615252,0.07197297117506796,0.029692343318680262,1,0
36690.0,9,9,0.1205678155219439,0.0328022977105545,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 110, 'n_positive': 5, 'score': 0.04954954954954955}, 'NR': {'n_tested': 217, 'n_positive': 3, 'score': 0.016055045871559634}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.1205678155219439,0.1205678155219439,1,0
24891.0,9,9,0.2391801075268817,0.0450268817204301,0.5013824884792626,1.0,5,"{'GENERAL': {'n_tested': 111, 'n_positive': 2, 'score': 0.022321428571428572}, 'NR': {'n_tested': 216, 'n_positive': 1, 'score': 0.0069124423963133645}, 'NEURO': {'n_tested': 1, 'n_positive': 1, 'score': 0.75}, 'CYTO': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,,,,,0.2391801075268817,0.2391801075268817,1,1
24107.0,9,9,0.1091238471673254,0.0295454545454545,0.25,1.0,3,"{'GENERAL': {'n_tested': 114, 'n_positive': 5, 'score': 0.04782608695652174}, 'NR': {'n_tested': 219, 'n_positive': 6, 'score': 0.029545454545454545}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",0,1,0.9258249500685763,1.7902110539698384,0.07417504993142365,-0.7902110539698384,0.07417504993142365,0.02440881153150204,1,0
47267.0,9,9,0.2839524371069182,0.0262382075471698,0.6328125,1.0,4,"{'GENERAL': {'n_tested': 111, 'n_positive': 3, 'score': 0.03125}, 'NR': {'n_tested': 211, 'n_positive': 4, 'score': 0.02122641509433962}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,1,,,,,0.2839524371069182,0.2839524371069182,1,2
21655.0,9,9,0.1135250813216914,0.0151515151515151,0.3,1.0,3,"{'GENERAL': {'n_tested': 32, 'n_positive': 0, 'score': 0.015151515151515152}, 'NR': {'n_tested': 58, 'n_positive': 1, 'score': 0.025423728813559324}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",0,1,,,,,0.1135250813216914,0.1135250813216914,1,0
41208.0,9,9,0.2263621794871795,0.0384615384615384,0.5,1.0,3,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'NR': {'n_tested': 31, 'n_positive': 4, 'score': 0.140625}, 'SR': {'n_tested': 2, 'n_positive': 1, 'score': 0.5}}",1,1,,,,,0.2263621794871795,0.2263621794871795,1,1
47539.0,9,9,0.113795045045045,0.0192567567567567,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 110, 'n_positive': 1, 'score': 0.013513513513513514}, 'NR': {'n_tested': 219, 'n_positive': 5, 'score': 0.025}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.113795045045045,0.113795045045045,1,0
24999.0,9,9,0.1457681153662799,0.0165362307325599,0.275,1.0,4,"{'GENERAL': {'n_tested': 115, 'n_positive': 2, 'score': 0.021551724137931036}, 'NR': {'n_tested': 216, 'n_positive': 2, 'score': 0.01152073732718894}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,1,,,,,0.1457681153662799,0.1457681153662799,1,0
23733.0,9,9,0.3123456790123457,0.025,0.5,1.0,3,"{'GENERAL': {'n_tested': 107, 'n_positive': 44, 'score': 0.41203703703703703}, 'NR': {'n_tested': 219, 'n_positive': 5, 'score': 0.025}, 'SR': {'n_tested': 6, 'n_positive': 3, 'score': 0.5}}",1,1,,,,,0.3123456790123457,0.3123456790123457,1,2
48512.0,9,9,0.2976011083025471,0.0535355499384276,0.6438848920863309,1.0,4,"{'GENERAL': {'n_tested': 110, 'n_positive': 3, 'score': 0.03153153153153153}, 'NR': {'n_tested': 138, 'n_positive': 10, 'score': 0.07553956834532374}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 2, 'score': 0.8333333333333334}}",1,1,,,,,0.2976011083025471,0.2976011083025471,1,2
26994.0,9,9,0.0995720889555222,0.0241441779110444,0.1950431034482758,1.0,4,"{'GENERAL': {'n_tested': 115, 'n_positive': 3, 'score': 0.03017241379310345}, 'NR': {'n_tested': 137, 'n_positive': 2, 'score': 0.018115942028985508}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,,,,,0.0995720889555222,0.0995720889555222,1,0
20621.0,9,9,0.1193001443001443,0.0757575757575757,0.1571428571428571,1.0,3,"{'GENERAL': {'n_tested': 32, 'n_positive': 2, 'score': 0.07575757575757576}, 'NR': {'n_tested': 34, 'n_positive': 5, 'score': 0.15714285714285714}, 'SR': {'n_tested': 3, 'n_positive': 0, 'score': 0.125}}",0,1,,,,,0.1193001443001443,0.1193001443001443,1,0
22049.0,9,9,0.0993778049775601,0.0237556099551203,0.1938953488372093,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 2, 'score': 0.021929824561403508}, 'NR': {'n_tested': 214, 'n_positive': 5, 'score': 0.02558139534883721}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,,,,,0.0993778049775601,0.0993778049775601,1,0
24081.0,9,9,0.0933202826585179,0.0116405653170359,0.1927521008403361,1.0,4,"{'GENERAL': {'n_tested': 118, 'n_positive': 2, 'score': 0.02100840336134454}, 'NR': {'n_tested': 219, 'n_positive': 0, 'score': 0.0022727272727272726}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 0, 'score': 0.1}}",0,1,,,,,0.0933202826585179,0.0933202826585179,1,0
21959.0,9,9,0.3473389355742297,0.0955882352941176,0.7380952380952381,1.0,4,"{'GENERAL': {'n_tested': 33, 'n_positive': 1, 'score': 0.04411764705882353}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 56, 'n_positive': 9, 'score': 0.16666666666666666}, 'SR': {'n_tested': 6, 'n_positive': 6, 'score': 0.9285714285714286}}",1,1,,,,,0.3473389355742297,0.3473389355742297,1,2
47374.0,9,9,0.1021758545100268,0.0221238938053097,0.25,1.0,3,"{'GENERAL': {'n_tested': 112, 'n_positive': 2, 'score': 0.022123893805309734}, 'NR': {'n_tested': 217, 'n_positive': 7, 'score': 0.034403669724770644}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}}",0,1,,,,,0.1021758545100268,0.1021758545100268,1,0
27633.0,9,9,0.1215945512820512,0.0348557692307692,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 12, 'n_positive': 0, 'score': 0.038461538461538464}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 15, 'n_positive': 0, 'score': 0.03125}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",0,1,,,,,0.1215945512820512,0.1215945512820512,1,0
21968.0,9,9,0.1702380952380952,0.0654761904761904,0.275,1.0,4,"{'GENERAL': {'n_tested': 13, 'n_positive': 1, 'score': 0.10714285714285714}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'NR': {'n_tested': 20, 'n_positive': 0, 'score': 0.023809523809523808}, 'SR': {'n_tested': 4, 'n_positive': 1, 'score': 0.3}}",1,1,,,,,0.1702380952380952,0.1702380952380952,1,1
21866.0,9,9,0.1289772727272727,0.0496212121212121,0.2083333333333333,1.0,4,"{'GENERAL': {'n_tested': 113, 'n_positive': 9, 'score': 0.08333333333333333}, 'NR': {'n_tested': 219, 'n_positive': 3, 'score': 0.015909090909090907}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 2, 'n_positive': 0, 'score': 0.16666666666666666}}",1,1,,,,,0.1289772727272727,0.1289772727272727,1,0
21106.0,9,9,0.306455518237913,0.0379110364758259,0.688771186440678,1.0,4,"{'GENERAL': {'n_tested': 117, 'n_positive': 6, 'score': 0.05508474576271186}, 'NR': {'n_tested': 216, 'n_positive': 4, 'score': 0.020737327188940093}, 'MET': {'n_tested': 1, 'n_positive': 0, 'score': 0.25}, 'SR': {'n_tested': 4, 'n_positive': 4, 'score': 0.9}}",1,1,0.8474284111864012,1.928397693463607,0.15257158881359878,-0.9283976934636069,0.15257158881359878,0.0969464676424253,1,0
