chid,casn,dsstox_substance_id,casn_normalized,PUBCHEM_CID
21364.0,636-21-5,DTXSID7021364,636-21-5,
41289.0,4574-04-3,DTXSID9041289,4574-04-3,
41491.0,104-54-1,DTXSID9041491,104-54-1,
40794.0,6152-33-6,DTXSID1040794,6152-33-6,
20656.0,77-06-5,DTXSID0020656,77-06-5,
26156.0,584-84-9,DTXSID7026156,584-84-9,
47387.0,NOCAS_47387,DTXSID4047387,,
47337.0,1061517-62-1,DTXSID4047337,1061517-62-1,44578765.0
27142.0,328-84-7,DTXSID5027142,328-84-7,
20207.0,88-85-7,DTXSID3020207,88-85-7,6950.0
29167.0,137-42-8,DTXSID2029167,137-42-8,5366415.0
27014.0,123-96-6,DTXSID0027014,123-96-6,
22123.0,818-61-1,DTXSID2022123,818-61-1,
27134.0,298-07-7,DTXSID1027134,298-07-7,
20119.0,446-86-6,DTXSID4020119,446-86-6,
21515.0,107-92-6,DTXSID8021515,107-92-6,
47487.0,1072-15-7,DTXSID7047487,1072-15-7,
32513.0,85264-33-1,DTXSID1032513,85264-33-1,96393.0
40151.0,39236-46-9,DTXSID2040151,39236-46-9,
47308.0,158081-99-3,DTXSID7047308,158081-99-3,
47287.0,197077-55-7,DTXSID1047287,197077-55-7,
47369.0,221671-62-1,DTXSID6047369,221671-62-1,60196406.0
42382.0,682-01-9,DTXSID9042382,682-01-9,
26228.0,78-40-0,DTXSID8026228,78-40-0,
41567.0,141-22-0,DTXSID0041567,141-22-0,
32309.0,1929-73-3,DTXSID1032309,1929-73-3,16002.0
22991.0,114-07-8,DTXSID4022991,114-07-8,
34192.0,10161-33-8,DTXSID0034192,10161-33-8,
47286.0,123122-55-4,DTXSID6047286,123122-55-4,5362417.0
47339.0,181640-09-5,DTXSID4047339,181640-09-5,60196402.0
24104.0,206-44-0,DTXSID3024104,206-44-0,
22526.0,94-18-8,DTXSID9022526,94-18-8,
25612.0,4553-62-2,DTXSID4025612,4553-62-2,
42399.0,14351-66-7,DTXSID8042399,14351-66-7,
40775.0,8000-41-7,DTXSID8040775,8000-41-7,
21426.0,57-13-6,DTXSID4021426,57-13-6,1176.0
26727.0,106-24-1,DTXSID8026727,106-24-1,
26867.0,111-20-6,DTXSID7026867,111-20-6,
48210.0,93-99-2,DTXSID0048210,93-99-2,
48207.0,838-85-7,DTXSID1048207,838-85-7,
21456.0,2783-94-0,DTXSID6021456,2783-94-0,
47264.0,171866-31-2,DTXSID8047264,171866-31-2,10021362.0
23719.0,97322-87-7,DTXSID8023719,97322-87-7,5591.0
25297.0,103-11-7,DTXSID9025297,103-11-7,
29210.0,1118-46-3,DTXSID0029210,1118-46-3,
20895.0,2385-85-5,DTXSID7020895,2385-85-5,16945.0
22480.0,620-17-7,DTXSID0022480,620-17-7,
22310.0,486-66-8,DTXSID9022310,486-66-8,5281708.0
26076.0,1401-55-4,DTXSID2026076,1401-55-4,
47353.0,NOCAS_47353,DTXSID2047353,,
47330.0,NOCAS_47330,DTXSID9047330,,
24676.0,141-32-2,DTXSID6024676,141-32-2,
41237.0,99-86-5,DTXSID9041237,99-86-5,
41815.0,116-02-9,DTXSID9041815,116-02-9,
23796.0,140-64-7,DTXSID5023796,140-64-7,
25003.0,583-78-8,DTXSID7025003,583-78-8,
27527.0,3194-55-6,DTXSID4027527,3194-55-6,
20290.0,50892-23-4,DTXSID4020290,50892-23-4,5694.0
41550.0,7540-51-4,DTXSID1041550,7540-51-4,
41653.0,4707-47-5,DTXSID9041653,4707-47-5,
29871.0,23593-75-1,DTXSID7029871,23593-75-1,
43938.0,2528-16-7,DTXSID9043938,2528-16-7,
25178.0,102-06-7,DTXSID3025178,102-06-7,7594.0
44784.0,1189-08-8,DTXSID5044784,1189-08-8,
42011.0,97-78-9,DTXSID7042011,97-78-9,
21415.0,122-20-3,DTXSID5021415,122-20-3,
42234.0,29836-26-8,DTXSID6042234,29836-26-8,
47565.0,2043-57-4,DTXSID2047565,2043-57-4,
47271.0,676116-04-4,DTXSID7047271,676116-04-4,
22678.0,90357-06-5,DTXSID2022678,90357-06-5,
47277.0,361343-19-3,DTXSID7047277,361343-19-3,
33923.0,32809-16-8,DTXSID9033923,32809-16-8,36242.0
22014.0,150-78-7,DTXSID0022014,150-78-7,
42052.0,95-13-6,DTXSID8042052,95-13-6,
20014.0,520-45-6,DTXSID6020014,520-45-6,
20106.0,50-81-7,DTXSID5020106,50-81-7,54670067.0
20428.0,79-43-6,DTXSID2020428,79-43-6,6597.0
20941.0,7632-00-0,DTXSID0020941,7632-00-0,23668193.0
25436.0,134-31-6,DTXSID6025436,134-31-6,
47167.0,79-16-3,DTXSID0047167,79-16-3,
41250.0,14233-37-5,DTXSID2041250,14233-37-5,
42232.0,107-75-5,DTXSID6042232,107-75-5,
25296.0,645-62-5,DTXSID4025296,645-62-5,
47325.0,NOCAS_47325,DTXSID0047325,,
47288.0,203942-49-8,DTXSID6047288,203942-49-8,
26698.0,103-34-4,DTXSID8026698,103-34-4,
41200.0,94-91-7,DTXSID2041200,94-91-7,
41409.0,587-65-5,DTXSID3041409,587-65-5,
23875.0,7773-06-0,DTXSID5023875,7773-06-0,
20541.0,57-41-0,DTXSID8020541,57-41-0,1775.0
42423.0,126-14-7,DTXSID3042423,126-14-7,
41141.0,129298-91-5,DTXSID0041141,129298-91-5,
48176.0,387816-82-2,DTXSID1048176,387816-82-2,
44818.0,3913-02-8,DTXSID0044818,3913-02-8,
29124.0,95-93-2,DTXSID1029124,95-93-2,
25292.0,94-96-2,DTXSID4025292,94-96-2,
27403.0,1461-22-9,DTXSID3027403,1461-22-9,
27852.0,25168-05-2,DTXSID0027852,25168-05-2,
21206.0,57-55-6,DTXSID0021206,57-55-6,1030.0
21028.0,55-18-5,DTXSID2021028,55-18-5,
27377.0,1300-73-8,DTXSID8027377,1300-73-8,
48181.0,769-92-6,DTXSID0048181,769-92-6,
20392.0,131-17-9,DTXSID7020392,131-17-9,8560.0
47304.0,135080-03-4,DTXSID7047304,135080-03-4,
47497.0,119-07-3,DTXSID1047497,119-07-3,
34383.0,125401-92-5,DTXSID7034383,125401-92-5,23682789.0
42436.0,4065-45-6,DTXSID2042436,4065-45-6,
27963.0,30399-84-9,DTXSID2027963,30399-84-9,
27721.0,10081-67-1,DTXSID0027721,10081-67-1,
32675.0,35400-43-2,DTXSID8032675,35400-43-2,
41424.0,13254-34-7,DTXSID6041424,13254-34-7,
20029.0,107-13-1,DTXSID5020029,107-13-1,7855.0
47274.0,113734-18-2,DTXSID2047274,113734-18-2,
27397.0,1338-43-8,DTXSID6027397,1338-43-8,
48521.0,1191914-21-2,DTXSID8048521,1191914-21-2,
25135.0,89-87-2,DTXSID2025135,89-87-2,
40285.0,118-93-4,DTXSID7040285,118-93-4,
20511.0,612-82-8,DTXSID6020511,612-82-8,
21440.0,88-12-0,DTXSID2021440,88-12-0,6917.0
25688.0,110-91-8,DTXSID2025688,110-91-8,
29650.0,1490-04-6,DTXSID8029650,1490-04-6,
42503.0,55934-93-5,DTXSID8042503,55934-93-5,
47633.0,111-62-6,DTXSID3047633,111-62-6,
44553.0,15046-75-0,DTXSID2044553,15046-75-0,
20498.0,120-61-6,DTXSID0020498,120-61-6,8441.0
42369.0,81-88-9,DTXSID6042369,81-88-9,
27402.0,1459-93-4,DTXSID8027402,1459-93-4,
47252.0,186392-65-4,DTXSID4047252,186392-65-4,6451325.0
40708.0,33228-45-4,DTXSID5040708,33228-45-4,
42086.0,59227-89-3,DTXSID0042086,59227-89-3,
35272.0,24157-81-1,DTXSID7035272,24157-81-1,
22391.0,520-36-5,DTXSID6022391,520-36-5,
21653.0,110-62-3,DTXSID7021653,110-62-3,
20348.0,91-64-5,DTXSID7020348,91-64-5,323.0
30698.0,10016-20-3,DTXSID7030698,10016-20-3,444913.0
20618.0,102676-31-3,DTXSID4020618,102676-31-3,
47324.0,219790-72-4,DTXSID5047324,219790-72-4,9931156.0
41643.0,1008-72-6,DTXSID5041643,1008-72-6,
26461.0,78-82-0,DTXSID5026461,78-82-0,
29302.0,10042-59-8,DTXSID9029302,10042-59-8,
42096.0,6706-59-8,DTXSID4042096,6706-59-8,
21777.0,83-88-5,DTXSID8021777,83-88-5,
26946.0,115-95-7,DTXSID7026946,115-95-7,
42416.0,1191-50-0,DTXSID4042416,1191-50-0,
37754.0,101-37-1,DTXSID8037754,101-37-1,
22628.0,29122-68-7,DTXSID2022628,29122-68-7,
20465.0,56-53-1,DTXSID3020465,56-53-1,448537.0
47318.0,139149-55-6,DTXSID1047318,139149-55-6,153939.0
26241.0,118-56-9,DTXSID1026241,118-56-9,
38808.0,2554-06-5,DTXSID3038808,2554-06-5,
20969.0,79-24-3,DTXSID8020969,79-24-3,
24087.0,110-80-5,DTXSID7024087,110-80-5,8076.0
32459.0,298-02-2,DTXSID4032459,298-02-2,4790.0
27608.0,5915-41-3,DTXSID4027608,5915-41-3,22206.0
37094.0,68392-35-8,DTXSID3037094,68392-35-8,
47315.0,444610-91-7,DTXSID6047315,444610-91-7,10233356.0
22607.0,120511-73-1,DTXSID9022607,120511-73-1,
29146.0,109-02-4,DTXSID9029146,109-02-4,7972.0
20499.0,127-19-5,DTXSID5020499,127-19-5,
21937.0,111-70-6,DTXSID8021937,111-70-6,
30060.0,594-20-7,DTXSID7030060,594-20-7,
41273.0,118-47-8,DTXSID5041273,118-47-8,
29153.0,120-51-4,DTXSID8029153,120-51-4,
21517.0,110-16-7,DTXSID8021517,110-16-7,
42490.0,2031-67-6,DTXSID6042490,2031-67-6,
42059.0,106-27-4,DTXSID3042059,106-27-4,
48193.0,1625-91-8,DTXSID4048193,1625-91-8,
44593.0,15619-48-4,DTXSID8044593,15619-48-4,
47319.0,184653-84-7,DTXSID6047319,184653-84-7,193943.0
42074.0,499-75-2,DTXSID6042074,499-75-2,
22100.0,645-56-7,DTXSID9022100,645-56-7,
25506.0,463-40-1,DTXSID7025506,463-40-1,
32315.0,64359-81-5,DTXSID5032315,64359-81-5,91688.0
36588.0,26027-38-3,DTXSID2036588,26027-38-3,
26908.0,112-25-4,DTXSID1026908,112-25-4,8170.0
27581.0,4904-61-4,DTXSID8027581,4904-61-4,
48511.0,1062243-51-9,DTXSID4048511,1062243-51-9,
47283.0,368832-42-2,DTXSID1047283,368832-42-2,9888347.0
28022.0,51632-16-7,DTXSID6028022,51632-16-7,
21856.0,104-13-2,DTXSID8021856,104-13-2,
20523.0,51-28-5,DTXSID0020523,51-28-5,1493.0
27153.0,460-00-4,DTXSID4027153,460-00-4,
21392.0,102-71-6,DTXSID9021392,102-71-6,7618.0
20430.0,95-50-1,DTXSID6020430,95-50-1,7239.0
34357.0,103055-07-8,DTXSID5034357,103055-07-8,
48166.0,NOCAS_48166,DTXSID7048166,,
21726.0,65-45-2,DTXSID3021726,65-45-2,
48195.0,18979-55-0,DTXSID4048195,18979-55-0,
47301.0,210826-40-7,DTXSID2047301,210826-40-7,9910393.0
43915.0,630-56-8,DTXSID6043915,630-56-8,
21977.0,123-07-9,DTXSID4021977,123-07-9,
41442.0,532-02-5,DTXSID4041442,532-02-5,
38864.0,88-24-4,DTXSID7038864,88-24-4,
32113.0,107534-96-3,DTXSID9032113,107534-96-3,86102.0
21006.0,684-93-5,DTXSID4021006,684-93-5,
22828.0,4291-63-8,DTXSID8022828,4291-63-8,
47311.0,NOCAS_47311,DTXSID6047311,,
22527.0,94-13-3,DTXSID4022527,94-13-3,
44576.0,77-89-4,DTXSID5044576,77-89-4,
24994.0,2893-78-9,DTXSID3024994,2893-78-9,
21483.0,122-78-1,DTXSID3021483,122-78-1,
24821.0,98-56-6,DTXSID7024821,98-56-6,
29761.0,51580-86-0,DTXSID0029761,51580-86-0,
21336.0,58-55-9,DTXSID5021336,58-55-9,2153.0
27856.0,25265-71-8,DTXSID0027856,25265-71-8,
48200.0,480-63-7,DTXSID6048200,480-63-7,
20929.0,98-92-0,DTXSID2020929,98-92-0,
20307.0,107-30-2,DTXSID6020307,107-30-2,
22589.0,125-84-8,DTXSID8022589,125-84-8,
20439.0,120-83-2,DTXSID1020439,120-83-2,8449.0
34598.0,71283-80-2,DTXSID2034598,71283-80-2,
42006.0,26402-26-6,DTXSID8042006,26402-26-6,
23588.0,50-70-4,DTXSID5023588,50-70-4,
20740.0,53-86-1,DTXSID9020740,53-86-1,3715.0
47367.0,328392-46-7,DTXSID6047367,328392-46-7,
48506.0,588941-45-1,DTXSID5048506,588941-45-1,
32511.0,7779-27-3,DTXSID1032511,7779-27-3,24512.0
37745.0,87-18-3,DTXSID9037745,87-18-3,
34981.0,4342-36-3,DTXSID5034981,4342-36-3,
21847.0,101-84-8,DTXSID9021847,101-84-8,
20292.0,107-20-0,DTXSID4020292,107-20-0,
27923.0,27176-87-0,DTXSID6027923,27176-87-0,
20105.0,134-03-2,DTXSID0020105,134-03-2,
21239.0,302-79-4,DTXSID7021239,302-79-4,444795.0
47259.0,149062-75-9,DTXSID9047259,149062-75-9,
34286.0,26172-55-4,DTXSID9034286,26172-55-4,33344.0
48188.0,106-45-6,DTXSID5048188,106-45-6,
44537.0,1323-19-9,DTXSID4044537,1323-19-9,
35214.0,3391-86-4,DTXSID3035214,3391-86-4,
27656.0,7659-86-1,DTXSID4027656,7659-86-1,
27052.0,128-39-2,DTXSID6027052,128-39-2,
27222.0,586-62-9,DTXSID0027222,586-62-9,
20961.0,100-01-6,DTXSID8020961,100-01-6,7475.0
22446.0,2467-02-9,DTXSID4022446,2467-02-9,
20366.0,427-51-0,DTXSID5020366,427-51-0,9880.0
22510.0,1570-64-5,DTXSID5022510,1570-64-5,
20381.0,52918-63-5,DTXSID8020381,52918-63-5,40585.0
41248.0,88-58-4,DTXSID8041248,88-58-4,
29320.0,21245-02-3,DTXSID7029320,21245-02-3,
21792.0,90-02-8,DTXSID1021792,90-02-8,
25347.0,98-00-0,DTXSID2025347,98-00-0,7361.0
32620.0,86479-06-3,DTXSID3032620,86479-06-3,
48209.0,938-16-9,DTXSID1048209,938-16-9,
37752.0,744-45-6,DTXSID8037752,744-45-6,
42167.0,877-24-7,DTXSID0042167,877-24-7,
47376.0,648917-13-9,DTXSID5047376,648917-13-9,12148754.0
32591.0,16079-88-2,DTXSID3032591,16079-88-2,61828.0
32688.0,26002-80-2,DTXSID7032688,26002-80-2,4767.0
20148.0,98-07-7,DTXSID1020148,98-07-7,7367.0
26706.0,104-66-5,DTXSID5026706,104-66-5,
48194.0,1671-75-6,DTXSID9048194,1671-75-6,
27833.0,24549-06-2,DTXSID7027833,24549-06-2,
29217.0,1569-01-3,DTXSID5029217,1569-01-3,
20336.0,637-07-0,DTXSID3020336,637-07-0,2796.0
21419.0,73-22-3,DTXSID5021419,73-22-3,6305.0
21992.0,82385-42-0,DTXSID7021992,82385-42-0,
29611.0,120-56-9,DTXSID7029611,120-56-9,
34376.0,3734-33-6,DTXSID8034376,3734-33-6,
41270.0,58430-94-7,DTXSID0041270,58430-94-7,
30606.0,55589-62-3,DTXSID1030606,55589-62-3,
34531.0,23564-06-9,DTXSID3034531,23564-06-9,3032792.0
24274.0,1918-16-7,DTXSID4024274,1918-16-7,4931.0
42406.0,512-42-5,DTXSID0042406,512-42-5,
37494.0,6190-65-4,DTXSID5037494,6190-65-4,22563.0
34583.0,2122-70-5,DTXSID3034583,2122-70-5,
41298.0,695-06-7,DTXSID8041298,695-06-7,
27032.0,124-68-5,DTXSID8027032,124-68-5,
48185.0,41372-20-7,DTXSID0048185,41372-20-7,
25662.0,122-57-6,DTXSID4025662,122-57-6,
25809.0,112-80-1,DTXSID1025809,112-80-1,
42325.0,104-45-0,DTXSID0042325,104-45-0,
42038.0,5870-93-9,DTXSID0042038,5870-93-9,
32654.0,26644-46-2,DTXSID5032654,26644-46-2,33565.0
21124.0,108-95-2,DTXSID5021124,108-95-2,996.0
24124.0,79277-27-3,DTXSID1024124,79277-27-3,
26298.0,108-38-3,DTXSID6026298,108-38-3,
29325.0,24851-98-7,DTXSID2029325,24851-98-7,
34005.0,5329-14-6,DTXSID6034005,5329-14-6,
37565.0,55814-41-0,DTXSID1037565,55814-41-0,
42424.0,59-40-5,DTXSID8042424,59-40-5,
47328.0,NOCAS_47328,DTXSID5047328,,
20889.0,622-97-9,DTXSID3020889,622-97-9,
21871.0,106-48-9,DTXSID1021871,106-48-9,
27041.0,126-86-3,DTXSID7027041,126-86-3,
26900.0,112-00-5,DTXSID1026900,112-00-5,
20047.0,57-06-7,DTXSID3020047,57-06-7,5971.0
32484.0,3383-96-8,DTXSID1032484,3383-96-8,5392.0
25451.0,14901-07-6,DTXSID9025451,14901-07-6,
34260.0,79-57-2,DTXSID1034260,79-57-2,54675779.0
22413.0,97-54-1,DTXSID7022413,97-54-1,7338.0
44578.0,827-19-0,DTXSID5044578,827-19-0,
41267.0,1569-02-4,DTXSID1041267,1569-02-4,
41421.0,487-06-9,DTXSID1041421,487-06-9,
32558.0,143390-89-0,DTXSID2032558,143390-89-0,
22394.0,491-80-5,DTXSID1022394,491-80-5,
24624.0,1675-54-3,DTXSID6024624,1675-54-3,
25018.0,101-83-7,DTXSID6025018,101-83-7,
34722.0,210631-68-8,DTXSID0034722,210631-68-8,11302979.0
21597.0,111-71-7,DTXSID0021597,111-71-7,
34614.0,181274-17-9,DTXSID3034614,181274-17-9,
25017.0,80-43-3,DTXSID1025017,80-43-3,
27367.0,1120-36-1,DTXSID4027367,1120-36-1,
44435.0,51-05-8,DTXSID1044435,51-05-8,
29164.0,127-39-9,DTXSID7029164,127-39-9,
25130.0,28804-88-8,DTXSID7025130,28804-88-8,
44825.0,585-34-2,DTXSID9044825,585-34-2,
41376.0,24602-86-6,DTXSID3041376,24602-86-6,
24049.0,35367-38-5,DTXSID1024049,35367-38-5,37123.0
41293.0,120-65-0,DTXSID3041293,120-65-0,
20737.0,120-72-9,DTXSID0020737,120-72-9,
25148.0,108-68-9,DTXSID1025148,108-68-9,
41544.0,21145-77-7,DTXSID7041544,21145-77-7,
26258.0,140-08-9,DTXSID0026258,140-08-9,
20575.0,140-67-0,DTXSID0020575,140-67-0,8815.0
20828.0,150-76-5,DTXSID4020828,150-76-5,
21804.0,94-09-7,DTXSID8021804,94-09-7,
24704.0,98-51-1,DTXSID1024704,98-51-1,
25091.0,119-90-4,DTXSID3025091,119-90-4,
21378.0,76-03-9,DTXSID1021378,76-03-9,6421.0
47590.0,94-47-3,DTXSID9047590,94-47-3,
48183.0,77756-20-8,DTXSID0048183,77756-20-8,
34324.0,14816-18-3,DTXSID8034324,14816-18-3,
34601.0,67564-91-4,DTXSID4034601,67564-91-4,93365.0
32316.0,88-04-0,DTXSID0032316,88-04-0,2723.0
20654.0,105-87-3,DTXSID0020654,105-87-3,
44788.0,120-18-3,DTXSID5044788,120-18-3,
22171.0,2016-57-1,DTXSID2022171,2016-57-1,
48172.0,NOCAS_48172,DTXSID1048172,,
26841.0,110-33-8,DTXSID9026841,110-33-8,
23216.0,6893-02-3,DTXSID8023216,6893-02-3,
27887.0,26040-51-7,DTXSID7027887,26040-51-7,
21956.0,117-84-0,DTXSID1021956,117-84-0,8346.0
20267.0,57-74-9,DTXSID7020267,57-74-9,
21717.0,59-50-7,DTXSID4021717,59-50-7,1732.0
22247.0,7212-44-4,DTXSID3022247,7212-44-4,
42422.0,93-56-1,DTXSID8042422,93-56-1,
27345.0,960-71-4,DTXSID6027345,960-71-4,
41611.0,137-66-6,DTXSID3041611,137-66-6,
32389.0,4602-84-0,DTXSID3032389,4602-84-0,
32431.0,87392-12-9,DTXSID6032431,87392-12-9,11140605.0
41794.0,99607-70-2,DTXSID3041794,99607-70-2,93528.0
21639.0,124-19-6,DTXSID9021639,124-19-6,
41302.0,68169-03-9,DTXSID5041302,68169-03-9,
48196.0,2396-68-1,DTXSID9048196,2396-68-1,
22479.0,90-00-6,DTXSID1022479,90-00-6,
21224.0,6459-94-5,DTXSID8021224,6459-94-5,
25272.0,87-25-2,DTXSID6025272,87-25-2,
47033.0,17465-86-0,DTXSID5047033,17465-86-0,
37712.0,27955-94-8,DTXSID2037712,27955-94-8,
42507.0,64-10-8,DTXSID8042507,64-10-8,
32416.0,28159-98-0,DTXSID3032416,28159-98-0,91590.0
40747.0,68-96-2,DTXSID6040747,68-96-2,
20894.0,90-94-8,DTXSID2020894,90-94-8,7031.0
41512.0,140-38-5,DTXSID5041512,140-38-5,
21286.0,96-09-3,DTXSID2021286,96-09-3,7276.0
41346.0,533-23-3,DTXSID1041346,533-23-3,
32559.0,91465-08-6,DTXSID7032559,91465-08-6,6440554.0
20591.0,77-83-8,DTXSID8020591,77-83-8,
20354.0,461-58-5,DTXSID1020354,461-58-5,
21031.0,156-10-5,DTXSID1021031,156-10-5,9074.0
27877.0,25550-98-5,DTXSID3027877,25550-98-5,
47391.0,1068967-96-3,DTXSID8047391,1068967-96-3,25099474.0
20299.0,510-15-6,DTXSID9020299,510-15-6,10522.0
32514.0,643-79-8,DTXSID6032514,643-79-8,4807.0
25892.0,90-30-2,DTXSID2025892,90-30-2,
23523.0,2078-54-8,DTXSID6023523,2078-54-8,
42335.0,34451-19-9,DTXSID4042335,34451-19-9,
36105.0,88-41-5,DTXSID3036105,88-41-5,
44828.0,692-86-4,DTXSID4044828,692-86-4,
29133.0,99-93-4,DTXSID0029133,99-93-4,
47322.0,200940-23-4,DTXSID5047322,200940-23-4,
38830.0,10094-34-5,DTXSID5038830,10094-34-5,
27837.0,24800-44-0,DTXSID7027837,24800-44-0,
26238.0,75-50-3,DTXSID2026238,75-50-3,
29649.0,1477-55-0,DTXSID9029649,1477-55-0,
45400.0,7681-76-7,DTXSID6045400,7681-76-7,
48199.0,4344-55-2,DTXSID4048199,4344-55-2,
47307.0,501027-49-2,DTXSID2047307,501027-49-2,10134976.0
41709.0,5850-86-2,DTXSID2041709,5850-86-2,
24985.0,118-52-5,DTXSID4024985,118-52-5,8360.0
20466.0,105-55-5,DTXSID8020466,105-55-5,
41097.0,85532-75-8,DTXSID7041097,85532-75-8,
38810.0,2627-95-4,DTXSID7038810,2627-95-4,
38924.0,6259-76-3,DTXSID4038924,6259-76-3,
26769.0,107-46-0,DTXSID4026769,107-46-0,
21931.0,111-27-3,DTXSID8021931,111-27-3,
41184.0,18172-67-3,DTXSID1041184,18172-67-3,
20679.0,76-44-8,DTXSID3020679,76-44-8,3589.0
20293.0,532-27-4,DTXSID9020293,532-27-4,
41920.0,1559-35-9,DTXSID1041920,1559-35-9,
42061.0,125-12-2,DTXSID7042061,125-12-2,
21460.0,17924-92-4,DTXSID0021460,17924-92-4,5281576.0
20616.0,470-82-6,DTXSID4020616,470-82-6,
32537.0,7173-51-5,DTXSID9032537,7173-51-5,23558.0
47357.0,288104-79-0,DTXSID2047357,288104-79-0,9849616.0
26033.0,126-92-1,DTXSID1026033,126-92-1,
44202.0,112-14-1,DTXSID8044202,112-14-1,8164.0
27333.0,919-30-2,DTXSID2027333,919-30-2,
20843.0,112-63-0,DTXSID7020843,112-63-0,
41487.0,20780-48-7,DTXSID5041487,20780-48-7,
41954.0,106-68-3,DTXSID3041954,106-68-3,
47205.0,83834-59-7,DTXSID9047205,83834-59-7,
27429.0,1724-39-6,DTXSID1027429,1724-39-6,
26141.0,68-11-1,DTXSID8026141,68-11-1,
41719.0,6359-98-4,DTXSID6041719,6359-98-4,
26525.0,88-18-6,DTXSID2026525,88-18-6,
44303.0,134523-03-8,DTXSID6044303,134523-03-8,
47796.0,NOCAS_47796,DTXSID5047796,,
32348.0,3691-35-8,DTXSID2032348,3691-35-8,
40722.0,2433-14-9,DTXSID3040722,2433-14-9,
21125.0,77-09-8,DTXSID0021125,77-09-8,4764.0
32579.0,64700-56-7,DTXSID5032579,64700-56-7,47455.0
21175.0,9005-65-6,DTXSID0021175,9005-65-6,
44693.0,553-70-8,DTXSID1044693,553-70-8,
32412.0,81405-85-8,DTXSID3032412,81405-85-8,
42494.0,1067-25-0,DTXSID6042494,1067-25-0,
42356.0,2110-18-1,DTXSID7042356,2110-18-1,
21138.0,106-50-3,DTXSID9021138,106-50-3,
21062.0,930-55-2,DTXSID8021062,930-55-2,
47741.0,132-65-0,DTXSID0047741,132-65-0,
28033.0,53894-23-8,DTXSID5028033,53894-23-8,
47281.0,353280-07-6,DTXSID1047281,353280-07-6,9865929.0
24000.0,1861-32-1,DTXSID0024000,1861-32-1,2943.0
26889.0,111-82-0,DTXSID5026889,111-82-0,
45191.0,66357-35-5,DTXSID8045191,66357-35-5,
44570.0,5700-49-2,DTXSID5044570,5700-49-2,
41472.0,107-54-0,DTXSID6041472,107-54-0,
24046.0,311-45-5,DTXSID6024046,311-45-5,
22353.0,92-04-6,DTXSID0022353,92-04-6,
25291.0,123-05-7,DTXSID9025291,123-05-7,
27076.0,139-96-8,DTXSID4027076,139-96-8,
21790.0,88-75-5,DTXSID1021790,88-75-5,
48192.0,15499-27-1,DTXSID9048192,15499-27-1,
44904.0,28631-66-5,DTXSID9044904,28631-66-5,
35748.0,51229-78-8,DTXSID0035748,51229-78-8,6435993.0
26918.0,112-53-8,DTXSID5026918,112-53-8,
44391.0,88-69-7,DTXSID2044391,88-69-7,
44823.0,5536-61-8,DTXSID9044823,5536-61-8,
47360.0,929601-09-2,DTXSID1047360,929601-09-2,
38795.0,1873-88-7,DTXSID1038795,1873-88-7,
47473.0,9016-87-9,DTXSID3047473,9016-87-9,
40371.0,140-56-7,DTXSID6040371,140-56-7,
25143.0,526-75-0,DTXSID6025143,526-75-0,
26259.0,13674-84-5,DTXSID5026259,13674-84-5,
41299.0,7011-83-8,DTXSID3041299,7011-83-8,
29565.0,85507-79-5,DTXSID4029565,85507-79-5,
40795.0,7080-50-4,DTXSID6040795,7080-50-4,
21477.0,13755-29-8,DTXSID9021477,13755-29-8,
23878.0,120-12-7,DTXSID0023878,120-12-7,
26029.0,4418-26-2,DTXSID7026029,4418-26-2,
27270.0,629-76-5,DTXSID0027270,629-76-5,
26548.0,90-72-2,DTXSID5026548,90-72-2,
20458.0,2921-88-2,DTXSID4020458,2921-88-2,2730.0
27364.0,1118-92-9,DTXSID9027364,1118-92-9,
20713.0,58-93-5,DTXSID2020713,58-93-5,3639.0
20233.0,50-14-6,DTXSID5020233,50-14-6,
47185.0,94-46-2,DTXSID8047185,94-46-2,
32630.0,1214-39-7,DTXSID7032630,1214-39-7,
21853.0,103-76-4,DTXSID3021853,103-76-4,
22679.0,58-85-5,DTXSID7022679,58-85-5,
29290.0,7785-26-4,DTXSID2029290,7785-26-4,
32619.0,112226-61-6,DTXSID4032619,112226-61-6,114994.0
47334.0,NOCAS_47334,DTXSID9047334,,
42190.0,2605-79-0,DTXSID7042190,2605-79-0,
40372.0,133855-98-8,DTXSID1040372,133855-98-8,
24255.0,13684-63-4,DTXSID1024255,13684-63-4,24744.0
48204.0,70568-60-4,DTXSID6048204,70568-60-4,
40343.0,5437-45-6,DTXSID4040343,5437-45-6,
36435.0,2687-94-7,DTXSID4036435,2687-94-7,
44902.0,27253-33-4,DTXSID9044902,27253-33-4,
44571.0,618-45-1,DTXSID0044571,618-45-1,
26904.0,112-07-2,DTXSID1026904,112-07-2,
44390.0,6610-29-3,DTXSID7044390,6610-29-3,
23296.0,61-73-4,DTXSID0023296,61-73-4,
42154.0,493-52-7,DTXSID1042154,493-52-7,
37262.0,1434-54-4,DTXSID7037262,1434-54-4,
22528.0,120-47-8,DTXSID9022528,120-47-8,8434.0
26906.0,112-18-5,DTXSID1026906,112-18-5,
37208.0,15307-79-6,DTXSID3037208,15307-79-6,5018304.0
35175.0,525-79-1,DTXSID9035175,525-79-1,
47312.0,864283-48-7,DTXSID1047312,864283-48-7,11472813.0
32533.0,122453-73-0,DTXSID9032533,122453-73-0,91778.0
42276.0,94-71-3,DTXSID2042276,94-71-3,
