chid,casn,dsstox_substance_id,casn_normalized,PUBCHEM_CID
44204.0,116666-63-8,DTXSID8044204,116666-63-8,
45779.0,156-57-0,DTXSID8045779,156-57-0,
45781.0,2551-76-0,DTXSID2045781,2551-76-0,
45783.0,5370-01-4,DTXSID2045783,5370-01-4,
23315.0,672-87-7,DTXSID6023315,672-87-7,
45788.0,550-99-2,DTXSID7045788,550-99-2,
20818.0,135-23-9,DTXSID0020818,135-23-9,
45790.0,32795-47-4,DTXSID1045790,32795-47-4,
45791.0,4789-68-8,DTXSID6045791,4789-68-8,
45792.0,62-68-0,DTXSID1045792,62-68-0,
45794.0,104344-23-2,DTXSID1045794,104344-23-2,
23540.0,101-26-8,DTXSID9023540,101-26-8,
23603.0,71-27-2,DTXSID1023603,71-27-2,
45798.0,94749-08-3,DTXSID1045798,94749-08-3,
41132.0,204005-46-9,DTXSID1041132,204005-46-9,
51440.0,5464-78-8,DTXSID5051440,5464-78-8,
45802.0,52-49-3,DTXSID8045802,52-49-3,
45804.0,1098-60-8,DTXSID8045804,1098-60-8,
45805.0,56776-01-3,DTXSID3045805,56776-01-3,
42622.0,1197334-04-5,DTXSID4042622,1197334-04-5,
45806.0,78416-81-6,DTXSID8045806,78416-81-6,
45807.0,4272-74-6,DTXSID3045807,4272-74-6,
47518.0,16595-80-5,DTXSID7047518,16595-80-5,
45810.0,2062-77-3,DTXSID2045810,2062-77-3,
45811.0,104076-39-3,DTXSID7045811,104076-39-3,
45812.0,64887-14-5,DTXSID2045812,64887-14-5,
45813.0,119615-63-3,DTXSID7045813,119615-63-3,
45815.0,61129-30-4,DTXSID7045815,61129-30-4,
41405.0,3011-89-0,DTXSID3041405,3011-89-0,
22546.0,546-88-3,DTXSID7022546,546-88-3,
45820.0,4800-94-6,DTXSID6045820,4800-94-6,
45825.0,50-98-6,DTXSID1045825,50-98-6,
37236.0,66-84-2,DTXSID5037236,66-84-2,
45832.0,87-33-2,DTXSID0045832,87-33-2,
45833.0,4618-18-2,DTXSID5045833,4618-18-2,
45835.0,7246-14-2,DTXSID5045835,7246-14-2,
45836.0,121-81-3,DTXSID0045836,121-81-3,
44678.0,4682-36-4,DTXSID8044678,4682-36-4,
45838.0,28094-15-7,DTXSID0045838,28094-15-7,
23442.0,63-98-9,DTXSID6023442,63-98-9,
23502.0,52-21-1,DTXSID3023502,52-21-1,
45843.0,90-01-7,DTXSID9045843,90-01-7,
25540.0,54-64-8,DTXSID3025540,54-64-8,
45845.0,6411-75-2,DTXSID9045845,6411-75-2,
45847.0,97-44-9,DTXSID9045847,97-44-9,
45848.0,69235-50-3,DTXSID4045848,69235-50-3,
45849.0,521-74-4,DTXSID9045849,521-74-4,
45850.0,461-05-2,DTXSID8045850,461-05-2,
45851.0,2295-58-1,DTXSID3045851,2295-58-1,
45852.0,36504-56-0,DTXSID8045852,36504-56-0,
45854.0,23642-66-2,DTXSID8045854,23642-66-2,
23150.0,440-58-4,DTXSID1023150,440-58-4,
45857.0,5588-16-9,DTXSID3045857,5588-16-9,
45859.0,548-66-3,DTXSID3045859,548-66-3,
45860.0,13636-18-5,DTXSID2045860,13636-18-5,
45862.0,3413-64-7,DTXSID2045862,3413-64-7,
45863.0,13187-06-9,DTXSID7045863,13187-06-9,
45864.0,25953-17-7,DTXSID2045864,25953-17-7,
23254.0,59-47-2,DTXSID4023254,59-47-2,
45868.0,3644-61-9,DTXSID2045868,3644-61-9,
45870.0,1188-21-2,DTXSID6045870,1188-21-2,
45871.0,53716-49-7,DTXSID1045871,53716-49-7,
23078.0,63585-09-1,DTXSID6023078,63585-09-1,
45874.0,62893-20-3,DTXSID6045874,62893-20-3,
20095.0,84-65-1,DTXSID3020095,84-65-1,
22611.0,117-37-3,DTXSID3022611,117-37-3,
23101.0,70-18-8,DTXSID6023101,70-18-8,
45878.0,4940-39-0,DTXSID6045878,4940-39-0,
45879.0,57-08-9,DTXSID1045879,57-08-9,
23480.0,125-51-9,DTXSID2023480,125-51-9,
45880.0,50-42-0,DTXSID0045880,50-42-0,
45881.0,1715-30-6,DTXSID5045881,1715-30-6,
21221.0,82586-55-8,DTXSID3021221,82586-55-8,
45883.0,60414-06-4,DTXSID5045883,60414-06-4,
26549.0,90-80-2,DTXSID0026549,90-80-2,
45886.0,611-75-6,DTXSID0045886,611-75-6,
45887.0,104376-79-6,DTXSID5045887,104376-79-6,
26147.0,63-56-9,DTXSID8026147,63-56-9,
45889.0,37693-01-9,DTXSID5045889,37693-01-9,
45891.0,543-15-7,DTXSID9045891,543-15-7,
45892.0,520-27-4,DTXSID4045892,520-27-4,
21114.0,6724-53-4,DTXSID1021114,6724-53-4,
45896.0,13609-67-1,DTXSID4045896,13609-67-1,
45897.0,319-89-1,DTXSID9045897,319-89-1,
45898.0,122-16-7,DTXSID4045898,122-16-7,
23485.0,54-91-1,DTXSID7023485,54-91-1,
45899.0,53370-90-4,DTXSID9045899,53370-90-4,
45901.0,102-29-4,DTXSID6045901,102-29-4,
25258.0,1239-45-8,DTXSID8025258,1239-45-8,
45906.0,3615-24-5,DTXSID1045906,3615-24-5,
26878.0,111-48-8,DTXSID6026878,111-48-8,
45907.0,25122-46-7,DTXSID6045907,25122-46-7,
45909.0,125-52-0,DTXSID6045909,125-52-0,
22549.0,85-36-9,DTXSID2022549,85-36-9,
23737.0,93413-69-5,DTXSID6023737,93413-69-5,
45914.0,5451-09-2,DTXSID5045914,5451-09-2,
44829.0,70356-09-1,DTXSID9044829,70356-09-1,
23269.0,1665-48-1,DTXSID3023269,1665-48-1,
45916.0,NOCAS_45916,DTXSID5045916,,
40687.0,105816-04-4,DTXSID9040687,105816-04-4,
23169.0,138402-11-6,DTXSID0023169,138402-11-6,
37131.0,122320-73-4,DTXSID7037131,122320-73-4,
23227.0,114798-26-4,DTXSID7023227,114798-26-4,
23323.0,72432-03-2,DTXSID0023323,72432-03-2,
23395.0,96829-58-2,DTXSID8023395,96829-58-2,
44226.0,181695-72-7,DTXSID6044226,181695-72-7,
45921.0,186826-86-8,DTXSID4045921,186826-86-8,
45922.0,86541-74-4,DTXSID9045922,86541-74-4,
23038.0,104227-87-4,DTXSID0023038,104227-87-4,
44223.0,163222-33-1,DTXSID1044223,163222-33-1,
44289.0,154323-57-6,DTXSID5044289,154323-57-6,
45927.0,84485-00-7,DTXSID4045927,84485-00-7,
45930.0,976-71-6,DTXSID3045930,976-71-6,
23636.0,144701-48-4,DTXSID8023636,144701-48-4,
45933.0,139264-17-8,DTXSID8045933,139264-17-8,
43913.0,6804-07-5,DTXSID6043913,6804-07-5,
45934.0,3366-95-8,DTXSID3045934,3366-95-8,
45935.0,70458-95-6,DTXSID8045935,70458-95-6,
45937.0,90098-04-7,DTXSID8045937,90098-04-7,
45939.0,91296-87-6,DTXSID8045939,91296-87-6,
45940.0,14222-60-7,DTXSID7045940,14222-60-7,
45941.0,61422-45-5,DTXSID2045941,61422-45-5,
41793.0,2971-90-6,DTXSID8041793,2971-90-6,
45942.0,58066-85-6,DTXSID7045942,58066-85-6,
45943.0,64211-46-7,DTXSID2045943,64211-46-7,
45945.0,79307-93-0,DTXSID2045945,79307-93-0,
23329.0,68693-11-8,DTXSID0023329,68693-11-8,
45946.0,82626-48-0,DTXSID7045946,82626-48-0,
45948.0,210353-53-0,DTXSID7045948,210353-53-0,
23416.0,102625-70-7,DTXSID4023416,102625-70-7,
45952.0,119413-54-6,DTXSID1045952,119413-54-6,
45953.0,100286-90-6,DTXSID6045953,100286-90-6,
45955.0,145158-71-0,DTXSID6045955,145158-71-0,
45957.0,481-49-2,DTXSID6045957,481-49-2,
45958.0,27591-97-5,DTXSID1045958,27591-97-5,
45960.0,72-48-0,DTXSID5045960,72-48-0,
45963.0,621-23-8,DTXSID0045963,621-23-8,
45964.0,515-69-5,DTXSID5045964,515-69-5,
20898.0,50-07-7,DTXSID2020898,50-07-7,
22801.0,773-76-2,DTXSID5022801,773-76-2,
47853.0,18556-44-0,DTXSID7047853,18556-44-0,
23037.0,107868-30-4,DTXSID5023037,107868-30-4,
45973.0,130-16-5,DTXSID4045973,130-16-5,
41997.0,67-45-8,DTXSID4041997,67-45-8,
45975.0,169590-41-4,DTXSID4045975,169590-41-4,
45983.0,68-94-0,DTXSID8045983,68-94-0,
45985.0,1180-71-8,DTXSID8045985,1180-71-8,
47799.0,544-62-7,DTXSID0047799,544-62-7,
45987.0,60-27-5,DTXSID8045987,60-27-5,
45989.0,6138-56-3,DTXSID8045989,6138-56-3,
22888.0,81-23-2,DTXSID2022888,81-23-2,
45993.0,58-63-9,DTXSID2045993,58-63-9,
38686.0,83-40-9,DTXSID9038686,83-40-9,
45996.0,489-84-9,DTXSID7045996,489-84-9,
23628.0,103628-46-2,DTXSID4023628,103628-46-2,
46000.0,546-06-5,DTXSID6046000,546-06-5,
40679.0,35212-22-7,DTXSID5040679,35212-22-7,
46003.0,219861-08-2,DTXSID1046003,219861-08-2,
23546.0,111974-69-7,DTXSID9023546,111974-69-7,
21994.0,133-11-9,DTXSID7021994,133-11-9,
46007.0,13426-94-3,DTXSID1046007,13426-94-3,
23572.0,552-94-3,DTXSID1023572,552-94-3,
46015.0,2627-69-2,DTXSID5046015,2627-69-2,
46016.0,996-19-0,DTXSID0046016,996-19-0,
47801.0,121268-17-5,DTXSID7047801,121268-17-5,
46017.0,34140-59-5,DTXSID5046017,34140-59-5,
23388.0,132539-06-1,DTXSID9023388,132539-06-1,
46019.0,574-25-4,DTXSID5046019,574-25-4,
46020.0,66-72-8,DTXSID4046020,66-72-8,
22986.0,51-43-4,DTXSID5022986,51-43-4,
22906.0,81-13-0,DTXSID3022906,81-13-0,
22904.0,33755-46-3,DTXSID3022904,33755-46-3,
46023.0,68291-97-4,DTXSID9046023,68291-97-4,
46024.0,135046-48-9,DTXSID4046024,135046-48-9,
44196.0,100643-71-8,DTXSID1044196,100643-71-8,
47803.0,859-18-7,DTXSID7047803,859-18-7,
22968.0,69975-86-6,DTXSID7022968,69975-86-6,
22783.0,153-61-7,DTXSID4022783,153-61-7,
23590.0,110871-86-8,DTXSID9023590,110871-86-8,
46029.0,154598-52-4,DTXSID9046029,154598-52-4,
46030.0,89785-84-2,DTXSID8046030,89785-84-2,
47804.0,1538-09-6,DTXSID2047804,1538-09-6,
23691.0,36282-47-0,DTXSID7023691,36282-47-0,
23640.0,91161-71-6,DTXSID2023640,91161-71-6,
25328.0,518-47-8,DTXSID9025328,518-47-8,
23730.0,60-18-4,DTXSID1023730,60-18-4,
29671.0,7414-83-7,DTXSID1029671,7414-83-7,
46034.0,56180-94-0,DTXSID8046034,56180-94-0,
23372.0,146-22-5,DTXSID5023372,146-22-5,
46038.0,102518-79-6,DTXSID8046038,102518-79-6,
46041.0,122-46-3,DTXSID7046041,122-46-3,
26935.0,112-92-5,DTXSID8026935,112-92-5,
20261.0,302-17-0,DTXSID7020261,302-17-0,
21148.0,59-88-1,DTXSID3021148,59-88-1,
44878.0,2315-68-6,DTXSID4044878,2315-68-6,
46042.0,13081-34-0,DTXSID2046042,13081-34-0,
22593.0,104-06-3,DTXSID2022593,104-06-3,
23621.0,71-67-0,DTXSID9023621,71-67-0,
41217.0,57-15-8,DTXSID1041217,57-15-8,
46045.0,537-55-3,DTXSID7046045,537-55-3,
20245.0,103-03-7,DTXSID9020245,103-03-7,
23713.0,635-41-6,DTXSID8023713,635-41-6,
46047.0,129-81-7,DTXSID7046047,129-81-7,
42324.0,2610-86-8,DTXSID5042324,2610-86-8,
23352.0,360-70-3,DTXSID7023352,360-70-3,
47806.0,108341-18-0,DTXSID2047806,108341-18-0,
23102.0,77-21-4,DTXSID1023102,77-21-4,
46051.0,608-66-2,DTXSID1046051,608-66-2,
23276.0,72-63-9,DTXSID2023276,72-63-9,
22643.0,57-44-3,DTXSID5022643,57-44-3,
23411.0,115-33-3,DTXSID9023411,115-33-3,
22935.0,484-23-1,DTXSID0022935,484-23-1,
23678.0,1953-02-2,DTXSID4023678,1953-02-2,
23472.0,84-80-0,DTXSID8023472,84-80-0,
22738.0,2387-59-9,DTXSID9022738,2387-59-9,
23122.0,56-29-1,DTXSID9023122,56-29-1,
23414.0,40391-99-9,DTXSID4023414,40391-99-9,
22644.0,302-40-9,DTXSID0022644,302-40-9,
47807.0,1215-83-4,DTXSID7047807,1215-83-4,
22897.0,17598-65-1,DTXSID1022897,17598-65-1,
23660.0,82-99-5,DTXSID0023660,82-99-5,
46060.0,94-23-5,DTXSID0046060,94-23-5,
23677.0,24237-54-5,DTXSID9023677,24237-54-5,
23587.0,68367-52-2,DTXSID0023587,68367-52-2,
41034.0,184475-35-2,DTXSID8041034,184475-35-2,
40502.0,220127-57-1,DTXSID9040502,220127-57-1,
23340.0,128794-94-5,DTXSID3023340,128794-94-5,
22753.0,25953-19-9,DTXSID2022753,25953-19-9,
46066.0,133-10-8,DTXSID0046066,133-10-8,
46067.0,53-34-9,DTXSID5046067,53-34-9,
46069.0,86-75-9,DTXSID5046069,86-75-9,
23586.0,64506-49-6,DTXSID5023586,64506-49-6,
46071.0,27262-48-2,DTXSID9046071,27262-48-2,
47811.0,747-36-4,DTXSID1047811,747-36-4,
46073.0,495-69-2,DTXSID9046073,495-69-2,
47813.0,1501-84-4,DTXSID1047813,1501-84-4,
46076.0,171599-83-0,DTXSID4046076,171599-83-0,
23549.0,56-54-2,DTXSID4023549,56-54-2,
46081.0,552-22-7,DTXSID3046081,552-22-7,
46083.0,129722-12-9,DTXSID3046083,129722-12-9,
40657.0,101828-21-1,DTXSID7040657,101828-21-1,
46086.0,138729-47-2,DTXSID8046086,138729-47-2,
46088.0,82752-99-6,DTXSID8046088,82752-99-6,
23687.0,124937-51-5,DTXSID3023687,124937-51-5,
44210.0,124832-27-5,DTXSID2044210,124832-27-5,
22780.0,15686-71-2,DTXSID9022780,15686-71-2,
21744.0,71-73-8,DTXSID1021744,71-73-8,
46090.0,98206-09-8,DTXSID2046090,98206-09-8,
46091.0,109826-26-8,DTXSID7046091,109826-26-8,
46092.0,103420-77-5,DTXSID2046092,103420-77-5,
46093.0,161605-73-8,DTXSID7046093,161605-73-8,
46094.0,107724-20-9,DTXSID2046094,107724-20-9,
46095.0,26305-03-3,DTXSID7046095,26305-03-3,
46096.0,539-15-1,DTXSID2046096,539-15-1,
40652.0,63968-64-9,DTXSID2040652,63968-64-9,
46100.0,28888-44-0,DTXSID9046100,28888-44-0,
46101.0,20004-62-0,DTXSID4046101,20004-62-0,
46104.0,120210-48-2,DTXSID9046104,120210-48-2,
46107.0,17692-71-6,DTXSID4046107,17692-71-6,
46108.0,5663-71-8,DTXSID9046108,5663-71-8,
46109.0,30103-44-7,DTXSID4046109,30103-44-7,
46110.0,104-22-3,DTXSID3046110,104-22-3,
46988.0,3374-22-9,DTXSID5046988,3374-22-9,
46113.0,7007-96-7,DTXSID8046113,7007-96-7,
46114.0,58338-59-3,DTXSID3046114,58338-59-3,
46117.0,2424-71-7,DTXSID8046117,2424-71-7,
46119.0,42879-47-0,DTXSID8046119,42879-47-0,
22851.0,2058-52-8,DTXSID5022851,2058-52-8,
46123.0,67121-76-0,DTXSID2046123,67121-76-0,
46126.0,70989-04-7,DTXSID7046126,70989-04-7,
48421.0,315-80-0,DTXSID5048421,315-80-0,
46127.0,92623-83-1,DTXSID2046127,92623-83-1,56463.0
40234.0,84504-69-8,DTXSID2040234,84504-69-8,
46128.0,82956-11-4,DTXSID7046128,82956-11-4,
23050.0,18046-21-4,DTXSID8023050,18046-21-4,
46130.0,17289-49-5,DTXSID1046130,17289-49-5,
46131.0,577-91-3,DTXSID6046131,577-91-3,
46132.0,115436-72-1,DTXSID1046132,115436-72-1,
46134.0,68-90-6,DTXSID1046134,68-90-6,
46136.0,547-91-1,DTXSID1046136,547-91-1,
46137.0,31386-25-1,DTXSID6046137,31386-25-1,
46140.0,3689-76-7,DTXSID5046140,3689-76-7,
46142.0,83471-41-4,DTXSID5046142,83471-41-4,
42614.0,58-46-8,DTXSID0042614,58-46-8,
47815.0,151-06-4,DTXSID1047815,151-06-4,
46145.0,5843-53-8,DTXSID0046145,5843-53-8,
46147.0,64204-55-3,DTXSID0046147,64204-55-3,
46148.0,71653-63-9,DTXSID5046148,71653-63-9,
23011.0,1213-06-5,DTXSID7023011,1213-06-5,
46150.0,2210-77-7,DTXSID9046150,2210-77-7,
46151.0,53808-88-1,DTXSID4046151,53808-88-1,
46152.0,18493-30-6,DTXSID9046152,18493-30-6,
46153.0,671-95-4,DTXSID4046153,671-95-4,
40656.0,496-67-3,DTXSID2040656,496-67-3,
46157.0,17969-20-9,DTXSID4046157,17969-20-9,
44107.0,1553-60-2,DTXSID0044107,1553-60-2,
46158.0,42779-82-8,DTXSID9046158,42779-82-8,
46159.0,952-54-5,DTXSID4046159,952-54-5,
46161.0,147-58-0,DTXSID8046161,147-58-0,
46162.0,69542-93-4,DTXSID3046162,69542-93-4,
46163.0,71475-35-9,DTXSID8046163,71475-35-9,
46174.0,886-08-8,DTXSID7046174,886-08-8,
46176.0,33414-36-7,DTXSID7046176,33414-36-7,
46179.0,152-47-6,DTXSID2046179,152-47-6,
46180.0,33414-30-1,DTXSID1046180,33414-30-1,
46181.0,90-54-0,DTXSID6046181,90-54-0,
46188.0,16543-10-5,DTXSID1046188,16543-10-5,
46190.0,537-17-7,DTXSID5046190,537-17-7,
46193.0,17411-19-7,DTXSID0046193,17411-19-7,
46195.0,35619-65-9,DTXSID0046195,35619-65-9,
46196.0,652-67-5,DTXSID5046196,652-67-5,
40678.0,58186-27-9,DTXSID0040678,58186-27-9,
46200.0,5355-16-8,DTXSID2046200,5355-16-8,
46201.0,113617-63-3,DTXSID7046201,113617-63-3,
23748.0,151319-34-5,DTXSID5023748,151319-34-5,
46207.0,112885-42-4,DTXSID7046207,112885-42-4,
23679.0,51322-75-9,DTXSID9023679,51322-75-9,
46215.0,1824-58-4,DTXSID1046215,1824-58-4,
46216.0,109543-76-2,DTXSID6046216,109543-76-2,
46221.0,321-55-1,DTXSID5046221,321-55-1,
46222.0,17692-39-6,DTXSID0046222,17692-39-6,
32378.0,82-66-6,DTXSID4032378,82-66-6,
46225.0,844-26-8,DTXSID5046225,844-26-8,
46226.0,16915-70-1,DTXSID0046226,16915-70-1,
46227.0,22662-39-1,DTXSID5046227,22662-39-1,
46229.0,36141-82-9,DTXSID5046229,36141-82-9,
46233.0,541-79-7,DTXSID9046233,541-79-7,
46235.0,15599-52-7,DTXSID9046235,15599-52-7,
46244.0,1146-98-1,DTXSID8046244,1146-98-1,
46260.0,98-79-3,DTXSID6046260,98-79-3,
46263.0,119-13-1,DTXSID1046263,119-13-1,
46264.0,59-06-3,DTXSID6046264,59-06-3,
22326.0,153-18-4,DTXSID3022326,153-18-4,
46266.0,84379-13-5,DTXSID6046266,84379-13-5,
46267.0,2898-13-7,DTXSID1046267,2898-13-7,
46270.0,18109-81-4,DTXSID0046270,18109-81-4,
46271.0,24886-52-0,DTXSID5046271,24886-52-0,
41827.0,2759-71-9,DTXSID3041827,2759-71-9,
46272.0,495-84-1,DTXSID0046272,495-84-1,
46273.0,664-95-9,DTXSID5046273,664-95-9,
46274.0,6402-23-9,DTXSID0046274,6402-23-9,
46275.0,3563-14-2,DTXSID5046275,3563-14-2,
46276.0,3567-08-6,DTXSID0046276,3567-08-6,
46277.0,3810-35-3,DTXSID5046277,3810-35-3,
45002.0,93-47-0,DTXSID4045002,93-47-0,
46279.0,26130-02-9,DTXSID5046279,26130-02-9,
46281.0,76894-77-4,DTXSID9046281,76894-77-4,
46282.0,177036-94-1,DTXSID4046282,177036-94-1,
46283.0,21221-18-1,DTXSID9046283,21221-18-1,
46284.0,4008-48-4,DTXSID4046284,4008-48-4,
46285.0,33743-96-3,DTXSID9046285,33743-96-3,
46286.0,94-19-9,DTXSID4046286,94-19-9,
46287.0,127-77-5,DTXSID9046287,127-77-5,
46288.0,10001-13-5,DTXSID4046288,10001-13-5,
46289.0,15574-49-9,DTXSID9046289,15574-49-9,
46294.0,3563-01-7,DTXSID8046294,3563-01-7,
46295.0,968-63-8,DTXSID3046295,968-63-8,
46296.0,37561-27-6,DTXSID8046296,37561-27-6,
46297.0,96-62-8,DTXSID3046297,96-62-8,
46299.0,94-12-2,DTXSID3046299,94-12-2,
23170.0,94-14-4,DTXSID9023170,94-14-4,
46300.0,19368-18-4,DTXSID5046300,19368-18-4,
46305.0,143482-60-4,DTXSID0046305,143482-60-4,
47817.0,NOCAS_47817,DTXSID1047817,,
46307.0,1216920-18-1,DTXSID0046307,1216920-18-1,
20031.0,50-76-0,DTXSID9020031,50-76-0,
47819.0,51773-92-3,DTXSID1047819,51773-92-3,
47818.0,2391-03-9,DTXSID6047818,2391-03-9,
46309.0,132203-70-4,DTXSID0046309,132203-70-4,
46310.0,53772-82-0,DTXSID9046310,53772-82-0,
23205.0,152-02-3,DTXSID9023205,152-02-3,
23349.0,465-65-6,DTXSID8023349,465-65-6,
46313.0,16590-41-3,DTXSID4046313,16590-41-3,
46315.0,97466-90-5,DTXSID4046315,97466-90-5,
44585.0,14663-23-1,DTXSID4044585,14663-23-1,
46318.0,102992-93-8,DTXSID9046318,102992-93-8,
22833.0,37148-27-9,DTXSID7022833,37148-27-9,
22684.0,62658-63-3,DTXSID6022684,62658-63-3,
46320.0,159701-44-7,DTXSID3046320,159701-44-7,
46321.0,101626-70-4,DTXSID8046321,101626-70-4,
46324.0,64795-35-3,DTXSID3046324,64795-35-3,
23490.0,15574-96-6,DTXSID6023490,15574-96-6,
46326.0,96744-75-1,DTXSID3046326,96744-75-1,
22676.0,590-63-6,DTXSID2022676,590-63-6,
22730.0,51-83-2,DTXSID9022730,51-83-2,
22582.0,115-79-7,DTXSID3022582,115-79-7,
22718.0,149-64-4,DTXSID1022718,149-64-4,
46332.0,69-27-2,DTXSID7046332,69-27-2,
22886.0,541-22-0,DTXSID2022886,541-22-0,
45053.0,60-26-4,DTXSID9045053,60-26-4,
41075.0,114-80-7,DTXSID9041075,114-80-7,
23727.0,57-94-3,DTXSID2023727,57-94-3,
23089.0,65-29-2,DTXSID5023089,65-29-2,
46341.0,69014-14-8,DTXSID6046341,69014-14-8,
46343.0,6493-06-7,DTXSID6046343,6493-06-7,
46344.0,145-63-1,DTXSID1046344,145-63-1,
22560.0,61-19-8,DTXSID5022560,61-19-8,
46345.0,5959-95-5,DTXSID6046345,5959-95-5,
46347.0,328-38-1,DTXSID6046347,328-38-1,
46348.0,407-41-0,DTXSID1046348,407-41-0,
46349.0,829-74-3,DTXSID6046349,829-74-3,
26279.0,482-89-3,DTXSID3026279,482-89-3,
46351.0,25162-00-9,DTXSID0046351,25162-00-9,
46357.0,26095-59-0,DTXSID0046357,26095-59-0,
46360.0,35891-70-4,DTXSID9046360,35891-70-4,
32278.0,57-22-7,DTXSID1032278,57-22-7,
34662.0,58594-72-2,DTXSID3034662,58594-72-2,173636.0
27104.0,142-91-6,DTXSID9027104,142-91-6,
40726.0,23696-28-8,DTXSID3040726,23696-28-8,
26933.0,112-90-3,DTXSID8026933,112-90-3,
40750.0,4419-39-0,DTXSID5040750,4419-39-0,
40757.0,74772-77-3,DTXSID0040757,74772-77-3,
46383.0,1954-79-6,DTXSID2046383,1954-79-6,
46384.0,94746-78-8,DTXSID7046384,94746-78-8,
46385.0,31386-24-0,DTXSID2046385,31386-24-0,
46386.0,579-23-7,DTXSID7046386,579-23-7,
24926.0,81-11-8,DTXSID5024926,81-11-8,
46388.0,490-55-1,DTXSID7046388,490-55-1,
46389.0,59160-29-1,DTXSID2046389,59160-29-1,
46390.0,515-64-0,DTXSID1046390,515-64-0,
41897.0,3696-28-4,DTXSID1041897,3696-28-4,
46391.0,140-40-9,DTXSID6046391,140-40-9,
46392.0,555-90-8,DTXSID1046392,555-90-8,
46394.0,1038-59-1,DTXSID1046394,1038-59-1,
46395.0,1027-87-8,DTXSID6046395,1027-87-8,
46396.0,43119-47-7,DTXSID1046396,43119-47-7,
46398.0,67-28-7,DTXSID1046398,67-28-7,
46399.0,3270-71-1,DTXSID6046399,3270-71-1,
46400.0,15518-87-3,DTXSID8046400,15518-87-3,
46401.0,5541-67-3,DTXSID3046401,5541-67-3,
46402.0,6236-05-1,DTXSID8046402,6236-05-1,
46403.0,32462-30-9,DTXSID3046403,32462-30-9,
46404.0,6961-46-2,DTXSID8046404,6961-46-2,
46405.0,553-17-3,DTXSID3046405,553-17-3,
46406.0,13898-58-3,DTXSID8046406,13898-58-3,
48574.0,115-24-2,DTXSID3048574,115-24-2,
46409.0,87940-60-1,DTXSID3046409,87940-60-1,
46410.0,33996-33-7,DTXSID2046410,33996-33-7,
46412.0,72-19-5,DTXSID2046412,72-19-5,
46414.0,140608-64-6,DTXSID2046414,140608-64-6,
46415.0,54-30-8,DTXSID7046415,54-30-8,
29160.0,123-94-4,DTXSID7029160,123-94-4,
46417.0,58473-74-8,DTXSID7046417,58473-74-8,
46418.0,56-89-3,DTXSID2046418,56-89-3,
46419.0,1693-37-4,DTXSID7046419,1693-37-4,
46420.0,692-13-7,DTXSID6046420,692-13-7,
46421.0,98-67-9,DTXSID1046421,98-67-9,
47822.0,1707-14-8,DTXSID0047822,1707-14-8,
46422.0,23651-95-8,DTXSID6046422,23651-95-8,
46423.0,49864-70-2,DTXSID1046423,49864-70-2,
46424.0,1223-36-5,DTXSID6046424,1223-36-5,
46425.0,547-44-4,DTXSID1046425,547-44-4,
46426.0,57460-41-0,DTXSID6046426,57460-41-0,
46427.0,101477-54-7,DTXSID1046427,101477-54-7,
46428.0,101530-10-3,DTXSID6046428,101530-10-3,
46429.0,103890-78-4,DTXSID1046429,103890-78-4,
46430.0,106560-14-9,DTXSID0046430,106560-14-9,
23746.0,107753-78-6,DTXSID5023746,107753-78-6,
46432.0,112398-08-0,DTXSID0046432,112398-08-0,
46433.0,115256-11-6,DTXSID5046433,115256-11-6,
46434.0,118288-08-7,DTXSID0046434,118288-08-7,
44206.0,120638-55-3,DTXSID8044206,120638-55-3,
46437.0,123318-82-1,DTXSID5046437,123318-82-1,
46439.0,130929-57-6,DTXSID5046439,130929-57-6,
46440.0,13189-98-5,DTXSID4046440,13189-98-5,
44217.0,144143-96-4,DTXSID7044217,144143-96-4,
46442.0,2765-97-1,DTXSID4046442,2765-97-1,
46443.0,136434-34-9,DTXSID9046443,136434-34-9,
23749.0,139110-80-8,DTXSID0023749,139110-80-8,
46445.0,141505-33-1,DTXSID9046445,141505-33-1,
23753.0,146939-27-7,DTXSID4023753,146939-27-7,
46449.0,129273-38-7,DTXSID9046449,129273-38-7,
46450.0,151767-02-1,DTXSID8046450,151767-02-1,
46451.0,154361-50-9,DTXSID3046451,154361-50-9,
46453.0,168273-06-1,DTXSID3046453,168273-06-1,
23071.0,17617-23-1,DTXSID1023071,17617-23-1,
46454.0,183321-74-6,DTXSID8046454,183321-74-6,
46456.0,192725-17-0,DTXSID8046456,192725-17-0,
23369.0,2011-67-8,DTXSID6023369,2011-67-8,
46457.0,202409-33-4,DTXSID3046457,202409-33-4,
46458.0,2998-57-4,DTXSID8046458,2998-57-4,
23051.0,30748-29-9,DTXSID3023051,30748-29-9,
22584.0,32887-01-7,DTXSID3022584,32887-01-7,
46459.0,27724-96-5,DTXSID3046459,27724-96-5,
46460.0,1310709-74-0,DTXSID2046460,1310709-74-0,
46461.0,1248-42-6,DTXSID7046461,1248-42-6,
46463.0,59937-28-9,DTXSID7046463,59937-28-9,
46464.0,673-31-4,DTXSID2046464,673-31-4,
46465.0,67392-87-4,DTXSID7046465,67392-87-4,
46467.0,74863-84-6,DTXSID7046467,74863-84-6,
46468.0,82034-46-6,DTXSID2046468,82034-46-6,
21442.0,83480-29-9,DTXSID2021442,83480-29-9,
48379.0,98717-15-8,DTXSID2048379,98717-15-8,
