Sample_CID,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,class_x,y
2723790,8,76.12069,-0.303827,20,0.068482,0.372309,55.93,75.97,26.95,13.85,43.175,24.29716187,8,3.265,3.6,6.42,6.53,0.394561934,1,6.00E-05,0.0002,7.718039,7.983028,27.9399,636.79698,1.3395,-44.16958,74.48854,387.1318,187.82718,199.30462,0.00068321,0.05379593,-0.04937088,0.00149211,0.223283,0.05153995,1.40187087,14.87,85.13,9.17308,18.6485,0.48313557,0.01135404,-37.68163,-12.75776,-0.7995094,0.057542,-0.8,84.1,29,2,1,0,4,0,0,0,0,0,0,1,1,1
4936,50,350.47285,-0.2997,94,0.061482,0.361182,17.7,11.32,14.37,7.18,12.6425,3.877836865,50,8.055,8.335,10.901,15.306,0.443112732,0.95009311,1.170092,5.336304,4.877098,27.440937,230.4695,2981.69713,1.3172,-49.70433,36.17925,1434.58859,758.97713,675.61146,-0.00250688,0.01669317,-0.02407608,0.00052607,0.16337167,0.02044261,0.54885656,46.05,53.95,11.25597,17.589,0.50058638,0.00150068,-46.36959,-16.46289,-1.0085238,0.03569,5,64,454,0,5,7,24,3,0,3,0,0,0,1,1,42
28207,28,194.23075,-0.262068,52,0.062154,0.324222,13.45,12.46,10.54,11.48,11.9825,1.085688146,27,6.813,4.71,7.864,13.55,0.518680141,0.994422428,0.532036,1.99135,5.632403,23.457651,195.9301,1668.25774,1.3047,-48.28181,58.84523,876.51831,493.45693,383.06138,-0.00105465,0.02220937,-0.03102319,0.0007597,0.2496582,0.02620432,0.70916228,41.47,58.53,10.64192,17.45335,0.50862354,0.00219435,-46.57147,-19.67371,-1.0734793,0.057568,0.7,64.4,197,2,3,3,14,0,0,0,0,0,0,1,1,4
157882,52,341.54912,-0.300017,93,0.128053,0.42807,6.04,38.76,3.85,3.89,13.135,14.82110741,50,9.841,5.346,9.233,19.682,0.574472432,1,0.884801,2.860269,4.153642,23.822284,280.6423,3035.2298,1.261,-42.92986,27.49701,1499.54107,977.69954,521.84153,-0.00065913,0.01406154,-0.02823914,0.00045161,0.08933107,0.0192004,0.5168899,50.42,49.58,9.42929,17.67518,0.50745572,0.00146458,-43.00044,-20.79665,-0.9524541,0.017869,2.4,67.4,211,1,7,14,21,0,0,0,0,0,0,1,0,0
33176,41,357.78829,-0.269103,93,0.000264,0.269367,11.33,8.91,12.87,6.77,9.97,2.325037634,38,7.712,8.009,10.76,15.131,0.446342183,0.981003631,1.263212,5.554471,8.377155,29.115261,135.47,2712.25766,1.4782,-48.71427,72.07079,1322.09568,607.02314,715.07254,-0.00081716,0.02623305,-0.02378001,0.00072335,0.24092649,0.02484717,0.67773469,38.07,61.93,10.78151,18.43375,0.51219473,0.00213035,-48.95818,-14.78787,-1.0900221,0.073523,4,68.5,506,1,4,5,25,0,0,0,0,0,0,1,0,0
9955578,52,454.40544,-0.283355,118,0.014132,0.297487,10.72,11.1,11.83,13.34,11.7475,1.002231884,52,8.099,8.48,12.899,15.09,0.413776084,0.931596493,1.426824,5.619462,6.109298,32.719528,570.2391,3320.05,1.5337,-53.1115,63.96697,1637.64741,827.90194,809.74547,-0.00164694,0.01934836,-0.02311302,0.00059376,0.23429662,0.02126577,0.5771486,46.73,53.27,11.3583,18.72553,0.52157636,0.00234494,-61.85455,-19.10073,-1.1929466,0.08512,3.4,116,683,2,9,8,33,1,1,0,0,0,0,1,1,2
65981,69,452.58676,-0.269384,122,0.020606,0.28999,10.15,26.59,10.35,13.01,15.025,6.771829516,69,8.179,10.773,11.292,15.253,0.408730371,0.932448955,1.965323,8.502796,4.741015,35.003791,645.5466,3961.21816,1.2803,-62.56824,58.24269,1808.0274,1003.63464,804.39276,-0.00038989,0.01710002,-0.02221193,0.00071937,0.23139285,0.01942103,0.52720193,55.04,44.96,11.20618,18.18781,0.50231413,0.00148527,-47.07617,-19.22149,-1.0510839,0.047883,5.2,78.9,619,2,5,10,33,1,1,0,0,0,0,1,1,4
22704,18,195.19856,-0.303367,50,-0.034279,0.269088,15.92,11.39,14.9,14.19,14.1,1.681115701,17,5.828,3.6,7.3,11.633,0.516265034,0.998026767,0.000341,0.001215,9.604409,15.672354,395.991,1349.85898,1.6204,-46.68312,69.7245,711.2877,366.92541,344.36228,0.00189183,0.02978039,-0.02782403,0.00124311,0.23953744,0.02881657,0.78459247,41.96,58.04,11.05458,18.90474,0.51584795,0.00335735,-50.81646,-14.28984,-1.1374982,0.110806,2.1,113,220,1,5,0,13,0,0,0,0,0,0,1,1,8
4477,29,327.11999,-0.308819,83,-0.043061,0.265759,9.11,11.85,13.17,8.56,10.6725,1.905785599,28,7.514,4.747,8.943,14.992,0.522697162,0.997604472,0.398681,1.455552,5.613481,25.03071,647.4722,2187.94347,1.6754,-39.29909,53.8996,1092.31597,753.76936,338.54661,0.00812817,0.02215975,-0.02311297,0.00055115,0.24269667,0.02024516,0.61103669,42.01,57.99,11.7678,18.84279,0.51954151,0.00194175,-50.48208,-14.82842,-1.1280587,0.114104,4,95.2,404,2,4,2,21,0,0,0,0,0,0,1,1,45
107930,42,313.82184,-0.276899,83,0.051724,0.328622,8.83,14.39,10.01,7.52,10.1875,2.581224273,41,6.301,7.314,10.882,12.254,0.402430213,0.972385336,1.174908,4.949382,4.491282,25.634836,198.3813,2546.32238,1.3811,-40.67222,60.53175,1158.64851,699.44202,459.20649,0.00169145,0.01660235,-0.02102015,0.00035744,0.24527621,0.01803319,0.49941755,49.34,50.66,9.63682,18.78289,0.49732867,0.00183927,-45.91579,-15.04892,-1.0199995,0.051855,4.4,23.5,403,1,2,0,22,2,2,0,0,0,0,1,1,10
7635,32,172.26498,-0.361376,48,0.081798,0.443174,13.47,41.7,27.91,4.74,21.955,14.08615011,32,7.026,5.839,7.708,14.013,0.508454282,0.997224594,0.902138,2.956388,2.611392,14.639715,154.0435,1746.88515,1.105,-42.13351,18.76838,910.40642,716.18094,194.22549,0.00242807,0.00942165,-0.02335982,0.00057805,0.0542104,0.01121496,0.33729086,82.39,17.61,12.47417,16.35352,0.50751387,0.00086602,-46.20401,-20.20263,-0.9975058,0.034955,3.2,26.3,121,0,2,7,12,1,0,1,0,0,0,1,1,1
443403,37,271.31169,-0.270588,72,0.065531,0.336119,11.12,24.2,11.84,7.8,13.74,6.228354518,35,5.295,7.739,9.323,10.495,0.380846972,0.991029273,1.352042,5.258758,3.704057,21.41466,150.3271,2089.95581,1.4547,-46.71224,51.76772,962.64586,548.25774,414.38811,-0.00064668,0.02096218,-0.02923637,0.00053477,0.23458272,0.02461814,0.66733058,35.09,64.91,9.13258,18.53137,0.50487205,0.00242749,-52.15596,-19.71638,-1.1319298,0.067461,0.3,61.7,467,3,4,0,20,5,5,0,0,0,0,1,1,1
15624,20,134.17544,-0.295796,36,0.061617,0.357414,14.97,13.98,12.1,13.79,13.71,1.03186724,19,5.072,5.336,7.687,10.102,0.436843243,0.995859621,0.708048,2.966959,1.677403,9.830073,71.3975,1239.68338,1.2129,-33.58572,61.20865,662.1415,297.573,364.56849,-0.00187287,0.01779506,-0.01792649,0.00049436,0.20990475,0.01774646,0.48619733,54.59,45.41,10.42646,18.54462,0.50002985,0.00244593,-46.46096,-19.46894,-1.0362057,0.050049,2.7,20.2,109,1,1,2,10,0,0,0,0,0,0,1,1,1
71267,43,260.37516,-0.288694,71,0.061408,0.350102,15.28,32.32,12.99,14.19,18.695,7.907984889,43,7.352,6.194,8.599,14.652,0.497605706,0.996463547,0.983916,3.804437,5.317594,11.141587,80.2124,2407.9804,1.2117,-63.36486,55.16836,1145.37992,684.4239,460.95602,-0.00107816,0.01550337,-0.0256983,0.00088984,0.1753166,0.01983726,0.53351453,60.19,39.81,9.68366,17.4084,0.49814603,0.00139216,-46.68235,-19.45339,-1.0211661,0.037237,3.1,32.3,275,1,2,3,19,0,0,0,0,0,0,1,0,0
667493,15,142.17892,-0.310179,37,0.017629,0.327808,69.9,28.03,19.37,15.22,33.13,21.72641595,12,4.522,4.177,8.144,8.593,0.410873099,0.950132685,0.324435,1.777,6.789655,18.060651,138.4161,1103.17888,1.4442,-43.11748,69.76005,605.67657,358.31593,247.36064,0.00726354,0.03783285,-0.03701784,0.00076746,0.23086895,0.0364698,1.02042681,17.88,82.12,9.63925,17.7723,0.49633583,0.00572253,-45.28366,-12.46808,-0.9563624,0.09242,-0.2,73.2,197,2,2,0,9,0,0,0,0,0,0,1,1,2
34,9,80.51352,-0.359632,21,0.107917,0.46755,63.38,40.32,36,16.97,39.1675,16.51011413,5,3.322,5.218,5.695,6.332,0.367178892,0.953040337,0.638355,2.358379,2.038521,7.028486,21.8588,638.23114,1.4136,-36.60505,34.24797,389.90682,207.95282,181.954,0.00368491,0.02474579,-0.02038529,0.00036618,0.23435659,0.02255848,0.61799556,34.06,65.94,11.91413,17.43644,0.51097053,0.00215338,-50.80599,-15.92997,-0.9110801,0.084512,-0.1,20.2,10,1,1,1,4,0,0,0,0,0,0,1,1,1
122824,48,348.93363,-0.157596,93,0.029309,0.186905,9.14,8.41,9.06,8.42,8.7575,0.343684085,45,6.613,7.707,11.914,12.072,0.380904301,0.912747618,1.152203,5.288537,7.654939,18.863078,221.9196,2718.43369,1.4384,-37.32832,35.31875,1210.78513,643.50036,567.28477,-0.00034049,0.01939546,-0.022728,0.00043275,0.23303627,0.02097996,0.57026472,45.4,54.6,7.62766,17.73836,0.48181655,0.00291947,-42.54648,-15.82908,-1.0152623,0.038144,2.4,31.8,322,1,3,5,23,1,0,1,0,0,0,2,1,3
12958,16,124.07565,-0.371933,33,0.138545,0.510478,27.72,42.29,10.79,12.24,23.26,12.8352425,14,4.162,5.645,6.318,8.243,0.407948134,0.990269101,0.857842,3.525027,6.738778,10.557822,49.908,994.22021,1.3985,-61.83647,33.86168,554.80844,360.53168,194.27676,0.00120538,0.02847282,-0.04939654,0.00106569,0.11597341,0.03544562,0.97415828,17.65,82.35,11.41403,18.13794,0.52226726,0.00183073,-42.37982,-20.10762,-0.9650651,0.029026,-0.7,35.5,82,0,3,2,7,0,0,0,0,0,0,1,1,1
14552708,47,267.83624,-0.200359,74,0.012545,0.212904,14.69,13.24,11.6,11.42,12.7375,1.331772785,45,8.256,6.41,7.21,16.394,0.546211768,0.992853682,1.039943,4.280569,2.322819,15.032567,228.7725,2417.69983,1.2414,-39.64987,55.89097,1138.44123,694.21805,444.22318,0.00274616,0.01720062,-0.01984281,0.00050933,0.23104959,0.01779102,0.49610734,53.31,46.69,5.91367,19.53828,0.46620348,0.0077056,-51.69074,-19.82884,-1.0205032,0.034304,2.4,55.5,131,3,3,12,17,1,0,1,0,0,0,2,1,40
111037,34,196.28646,-0.302353,54,0.080706,0.383058,29.87,22.46,26.59,20.77,24.9225,3.555470257,34,6.147,6.794,7.814,11.959,0.450144917,0.972750935,1.237354,4.332614,2.080248,13.038982,144.0478,1847.50218,1.1906,-39.42241,18.55854,904.51758,606.95982,297.55777,0.0013058,0.00988866,-0.01620157,0.00032203,0.09966582,0.01156499,0.32559523,79.98,20.02,10.10258,16.31257,0.50513691,0.00094327,-47.32821,-20.4109,-1.000583,0.031528,2.4,26.3,251,0,2,3,14,1,0,1,0,0,0,1,1,10
86137,41,305.32964,-0.325643,81,-0.009563,0.316079,24.17,13.47,9.81,14.96,15.6025,5.28950553,39,7.405,7.932,8.682,14.5,0.466028155,0.979068197,1.175013,5.323343,7.135998,30.289292,367.8284,2454.86668,1.3938,-46.92231,57.3222,1193.5864,607.0171,586.5693,0.00011159,0.02205149,-0.02259314,0.00080701,0.23282826,0.02231609,0.60729483,49.74,50.26,11.71266,18.22144,0.51551651,0.00147359,-49.70895,-19.11038,-1.1198666,0.065758,0.9,101,491,2,6,5,22,1,0,1,0,0,0,1,1,1
86210,44,319.82966,-0.311427,85,0.056914,0.368341,13.95,12.84,14.95,13.59,13.8325,0.759354166,36,7.043,6.479,10.289,13.946,0.454060038,0.990061054,1.022414,4.126995,7.979363,6.709427,367.2991,2638.41934,1.3584,-44.54896,66.14458,1184.09679,642.58428,541.51251,0.00264265,0.02408735,-0.02280464,0.00053192,0.23456606,0.02333379,0.63948753,34.79,65.21,11.099,17.40035,0.50142823,0.0015501,-48.64568,-14.87247,-1.0063888,0.047391,3.7,50.9,384,1,3,4,22,2,0,2,0,0,0,1,1,25
18391,20,154.22949,-0.286216,41,0.059388,0.345604,18.67,16.21,13.24,12.52,15.16,2.453497504,20,5.241,5.308,8.001,10.311,0.436536833,0.983686319,0.576633,2.531958,2.461897,15.338872,92.4785,1322.88335,1.3064,-29.76997,64.2643,690.96532,364.82133,326.14398,7.60E-05,0.01873011,-0.02079041,0.00049603,0.21505978,0.01969841,0.53613496,48.88,51.12,9.48536,18.57475,0.49931562,0.00291707,-46.86205,-14.71953,-0.9801438,0.068985,2.5,45.5,105,1,2,1,10,0,0,0,0,0,0,1,1,16
10207,30,270.23747,-0.312656,70,-0.046758,0.265898,9.48,10.43,7.84,6.05,8.45,1.666838324,26,6.518,4.764,9.001,13.186,0.489258284,1.011506597,0.41375,2.360081,2.347895,25.453562,286.7305,1938.62296,1.5621,-45.07531,71.32128,951.35886,504.44797,446.91089,0.00166204,0.02395213,-0.02349776,0.00075669,0.23812552,0.02368161,0.64596253,45.25,54.75,11.70842,18.97291,0.52014945,0.00210638,-50.4857,-19.31506,-1.2374355,0.075567,1.8,94.8,421,3,5,1,20,0,0,0,0,0,0,1,1,9
15595,37,184.31881,-0.340042,52,0.154067,0.494109,6.33,29.58,3.61,4.1,10.905,10.83064287,31,5.157,5.576,8.784,10.144,0.413973229,0.983517549,0.950103,3.151156,2.192866,11.437656,121.4521,1876.05894,1.101,-42.43205,42.08121,852.7807,722.84816,129.93253,0.00350084,0.00846227,-0.02410091,0.00059497,0.09565887,0.00895336,0.29510825,85.88,14.12,11.80273,16.98983,0.49615787,0.00086906,-51.00117,-21.24039,-1.009565,0.03411,3.8,20.2,99,1,1,0,13,0,0,0,0,0,0,1,1,9
8425,26,218.67926,-0.296993,57,0.050012,0.347005,12.72,12.1,9.87,7.47,10.54,2.065175537,25,5.702,6.202,9.015,11.506,0.430565431,1.00894423,0.946405,3.64889,3.099321,19.330517,157.8413,1762.74789,1.3902,-24.58508,69.38248,881.31359,391.44271,489.87088,-0.00083489,0.01997229,-0.01746135,0.00050299,0.1460237,0.01849362,0.50549517,48.34,51.66,11.31301,18.76203,0.49870209,0.00223644,-46.94978,-14.89048,-1.0124628,0.063315,4,20.2,189,1,1,2,15,0,0,0,0,0,0,1,1,38
36383,39,285.29684,-0.252114,76,-0.029802,0.222312,9.68,9.94,14.05,11.07,11.185,1.734682968,37,7.166,5.744,9.556,13.508,0.468897528,0.94250628,0.800952,3.347081,8.320324,33.673308,543.7287,2252.17792,1.4195,-45.40881,62.66928,1118.11494,656.93327,461.18167,0.00514732,0.02885369,-0.02862139,0.00084891,0.24961332,0.028146,0.78254157,32.76,67.24,11.27334,17.91302,0.51732715,0.0019918,-52.87052,-20.26055,-1.191935,0.088783,0.4,122,281,4,7,8,20,0,0,0,0,0,0,1,1,14
6396,17,88.22373,-0.366064,25,0.155371,0.521435,18.41,20.58,6.49,10.68,14.04,5.704397427,16,3.638,6.322,7.206,7.264,0.34936514,0.998350742,1.313641,4.797809,0.001331,0.002631,27.9535,1012.52291,0.9764,-7.43794,8.66865,568.77966,338.96459,229.81506,0.00248146,0.00732052,-0.0046559,2.30E-05,0.23109346,0.00599064,0.16990474,100,0,13.10672,14.83825,0.49811086,0.00022277,-30.76481,-16.9664,-0.8574596,0.011152,2.4,0,19,0,0,0,5,0,0,0,0,0,0,1,0,0
6419,8,202.2941,-0.394347,49,0.021252,0.4156,28.03,24.21,23.44,16.33,23.0025,4.226330412,4,3.951,6.427,6.428,6.809,0.34626729,0.861680587,0.889988,3.104279,1.608065,3.094798,8.9785,1136.96573,1.9938,-12.06577,41.95375,588.39604,257.52413,330.87191,0.0022466,0.01621627,-0.00862627,0.0002938,0.07455085,0.0123508,0.32512697,79.73,20.27,12.67498,17.15297,0.50205009,0.00113646,-27.43024,-15.3711,-0.6333265,0.003275,3.2,0,51,0,0,0,7,0,0,0,0,0,0,1,0,0
71113,27,143.22699,-0.333409,40,0.100961,0.43437,34.34,41.45,23.66,9.97,27.355,11.8675029,23,5.487,5.81,8.218,10.958,0.438565597,0.998542008,0.864526,3.364922,4.62267,11.687033,71.011,1466.93147,1.0941,-51.91152,54.7043,764.38643,394.28331,370.10312,0.0001127,0.01848537,-0.01946033,0.00094018,0.23790046,0.01895421,0.515858,65.97,34.03,11.44521,17.43833,0.50421308,0.00132953,-46.649,-19.72036,-0.9917107,0.037191,2.1,43.1,95,1,1,5,10,0,0,0,0,0,0,1,0,0
20138,11,70.08999,-0.338743,19,0.01829,0.357033,23.35,44.2,20.45,20.66,27.165,9.901410253,7,4.105,4.174,5.294,8.125,0.46183141,0.989646772,0.378261,1.7742,4.9471,6.231636,52.3388,700.99334,1.1204,-46.79604,29.22481,431.96655,293.83704,138.12951,0.00402047,0.02354727,-0.03751805,0.00078378,0.12029453,0.02669886,0.76231854,25.75,74.25,11.27221,16.70105,0.51383145,0.00111029,-44.93502,-20.00365,-1.0292921,0.05233,0.5,17.1,45,0,1,1,5,0,0,0,1,0,1,1,0,0
4474,64,479.52595,-0.270807,127,-0.038095,0.232712,27.69,12.57,15.79,6.11,15.54,7.8331156,62,8.088,9.504,11.326,15.843,0.432007199,0.979413947,1.656447,7.810401,5.916291,51.494897,363.0057,3899.54022,1.378,-48.03723,57.95455,1778.11118,993.85432,784.25686,-0.002304,0.01926927,-0.02964286,0.0005943,0.20153757,0.02416605,0.64884625,38.78,61.22,10.60065,18.28799,0.5139008,0.00173035,-50.69241,-19.36664,-1.1143913,0.065639,3.8,114,856,1,8,10,35,1,0,1,0,0,0,1,1,37
67045,27,284.24551,-0.315733,73,-0.009301,0.306432,18.18,9.51,14.41,8.61,12.6775,3.868354786,27,7.188,5.403,8.055,14.215,0.513677592,0.988800779,0.579632,2.691206,10.367536,30.678532,795.084,1878.06241,1.696,-45.91897,79.12139,962.59647,542.10491,420.49156,0.00442057,0.03386684,-0.03354207,0.00113865,0.23488039,0.03336079,0.91770316,28.17,71.83,11.86659,19.09662,0.53345011,0.00240465,-47.57328,-18.56701,-1.1908789,0.055896,-0.3,133,527,2,7,3,19,0,0,0,0,0,0,1,1,1
17756939,33,371.81922,-0.318354,95,-0.035369,0.282985,9.91,12.5,12.22,9.86,11.1225,1.241579136,33,8.539,6.757,8.202,17.074,0.533012831,0.999765781,1.079669,4.118935,1.413424,37.690703,157.8003,2459.12747,1.6943,-48.37276,48.98732,1185.59312,737.69863,447.89449,0.00217148,0.01924823,-0.02595457,0.00050978,0.22788943,0.02130544,0.59271177,43.07,56.93,10.95255,17.73906,0.5146882,0.00173042,-48.48487,-13.3439,-1.0385753,0.082824,2,133,609,1,7,2,23,1,0,1,0,0,0,1,1,4
62556,45,352.33656,-0.365366,93,0.01916,0.384527,13.64,12.32,16.92,18.69,15.3925,2.535659431,39,7.252,11.073,12.348,13.444,0.364681948,0.926916713,2.081734,8.560392,1.7101,18.367807,679.4015,2832.48397,1.3939,-38.77226,24.62568,1452.2722,883.68122,568.59098,0.0001848,0.0158783,-0.02420539,0.00050209,0.14376442,0.01909891,0.5207852,51.32,48.68,11.31859,16.78199,0.52102771,0.00132116,-46.7252,-19.75193,-1.1047631,0.0622,2.3,105,460,0,8,16,25,0,0,0,0,0,0,1,1,44
5382,32,402.05927,-0.317946,101,0.014627,0.332574,5.6,12.39,7.52,8.13,8.41,2.480272162,30,7.659,6.708,8.879,15.319,0.495664272,1.000065283,0.872817,4.307579,2.247005,13.06415,143.144,2675.80198,1.6838,-40.39812,29.80855,1335.72437,714.56979,621.15458,0.00021425,0.01384467,-0.01546605,0.00029754,0.22869255,0.01458459,0.39724974,63.69,36.31,11.70521,16.63626,0.50523699,0.00143203,-43.47124,-14.72626,-0.9532849,0.086743,6,44.2,362,0,4,4,24,0,0,0,0,0,0,1,1,6
123698,46,295.84802,-0.146446,80,0.032211,0.178657,14.3,9.17,20.63,9.01,13.2775,4.74836485,42,6.914,7.061,9.71,13.784,0.451120929,0.99681805,1.08962,4.642029,9.799577,14.388632,150.7597,2479.6282,1.337,-47.22308,39.71465,1151.48995,651.5118,499.97814,0.0021702,0.0270422,-0.03024002,0.00058114,0.22247275,0.02816703,0.77363853,23.77,76.23,8.20102,17.12,0.48738608,0.00222958,-45.96325,-19.62722,-1.0120213,0.03139,2.4,20.3,275,1,2,5,20,1,0,1,0,0,0,2,1,3
92421,34,252.26364,-0.317068,67,0.007952,0.325019,14.3,22.62,13.29,13.36,15.8925,3.904544628,32,7.377,6.415,7.952,14.751,0.506593859,0.999796665,0.902624,3.797029,4.324957,31.548469,267.3566,2008.83703,1.4072,-54.42357,59.30611,1018.8228,664.1363,354.68651,0.00101188,0.0193693,-0.03336166,0.00072701,0.17533542,0.02394298,0.65961796,38.04,61.96,11.48691,18.65023,0.52302811,0.00112065,-50.44966,-20.40094,-1.1067617,0.068519,0.9,80.7,411,1,5,4,18,0,0,0,0,0,0,1,0,0
6984,25,150.21793,-0.295072,41,0.066642,0.361715,16.14,14.07,14.57,14.52,14.825,0.783788875,24,4.795,7.697,7.872,9.568,0.380634125,0.997705944,1.228288,4.29524,1.451812,10.782621,69.4322,1438.67841,1.17,-26.15656,61.1199,735.40361,295.12556,440.27805,-0.00129551,0.01634413,-0.01311966,0.00047754,0.1791707,0.01420543,0.39221608,66.73,33.27,11.10189,18.54613,0.501339,0.00180194,-46.55412,-19.47054,-1.0210615,0.041698,3.4,20.2,111,1,1,2,11,1,0,1,0,0,0,1,1,6
9865,7,60.11802,-0.309703,16,0.09785,0.407553,28.74,65.15,37.34,27,39.5575,15.28563439,6,2.754,4.226,4.916,5.055,0.35606114,0.917755991,0.620516,1.831658,2.409578,2.734441,13.3879,533.9054,1.2618,-26.02418,20.36186,336.20448,197.57932,138.62516,0.00242157,0.01968896,-0.02218925,0.00018527,0.21933755,0.02032998,0.56381698,30.15,69.85,9.46857,17.00364,0.4901418,0.00407772,-28.72431,-12.85257,-0.7268085,0.021774,0.6,25.3,10,0,1,0,3,0,0,0,0,0,0,1,0,0
6442,17,119.11933,-0.367346,32,-0.000689,0.366658,32.05,33.95,27.99,12.97,26.74,8.236437337,17,3.62,6.327,6.433,6.476,0.336660428,0.894475138,1.04207,3.773146,6.001469,3.719144,51.9666,984.51035,1.3558,-40.62774,58.574,537.1416,320.90115,216.24045,0.00332275,0.03102976,-0.03779448,0.00055909,0.24989118,0.03315254,0.91846782,14.81,85.19,12.30065,17.92766,0.5317747,0.00117904,-51.64137,-20.3603,-1.1671121,0.105742,-0.1,66,93,1,3,1,8,0,0,0,0,0,0,1,0,0
887,6,32.0419,-0.349484,9,0.17226,0.521744,32.35,49.22,23.79,19.4,31.19,11.40384365,6,2.621,4.191,4.242,4.652,0.35552159,0.887447539,0.517037,1.791069,2.029921,3.145417,7.4019,341.72027,1.0507,-41.506,48.73221,248.95125,158.89737,90.05388,0.00171603,0.02131167,-0.0328599,0.00072952,0.23735121,0.02504352,0.69359222,39.4,60.6,11.85947,17.26114,0.52389798,0.0019908,-50.50378,-18.5364,-1.0349057,0.096435,-0.5,20.2,2,1,1,0,2,0,0,0,0,0,0,1,0,0
6399253,39,395.41365,-0.284241,102,0.007886,0.292127,12.19,15.3,10.67,19.56,14.43,3.399595564,38,7.824,7.354,9.858,15.062,0.466691454,0.962551125,1.092128,4.493871,7.738956,42.630863,509.3702,2762.45658,1.604,-57.10547,66.73773,1362.94921,668.05033,694.89888,-0.00265725,0.03062696,-0.03465546,0.00104431,0.2445813,0.03269491,0.88929213,29.66,70.34,9.92015,18.60328,0.51419281,0.00359052,-55.86037,-13.94762,-1.0866912,0.094441,0,212,739,4,10,5,26,2,2,0,1,1,0,1,1,2
7797,29,158.23837,-0.360454,44,0.083451,0.443905,21.68,37.83,27.86,5.52,23.2225,11.73289473,27,7.653,4.349,5.75,15.304,0.60244853,0.999869332,0.657998,1.921168,2.362078,10.949669,137.5499,1602.2357,1.1067,-42.30026,16.68269,871.21308,618.45886,252.75422,0.00110481,0.00970194,-0.01993134,0.00048459,0.06782164,0.01223731,0.34475925,75.8,24.2,12.57844,16.82821,0.50787165,0.00092176,-47.21268,-20.17938,-0.9981283,0.042698,2.9,26.3,99,0,2,7,11,0,0,0,0,0,0,1,1,2
5352624,41,340.41171,-0.288889,89,0.002494,0.291382,11.97,11.06,10.22,11.16,11.1025,0.619773144,40,8.116,6.892,10.525,15.992,0.478673411,0.985214391,1.034965,4.338964,3.115655,23.386022,568.935,2693.40356,1.4163,-45.39278,60.81839,1298.54919,687.82874,610.72045,-0.00012643,0.01927306,-0.02197525,0.00041918,0.24534214,0.02055163,0.5590287,41.16,58.84,9.58572,18.5107,0.50756694,0.00286425,-60.79992,-14.04666,-1.0893261,0.105052,4.8,62.6,546,1,4,4,24,0,0,0,1,1,0,1,1,12
5280489,96,536.87412,-0.235685,148,-0.023599,0.212086,4.05,4.31,4.78,4.3,4.36,0.263912864,47,16.431,7.544,8.711,32.546,0.666912563,0.99038403,1.026455,5.117478,0.160327,40.021106,72.3484,5382.8161,1.1177,-20.10977,16.44928,2502.06052,1523.92567,978.13484,-0.00019764,0.00809804,-0.01312224,0.00011968,0.16290846,0.0101065,0.27380528,80.15,19.85,10.30444,15.47344,0.4919726,0.00102583,-40.49259,-20.46634,-1.0004463,0.024109,13.5,0,1120,0,0,10,40,0,0,0,9,9,0,1,0,0
3950,31,233.69553,-0.33165,62,-0.031036,0.300614,22.21,20.21,33.67,21.75,24.46,5.368733556,25,6.749,7.073,7.427,13.49,0.481957842,0.99940732,1.09603,3.960235,4.573364,10.086583,152.3321,1899.20339,1.3789,-39.10285,40.64051,959.29902,660.6195,298.67952,0.00466247,0.01673008,-0.02202867,0.00032203,0.193328,0.0168409,0.50014004,44.79,55.21,11.92614,17.46413,0.51263381,0.00165022,-49.45733,-16.0367,-1.0191008,0.072203,2.8,61.8,219,1,3,3,15,0,0,0,0,0,0,1,0,0
62661,31,178.27117,-0.313898,49,0.067637,0.381536,17.74,12.29,15.23,14.19,14.8625,1.967554002,31,6.561,6.182,7.143,13.095,0.495647237,0.997942387,0.93018,3.592826,2.096919,9.71885,85.0787,1753.62309,1.1392,-42.92407,49.18192,885.08672,529.91735,355.16937,0.00055627,0.01356408,-0.01885156,0.00043473,0.2192682,0.01558441,0.42683375,63.59,36.41,11.27067,17.13951,0.49718072,0.00128686,-51.32422,-19.47735,-1.009499,0.041385,3.5,20.2,125,1,1,4,13,1,0,1,0,0,0,1,1,1
