Sample_CID,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,class_x,y
54676478,39,308.33192,-0.297572,81,0.013263,0.310835,5.77,5.61,8.85,10.64,7.7175,2.124727924,39,8.012,7.102,9.044,16.003,0.497775981,0.998689466,1.017002,4.374083,6.957561,29.793729,211.8213,2440.5388,1.4157,-56.41842,52.20179,1171.87538,632.99196,538.88342,-0.00197748,0.02185454,-0.02997143,0.00082339,0.17022753,0.02579078,0.69625946,37.97,62.03,11.35741,18.92877,0.51161496,0.00209805,-47.8552,-19.31833,-1.1272522,0.059521,2.7,60.8,522,1,3,2,23,0,0,0,0,0,0,1,0,0
23436,23,204.65264,-0.298525,53,0.045195,0.34372,8.23,8.31,10.32,9.47,9.0825,0.866757607,22,6.289,5.723,6.957,12.462,0.495664625,0.990777548,1.011648,3.458814,1.924123,10.865002,148.9138,1621.09512,1.4147,-23.7101,20.49871,834.46582,394.56909,439.89674,0.00044265,0.01599666,-0.01350866,0.00013954,0.24473232,0.01471251,0.39960142,54.67,45.33,11.35877,16.82532,0.50071684,0.00173302,-42.94752,-14.83233,-1.0060768,0.062791,4.3,9.2,158,0,1,2,14,0,0,0,0,0,0,1,1,3
11604,13,81.11597,-0.341781,22,0.083754,0.425535,21.12,31.25,20.64,26.83,24.96,4.372327755,12,3.927,5.315,6.064,7.573,0.399588434,0.964222052,0.782896,2.928015,4.977786,11.518227,30.9109,846.99862,1.0732,-48.58418,31.93402,501.09354,313.71499,187.37855,0.00283642,0.02566459,-0.0353832,0.00076426,0.19075504,0.02865607,0.7972598,29.36,70.64,10.60182,16.93806,0.50590585,0.00177555,-40.4578,-19.87899,-0.9622073,0.021461,1,23.8,75,0,1,2,6,0,0,0,0,0,0,1,0,0
5361202,45,424.38567,-0.297067,110,0.012608,0.309675,12.25,12.49,8.45,11.85,11.26,1.63838335,43,9.083,9.34,9.511,18.142,0.490417106,0.998678851,1.466389,5.506638,10.124377,58.477644,867.9561,2991.39054,1.5898,-68.1534,62.72862,1494.46702,813.8266,680.64042,-0.00100168,0.02860034,-0.03639616,0.00113487,0.24436281,0.03225054,0.87486968,32.32,67.68,10.15294,18.59884,0.52272766,0.00280777,-57.51482,-15.55743,-1.1430019,0.084958,-0.2,199,798,3,10,8,29,2,2,0,1,1,0,1,1,2
23675737,39,414.79899,-0.316635,106,-0.046516,0.270119,28.17,10.31,10.55,12.6,15.4075,7.421982131,33,7.792,8.262,9.56,15.428,0.464,0.989989733,1.09435,4.528943,32.109103,140.044737,1556.9888,2758.77863,1.6849,-96.18076,257.74354,1329.84207,876.87943,452.96264,0.01544956,0.0651438,-0.08075231,0.00544293,0.24910057,0.06688412,1.91732151,15.88,84.12,11.30642,34.48508,0.51345787,0.00354064,-43.82524,-15.40921,-1.032106,0.047028,2.4,123,706,0,7,4,27,1,0,1,0,0,0,2,1,2
6604413,58,337.56354,-0.296158,93,0.050815,0.346973,35.34,27.4,11.7,14.61,22.2625,9.585693441,54,11.596,6.96,8.931,23.162,0.59309144,0.998706451,0.998336,4.579166,4.65394,30.144098,478.5169,3273.13439,1.1557,-42.1223,37.00125,1582.12194,1109.26791,472.85403,0.00216092,0.01140679,-0.01952897,0.00037984,0.18532452,0.01311277,0.37645031,69.28,30.72,9.48664,17.00155,0.49228284,0.00151803,-51.8173,-15.52801,-0.9596688,0.031826,5.8,57.6,277,2,3,12,23,2,2,0,0,0,0,1,1,2
70324,26,162.22867,-0.329143,44,0.005238,0.334381,17.86,12.81,14.49,15.19,15.0875,1.819428138,13,5.517,6.745,6.906,10.855,0.442952746,0.983777415,0.896466,4.3451,4.85769,17.111306,188.1118,1530.13694,1.1881,-45.64426,25.64869,768.78845,544.32281,224.46565,0.00328647,0.0155341,-0.02641368,0.00060206,0.11543773,0.01744143,0.50914256,55.61,44.39,11.63258,16.61686,0.5020051,0.00092706,-45.0599,-20.10929,-1.0401853,0.043035,3.1,17.1,147,0,1,2,12,0,0,0,0,0,0,1,0,0
2733673,36,301.36059,-0.296123,79,0.032318,0.328441,9.29,10.35,8.2,12.15,9.9975,1.456800861,36,7.901,7.315,8.265,15.756,0.502808272,0.997088976,1.131522,5.277334,5.479642,25.192421,359.6492,2323.16577,1.4536,-61.54395,52.03784,1104.70823,551.44205,553.26619,-0.00345403,0.02295472,-0.0297757,0.00075487,0.23170746,0.0265172,0.71758719,34.96,65.04,9.94481,17.84027,0.50405057,0.00257279,-49.38721,-15.10165,-1.0725501,0.067536,2.3,83.9,371,2,4,2,21,2,2,0,0,0,0,1,1,3
14357,24,216.18998,-0.299587,56,-0.023973,0.275614,10.3,9.98,7.19,9.7,9.2925,1.232302215,24,6.921,3.401,7.889,13.764,0.549373354,0.994364976,0.000734,0.002659,0.00124,29.620632,0.3687,1600.45597,1.5137,-37.49285,61.65777,820.70546,385.67951,435.02595,0.00068808,0.02280051,-0.01891607,0.0008013,0.24495771,0.02079232,0.5644051,57.57,42.43,11.4777,18.40312,0.51861261,0.00230889,-46.79113,-19.11129,-1.2097217,0.06276,2.8,74.6,269,2,4,2,16,0,0,0,0,0,0,1,0,0
13556,12,124.99646,-0.330405,32,0.058034,0.388439,52,21.8,18.45,31.97,31.055,13.07737837,10,4.403,5.468,6.629,8.574,0.414783997,0.973654327,0.595587,2.266655,2.976834,7.652069,44.7317,970.99951,1.4425,-21.32133,24.6817,550.18164,289.70326,260.47838,0.00267243,0.02021065,-0.01683353,0.00017107,0.24657196,0.01855094,0.5064523,39.34,60.66,11.25114,16.82553,0.49984225,0.00175158,-34.53283,-15.32639,-0.7965519,0.026242,2.1,0,56,0,0,1,6,0,0,0,1,0,1,1,1,1
439693,35,268.26958,-0.269705,71,0.072602,0.342307,21.91,12.94,14.17,13.75,15.6925,3.616796753,33,6.351,5.539,8.142,12.642,0.480264408,0.995276334,0.854698,3.34135,8.858421,19.523835,494.9476,2024.97979,1.4846,-60.46216,75.11087,993.45545,514.97253,478.48292,0.00397461,0.03970126,-0.0344766,0.0012387,0.24974951,0.03714061,1.01185215,24.53,75.47,10.25498,17.63542,0.51278467,0.00271976,-50.17377,-19.19991,-1.1449135,0.067382,-2.1,112,356,4,6,2,19,4,4,0,0,0,0,1,1,1
24466,27,269.13019,-0.302954,69,0.034687,0.33764,8.86,17.08,8.55,13.4,11.9725,3.518716918,27,6.775,7.778,8.468,13.434,0.452628032,0.991439114,1.058324,4.890856,2.185073,12.72897,297.9838,1963.22927,1.5362,-53.52125,39.37831,976.71651,532.71936,443.99715,0.00268002,0.02221867,-0.02076296,0.00057093,0.24564979,0.02142973,0.58659383,46.47,53.53,9.96821,17.58052,0.50498354,0.00254704,-42.45892,-14.8743,-0.973916,0.068706,2.8,77.8,266,2,4,1,17,0,0,0,0,0,0,1,1,18
131674875,63,539.53729,-0.301984,141,0.001001,0.302985,30.24,10.07,14.31,4.67,14.8225,9.534430699,61,9.43,8.233,12.77,18.57,0.469259343,0.984623542,1.27511,6.014907,7.474759,80.493246,964.865,3879.40216,1.5585,-59.21724,173.37655,1765.97385,1066.46263,699.51123,0.00716046,0.03357591,-0.03311207,0.00156257,0.23120657,0.03233413,0.90864742,31.39,68.61,9.85651,28.08819,0.514423,0.00206457,-47.30959,-16.22682,-1.0747241,0.057451,2.4,188,1000,2,9,6,37,4,4,0,0,0,0,2,0,0
82326,27,151.67773,-0.150419,42,0.083991,0.23441,15.04,13.1,8.86,7.4,11.1,3.091569181,27,4.224,6.769,7.704,8.406,0.367411163,0.995028409,1.178891,4.38565,1.784141,2.780759,39.5004,1346.42183,1.2624,-15.57633,20.80623,661.54302,409.17775,252.36527,0.00362354,0.01117569,-0.00862129,9.76E-05,0.23804504,0.0097513,0.27758981,76.4,23.6,7.29295,15.45379,0.4667657,0.00265414,-36.50256,-20.94815,-0.9637271,0.010837,2.4,0,47,0,1,3,9,0,0,0,0,0,0,2,0,0
16663655,25,210.16003,-0.250717,55,-0.063926,0.186791,15.71,14.06,17.27,21.28,17.08,2.677377448,23,7.167,5.14,6.504,14.311,0.551377384,0.998395423,0.679963,2.847273,8.706967,33.327381,94.2044,1561.1003,1.5086,-74.01921,103.58529,850.14968,466.14194,384.00773,0.00089094,0.03196284,-0.03682684,0.00159898,0.22671114,0.03408978,0.92953755,33.96,66.04,8.18854,19.09607,0.51834359,0.00305595,-45.25278,-17.34943,-1.0322012,0.051844,2.4,69.7,214,0,6,7,14,0,0,0,0,0,0,2,1,2
10257,31,204.26869,-0.265283,55,0.051223,0.316505,11.66,10.88,11.92,12.73,11.7975,0.660544283,30,6.243,6.078,9.07,12.479,0.451695805,0.999439372,0.859674,3.639613,2.234512,24.342848,114.3446,1814.78639,1.2613,-37.82062,54.74886,912.44411,500.41266,412.03145,-0.00050707,0.01808108,-0.02308241,0.00059501,0.23915162,0.02039249,0.55346662,54.38,45.62,9.48494,18.3277,0.49827831,0.00287501,-47.07211,-18.74903,-1.0604415,0.051782,1.2,39.3,208,2,2,3,15,0,0,0,0,0,0,1,1,4
68526,19,201.06029,-0.302545,50,0.062056,0.364601,18.23,13.84,13.73,12.83,14.6575,2.099468683,19,5.714,5.205,6.616,11.426,0.49150428,0.999824991,0.53572,2.31167,3.742643,13.239834,149.189,1339.20151,1.6824,-38.70426,31.06494,715.59073,352.68108,362.90965,0.00027852,0.02245401,-0.02127196,0.0003315,0.24964239,0.02185919,0.59469216,36.1,63.9,11.21396,17.20399,0.50762859,0.00177414,-165.87946,-19.44523,-1.905357,2.762552,2.6,9.2,79,0,1,3,10,0,0,0,0,0,0,1,0,0
6567,15,74.12502,-0.310873,21,0.169603,0.480476,26.26,21.04,7.02,9.86,16.045,7.889884346,14,3.866,5.183,6.152,7.687,0.404111029,0.994180031,0.729287,2.795944,0.143507,10.680494,24.4656,802.30324,1.0353,-44.05921,28.17983,463.63161,279.05757,184.57404,0.00109438,0.01765504,-0.0239437,0.00057398,0.17844378,0.01995461,0.548543,51.65,48.35,9.47135,16.43259,0.49767222,0.0022477,-41.47704,-19.61377,-0.9699477,0.033259,-1.2,52,20,2,2,1,5,1,0,1,0,0,0,1,0,0
10913,50,370.7701,-0.346532,100,0.110841,0.457373,10.26,6.77,3.13,4.96,6.28,2.633695123,35,6.184,8.487,11.143,12.281,0.384851619,0.992965718,1.72678,6.131586,2.142543,7.383225,97.666,3236.80277,1.2836,-30.28319,22.67913,1484.88284,829.4014,655.48144,-0.00025169,0.00932689,-0.01237177,0.00019449,0.18179819,0.01070268,0.29037293,80.06,19.94,12.20493,14.98902,0.50214859,0.00022447,-31.45765,-16.12466,-0.8688,0.011321,2.4,46.2,258,0,5,0,20,0,0,0,0,0,0,1,1,1
31227,31,178.27117,-0.327221,49,0.061211,0.388432,13.2,16.6,13.55,15.77,14.78,1.440642218,31,6.869,5.569,6.734,13.609,0.525200679,0.990609987,0.835704,3.209936,1.376505,7.788989,101.9828,1766.42189,1.1309,-44.39251,14.40477,911.864,591.84922,320.01478,-0.00093872,0.00958198,-0.02039615,0.00035106,0.08717341,0.01368247,0.36401117,71.46,28.54,11.44985,16.53138,0.49663177,0.00119446,-47.58151,-19.44386,-1.0078476,0.037077,3.3,9.2,114,0,1,5,13,0,0,0,0,0,0,1,0,0
854026,36,242.31678,-0.283993,65,0.039037,0.323029,13.29,12.39,13.81,10.93,12.605,1.092371274,34,5.844,8.163,9.736,11.483,0.390817507,0.982460643,1.506931,5.742039,4.762875,35.685428,287.3343,2080.86842,1.3049,-56.28888,50.37192,989.28072,657.04913,332.23159,0.00379446,0.02008979,-0.02843256,0.00094295,0.17139365,0.02182595,0.62291088,47.82,52.18,9.96857,16.58225,0.50057914,0.00174932,-46.49238,-19.46457,-1.0533033,0.047624,0,55.1,551,2,2,0,18,2,2,0,1,1,0,1,0,0
80786,16,261.51005,-0.341285,65,-0.003931,0.337354,14.47,13.17,11.51,14.95,13.525,1.333219787,5,5.077,5.932,7.874,9.911,0.417885905,0.976068544,0.66436,3.215907,5.298285,18.240389,118.994,1536.80111,1.9068,-39.67574,86.09218,780.39689,493.51881,286.87807,0.00537913,0.02417868,-0.02696189,0.00099928,0.24221643,0.02432405,0.68577597,44.03,55.97,12.58495,19.32547,0.51801992,0.00198092,-41.48199,-14.71636,-0.9150677,0.080419,2.6,62.8,273,1,3,1,13,0,0,0,0,0,0,1,1,3
113027,27,174.24267,-0.271027,47,0.064409,0.335436,16.04,13.95,12.62,10.21,13.205,2.115685468,27,5.535,5.561,8.711,9.773,0.406446247,0.882836495,0.811579,3.506498,4.748223,23.160489,129.3635,1635.97132,1.1935,-46.48274,37.6659,839.33774,524.76708,314.57066,0.00196708,0.02014287,-0.02835379,0.00059751,0.22543337,0.02277577,0.6318536,42.71,57.29,10.80647,17.81372,0.50141856,0.00166184,-43.3891,-19.51819,-1.0144115,0.030878,3,27,192,0,2,3,13,0,0,0,0,0,0,1,1,1
10476,3,105.92097,-0.404661,24,0.001464,0.406126,49.59,49.59,47.49,37.98,46.1625,4.801329894,3,3.234,3.7,3.7,6.468,0.466397462,1,0,0,3.831178,0.823334,35.5461,480.64445,2.4695,-37.05193,52.01383,317.52913,203.06431,114.46481,0.00388409,0.02418247,-0.03212591,0.00052539,0.24993093,0.02601658,0.73595824,28.29,71.71,13.4222,17.81755,0.53360945,0.0011341,-128.61507,-20.01612,-2.6055927,2.501208,1.1,23.8,31,0,1,0,3,0,0,0,0,0,0,1,1,1
999,18,136.14822,-0.324098,36,0.062095,0.386193,18.34,16.05,11.91,14.2,15.125,2.365570756,18,5.221,5.696,6.719,10.44,0.456792824,0.999808466,0.700251,2.984782,2.046885,12.347694,108.4349,1150.83923,1.3257,-49.63559,59.45939,629.24885,342.4631,286.78576,-0.00165898,0.01959336,-0.02703731,0.00069281,0.23417786,0.0231644,0.62548103,42.61,57.39,11.41779,18.16158,0.51304083,0.00225014,-48.7622,-19.14209,-1.1062287,0.062543,1.4,37.3,114,1,2,2,10,0,0,0,0,0,0,1,1,1
130313,26,233.24175,-0.348367,61,0.048433,0.396799,29.66,13.73,18.21,21.39,20.7475,5.820860654,26,4.687,6.792,8.55,9.334,0.378262279,0.995732878,1.12299,4.300255,4.034572,26.633254,202.1792,1627.94431,1.6055,-40.26185,71.02169,800.02964,469.5993,330.43034,0.00292912,0.02891004,-0.03399432,0.00065496,0.24932183,0.0305564,0.84382388,21.33,78.67,12.48253,18.5766,0.53255037,0.00139161,-47.19342,-19.00636,-1.1377727,0.059176,-1,100,446,1,5,1,15,2,2,0,0,0,0,1,1,7
69912,26,249.66848,-0.279839,64,-0.004138,0.275701,20.55,14.56,12.99,8.8,14.225,4.215260965,22,6.009,7.243,7.937,12.006,0.441624365,0.999001498,1.167406,4.689401,6.864301,20.05948,194.998,1831.25781,1.5278,-49.53256,50.93113,923.17589,484.63735,438.53854,0.00026852,0.02339637,-0.0252905,0.00067418,0.24299445,0.02428385,0.66113175,38.12,61.88,11.12193,18.72571,0.51208974,0.00271332,-62.70415,-14.9473,-1.1053724,0.122127,3.9,43.1,287,1,3,2,17,0,0,0,0,0,0,1,1,12
7153,25,214.64586,-0.305906,56,0.054305,0.360212,16.48,12.14,14.15,10.84,13.4025,2.132491207,25,6.044,5.865,8.209,12.018,0.46060095,0.994209133,0.692623,3.037601,4.421576,17.541818,169.0065,1671.04557,1.4394,-49.48661,65.78583,859.74782,464.41828,395.32953,0.00102334,0.02125997,-0.02274988,0.0005792,0.24963915,0.0218736,0.59715539,39.84,60.16,11.61075,18.367,0.51259705,0.00180202,-48.7332,-14.86028,-1.0374503,0.078135,3.1,46.5,208,1,3,3,14,1,0,1,0,0,0,1,1,1
13150,19,130.14204,-0.338246,35,-0.009599,0.328647,12.6,23.02,19.53,18.02,18.2925,3.753647393,19,4.531,6.432,6.705,9.042,0.407682943,0.997792982,1.044804,4.2857,1.599314,14.206479,87.6854,1116.27598,1.3064,-42.40451,68.03907,595.65374,392.85214,202.8016,0.00101726,0.01568053,-0.02738734,0.00073937,0.24999731,0.01936005,0.53514822,56.66,43.34,12.55393,18.73627,0.52461787,0.00149251,-49.79976,-18.83239,-1.1084454,0.075039,1.1,54.4,141,1,3,2,9,0,0,0,0,0,0,1,0,0
448537,40,268.35087,-0.288901,72,0.059583,0.348485,6.87,6.28,7.03,7.51,6.9225,0.439395892,40,7.571,6.743,9.617,15.014,0.478549117,0.991546691,1.324874,4.621785,0.140593,31.627782,20.4324,2388.59235,1.2589,-30.40324,60.84865,1135.01542,476.29915,658.71627,-0.00076491,0.01863202,-0.01479028,0.00057889,0.19221065,0.01629522,0.44633291,60.43,39.57,10.65853,18.4741,0.50464214,0.00206679,-47.04024,-19.6392,-1.0623059,0.049735,5.1,40.5,286,2,2,4,20,0,0,0,1,1,0,1,1,49
115089,44,302.36556,-0.296601,81,0.064319,0.36092,11.82,11.69,10.95,10.96,11.355,0.402647489,44,8.099,6.503,7.615,16.157,0.533674649,0.997468823,0.960237,4.039471,6.036302,17.27577,577.5871,2560.62855,1.3232,-39.17064,64.3285,1206.43262,614.14469,592.28793,0.00162028,0.02543752,-0.02307586,0.00065389,0.23047149,0.02428456,0.66064032,38.59,61.41,11.0166,18.49858,0.50663864,0.00242506,-51.6452,-19.50859,-1.1281255,0.063619,2.6,80.9,280,4,4,7,22,2,2,0,0,0,0,1,1,5
148673,49,429.92032,-0.176099,112,-0.018554,0.157546,6.07,6.57,11.96,4.58,7.295,2.791043712,45,7.887,6.951,11.484,15.515,0.456995582,0.983580576,1.154688,4.437207,22.082098,75.63061,785.6242,3072.34011,1.5681,-90.44317,84.61517,1430.0445,701.96869,728.07581,0.00688063,0.06538224,-0.04952326,0.00209029,0.2499888,0.05758557,1.55942969,12.49,87.51,8.50463,18.1794,0.4966186,0.00375899,-43.51238,-18.77376,-1.0808487,0.046925,2.4,88.7,601,3,6,5,29,0,0,0,0,0,0,2,1,56
60857,42,287.35745,-0.269524,77,0.048383,0.317907,25.05,10.93,11.4,11.24,14.655,6.003934127,39,6.934,6.45,11.244,13.491,0.432611833,0.972815114,1.025478,4.12207,9.093277,36.586893,591.1789,2449.75159,1.3145,-58.73935,59.99781,1202.06877,788.5495,413.51927,0.00320945,0.02074238,-0.03022451,0.00105669,0.20340752,0.02316011,0.65319006,48.47,51.53,9.48954,18.11283,0.50273978,0.00239705,-46.62053,-18.75743,-1.0723314,0.052821,2.2,57.4,375,2,3,5,21,1,1,0,0,0,0,1,0,0
13205,19,122.16797,-0.258015,33,0.087726,0.345741,14.67,14.14,14.04,13.86,14.1775,0.301527362,19,4.501,3.959,8.273,9.003,0.423969861,1.000111086,0.295808,1.559329,2.210616,14.122546,19.3888,1119.34273,1.223,-35.68337,38.53766,595.42664,293.4827,301.94394,-0.00244314,0.0218562,-0.02606154,0.00050759,0.24984932,0.02402652,0.65276711,39.62,60.38,10.27108,17.36147,0.49740082,0.00332999,-43.0853,-19.58462,-1.043108,0.04451,0.9,52,82,2,2,0,9,0,0,0,0,0,0,1,1,3
5280443,30,270.23747,-0.29614,70,0.002933,0.299073,8.44,6.72,8.74,7.52,7.855,0.794654013,30,7.345,4.504,8.842,14.408,0.519132377,0.980803268,0.412508,1.72905,3.669268,40.475723,207.5199,1961.39172,1.5439,-40.26981,70.59833,981.68472,408.69058,572.99414,0.00036877,0.02703808,-0.01865323,0.00083719,0.19496228,0.02220786,0.60256823,51.34,48.66,11.10111,18.89919,0.51674138,0.00269981,-47.72982,-19.47267,-1.2234547,0.0664,1.7,87,411,3,5,1,20,0,0,0,0,0,0,1,1,38
3327,42,222.3669,-0.301009,62,0.091035,0.392044,9.33,11.22,15.8,9.2,11.3875,2.670050327,36,6.897,8.04,8.441,13.446,0.44929328,0.97477164,1.466349,5.105519,1.799508,11.259878,148.3091,2323.50603,1.0724,-43.70011,44.95477,1154.15285,711.74607,442.40678,-0.00077658,0.00938381,-0.01712266,0.00040125,0.16820558,0.01255219,0.33606729,79.22,20.78,10.06903,17.0961,0.49919862,0.00122649,-50.80657,-20.18581,-0.9881561,0.033436,4.8,20.2,265,1,1,7,16,0,0,0,2,0,2,1,1,15
62064,33,355.06566,-0.165976,88,0.020928,0.186903,11.57,11.84,8.72,22.96,13.7725,5.443424359,29,5.904,6.037,10.327,11.921,0.421460138,1.009569783,0.735871,3.627135,14.124599,28.237231,251.5108,1992.17397,1.9972,-68.29679,54.10398,983.16831,562.31165,420.85666,-0.00114299,0.03486652,-0.04925572,0.00128626,0.22516707,0.04120024,1.11637376,23.83,76.17,7.78,26.09928,0.49541055,0.0035222,-181.41907,-20.32398,-1.7565285,2.173039,2.4,44.5,191,2,3,4,16,1,0,1,0,0,0,2,1,8
5281417,40,340.28273,-0.298038,89,0.002212,0.300249,12.59,9.31,10.88,12.88,11.415,1.435627041,32,7.647,8.734,8.793,15.217,0.464726362,0.994965346,1.425203,6.449595,6.170355,62.365541,619.6261,2414.38807,1.5794,-49.87591,73.01403,1190.32869,684.194,506.13468,0.00581334,0.03454428,-0.0330252,0.0012853,0.23657488,0.03342523,0.92242124,32.43,67.57,11.59615,18.99246,0.52293743,0.00204511,-50.98011,-19.39763,-1.2355127,0.083217,-0.6,146,495,5,9,3,24,5,5,0,0,0,0,1,1,24
8906,48,254.40881,-0.34326,71,0.034664,0.377924,6.6,22.35,18.22,15.24,15.6025,5.778331831,48,10.429,5.398,8.967,20.85,0.59207724,0.999616454,0.740627,2.857404,2.65043,27.023022,450.8166,2639.11484,1.0802,-42.44327,18.95375,1362.07828,1008.08854,353.98974,0.00227873,0.00844857,-0.01529169,0.00042988,0.06441258,0.00929232,0.27829149,85.24,14.76,10.98478,16.69158,0.49985516,0.0009844,-45.7662,-19.8439,-0.9819639,0.031769,7.2,26.3,221,0,2,13,18,0,0,0,0,0,0,1,1,2
31219,24,164.20146,-0.32936,44,0.057126,0.386486,18.23,14.91,13.63,14.18,15.2375,1.786384267,24,6.288,5.768,6.728,12.545,0.500978395,0.997534987,0.896884,3.095822,2.605617,11.42158,164.6552,1467.88748,1.2535,-40.92399,18.06162,792.36185,474.47227,317.88958,-0.00023402,0.01397986,-0.02144924,0.00037159,0.13181762,0.01702355,0.4619546,53.08,46.92,11.53194,16.79577,0.50969108,0.00142144,-47.59953,-19.42802,-1.0551017,0.052635,2.4,26.3,137,0,2,4,12,0,0,0,0,0,0,1,1,1
6931391,28,190.24208,-0.297968,51,0.061182,0.35915,9.42,16.12,13.98,15.13,13.6625,2.563809422,28,5.956,6.405,6.971,11.866,0.470089533,0.996138348,1.066197,3.867782,5.379789,19.730654,217.5292,1657.3199,1.2863,-55.49339,37.56944,830.48197,549.72532,280.75665,0.00217467,0.01804604,-0.02890167,0.00091546,0.10535295,0.02107296,0.59092088,45.81,54.19,11.44317,16.93332,0.50498457,0.00163809,-46.99142,-19.4461,-1.0491057,0.047272,1.3,32.3,223,1,1,1,14,2,2,0,0,0,0,1,0,0
7963,14,93.1267,-0.340337,25,0.048072,0.388409,37.82,18.68,15.59,15.97,22.015,9.202484719,14,3.925,3.946,6.717,7.536,0.414088686,0.96,0.337374,1.54648,3.52565,6.784276,37.7733,883.00187,1.1818,-47.52457,22.38906,498.76416,304.77893,193.98523,0.00124708,0.01829023,-0.02553019,0.00049643,0.12330228,0.02084446,0.57432555,38.24,61.76,10.4509,16.50582,0.50218682,0.00165279,-39.80641,-19.47183,-1.0200565,0.037298,1.2,12.9,46,0,1,0,7,0,0,0,0,0,0,1,0,0
6918178,64,484.96133,-0.332244,128,0.002687,0.334931,13.3,37.55,13.32,22.74,21.7275,9.913191653,64,7.596,9.444,9.849,15.043,0.438111603,0.990192206,1.663534,6.907836,3.566838,89.721616,354.4199,3640.43305,1.4928,-51.51652,69.56352,1541.40995,951.91856,589.49139,0.00700374,0.02816744,-0.02717168,0.00078293,0.23869263,0.02651313,0.75611262,31.12,68.88,11.34894,17.86705,0.51613847,0.00155193,-65.59916,-16.33412,-1.1026096,0.098019,3.7,80.7,964,1,7,5,33,9,9,0,0,0,0,1,1,15
1549133,49,353.41241,-0.288104,94,0.029146,0.31725,8,8.92,8.11,7.05,8.02,0.663211882,46,6.672,7.879,11.272,11.97,0.384627743,0.897032374,1.449318,5.575853,3.930708,29.525965,285.5089,2934.98949,1.3493,-44.37564,58.88353,1413.97672,771.02392,642.9528,-0.00079823,0.01722485,-0.02241137,0.00052085,0.22507266,0.01966628,0.53288665,48.66,51.34,11.32779,18.33594,0.5075346,0.00179646,-47.96451,-19.22866,-1.0931042,0.055064,4.4,75.6,484,2,4,7,26,1,1,0,0,0,0,1,1,7
12069,20,211.12872,-0.370312,54,-0.050524,0.319788,24.93,13.25,14.43,10.6,15.8025,5.449226436,19,5.316,3.401,9.401,10.222,0.443971508,0.961437171,0.000668,0.002501,7.733004,8.846281,189.8989,1405.65399,1.6831,-37.13851,71.73732,748.97918,460.13635,288.84283,0.00506031,0.02851252,-0.03229985,0.00074919,0.21041847,0.02892795,0.81560953,24.13,75.87,12.46597,18.69001,0.54382363,0.00213274,-50.5708,-19.03692,-1.3289436,0.063837,0.8,120,274,2,6,2,15,0,0,0,0,0,0,1,0,0
11875,16,185.56477,-0.357722,47,-0.050585,0.307138,15.69,13.78,15.25,29.63,18.5875,6.414500663,15,4.691,5.777,8.586,9.33,0.393787195,0.994457472,0.462237,2.594529,8.392274,6.66307,113.0985,1262.20782,1.6474,-39.75973,40.93624,670.59746,367.40331,303.19416,0.00278403,0.03226153,-0.03293609,0.00069974,0.24938974,0.03235976,0.88618002,22.37,77.63,12.3889,18.58735,0.52861215,0.00186023,-52.67811,-15.31357,-1.1459245,0.115049,2.4,62.9,201,0,3,1,12,0,0,0,0,0,0,1,0,0
13232,26,174.19468,-0.348393,47,0.074879,0.423271,13.23,19.78,27.43,4.9,16.335,8.297097384,26,4.844,6.615,8.498,9.313,0.381274052,0.96129232,1.138252,4.406401,4.246994,11.480057,112.4935,1467.84192,1.3298,-55.45639,23.77984,769.25847,490.49186,278.76661,9.37E-05,0.01736784,-0.03030043,0.00065195,0.11226375,0.02202873,0.60013068,41.75,58.25,12.37106,16.81888,0.52046247,0.00075067,-47.31482,-20.06298,-1.0663989,0.059357,1.1,44.8,168,0,4,2,12,3,0,3,0,0,0,1,1,3
23173,46,256.38159,-0.3336,71,0.079193,0.412793,36.24,31,25.86,5.52,24.655,11.6412145,37,5.751,6.362,10.511,11.039,0.395492978,0.959746131,0.962802,3.784747,1.980866,14.265129,121.4611,2458.60865,1.1685,-40.79912,20.1337,1105.8625,628.33288,477.52962,-0.00106601,0.01048901,-0.01627009,0.00036047,0.12720589,0.01316481,0.35334999,72.38,27.62,12.10638,16.5444,0.50334501,0.00091626,-47.95355,-20.33808,-1.0176898,0.036124,4.2,35.5,204,0,3,0,18,0,0,0,0,0,0,1,1,5
