mean_predicted_value,fraction_of_positives
0.007118198128503912,0.1554559043348281
0.14983801287864407,0.5
0.2560382456733781,0.5652173913043478
0.34633365494375673,0.4444444444444444
0.4449524577945598,0.625
0.5298295923117499,0.4444444444444444
0.6428733042864777,0.625
0.7438053908108768,0.65
0.8527430657687537,0.6296296296296297
0.9923114464281952,0.8438538205980066
