precision,recall
0.49113233287858116,1.0
0.5668534827862289,0.9833333333333333
0.5673076923076923,0.9833333333333333
0.5677626303127506,0.9833333333333333
0.5682182985553772,0.9833333333333333
0.5678714859437751,0.9819444444444444
0.5683279742765274,0.9819444444444444
0.5687851971037812,0.9819444444444444
0.5692431561996779,0.9819444444444444
0.5697018533440773,0.9819444444444444
0.5701612903225807,0.9819444444444444
0.5706214689265536,0.9819444444444444
0.5710823909531503,0.9819444444444444
0.5715440582053355,0.9819444444444444
0.5711974110032363,0.9805555555555555
0.5716599190283401,0.9805555555555555
0.5721231766612642,0.9805555555555555
0.5725871857258719,0.9805555555555555
0.573051948051948,0.9805555555555555
0.5735174654752234,0.9805555555555555
0.5739837398373984,0.9805555555555555
0.5744507729861676,0.9805555555555555
0.5749185667752443,0.9805555555555555
0.5753871230643847,0.9805555555555555
0.5758564437194127,0.9805555555555555
0.5763265306122449,0.9805555555555555
0.576797385620915,0.9805555555555555
0.5772690106295993,0.9805555555555555
0.5777414075286416,0.9805555555555555
0.5782145782145782,0.9805555555555555
0.578688524590164,0.9805555555555555
0.579163248564397,0.9805555555555555
0.5796387520525451,0.9805555555555555
0.5792933442892358,0.9791666666666666
0.5797697368421053,0.9791666666666666
0.5802469135802469,0.9791666666666666
0.5807248764415156,0.9791666666666666
0.5812036273701566,0.9791666666666666
0.5816831683168316,0.9791666666666666
0.5821635012386458,0.9791666666666666
0.5826446280991735,0.9791666666666666
0.5831265508684863,0.9791666666666666
0.5827814569536424,0.9777777777777777
0.5832642916321458,0.9777777777777777
0.5837479270315091,0.9777777777777777
0.5842323651452282,0.9777777777777777
0.584717607973422,0.9777777777777777
0.5852036575228595,0.9777777777777777
0.5856905158069884,0.9777777777777777
0.5861781848459617,0.9777777777777777
0.5866666666666667,0.9777777777777777
0.5871559633027523,0.9777777777777777
0.5876460767946577,0.9777777777777777
0.5873015873015873,0.9763888888888889
0.5877926421404682,0.9763888888888889
0.5882845188284519,0.9763888888888889
0.5887772194304858,0.9763888888888889
0.5892707460184409,0.9763888888888889
0.589765100671141,0.9763888888888889
0.5902602854743912,0.9763888888888889
0.5907563025210084,0.9763888888888889
0.5912531539108494,0.9763888888888889
0.5917508417508418,0.9763888888888889
0.5922493681550126,0.9763888888888889
0.5927487352445194,0.9763888888888889
0.5932489451476793,0.9763888888888889
0.59375,0.9763888888888889
0.5942519019442096,0.9763888888888889
0.5939086294416244,0.975
0.594411515664691,0.975
0.5949152542372881,0.975
0.5954198473282443,0.975
0.5959252971137521,0.975
0.5964316057774002,0.975
0.5960884353741497,0.9736111111111111
0.5965957446808511,0.9736111111111111
0.5971039182282794,0.9736111111111111
0.597612958226769,0.9736111111111111
0.5981228668941979,0.9736111111111111
0.5986336464560205,0.9736111111111111
0.5991452991452991,0.9736111111111111
0.5996578272027374,0.9736111111111111
0.6001712328767124,0.9736111111111111
0.6006855184233076,0.9736111111111111
0.6012006861063465,0.9736111111111111
0.6017167381974249,0.9736111111111111
0.602233676975945,0.9736111111111111
0.6027515047291487,0.9736111111111111
0.6032702237521514,0.9736111111111111
0.6037898363479759,0.9736111111111111
0.6043103448275862,0.9736111111111111
0.6048317515099223,0.9736111111111111
0.6053540587219344,0.9736111111111111
0.6058772687986171,0.9736111111111111
0.606401384083045,0.9736111111111111
0.606926406926407,0.9736111111111111
