mean_predicted_value,fraction_of_positives
0.016883752386237863,0.06115107913669065
0.12791999289314765,0.11764705882352941
0.23434553219797905,0.3618421052631579
0.3419300187952113,0.44285714285714284
0.4491522703475931,0.5310344827586206
0.555055234241749,0.7007874015748031
0.6654222212624673,0.7666666666666667
0.7589021808734835,0.8482142857142857
0.858014428931156,0.9514563106796117
0.9691407103146428,0.9663865546218487
