mean_predicted_value,fraction_of_positives
0.14293395406888715,0.040880503144654086
0.24964594939252832,0.08791208791208792
0.3452828610447091,0.2112676056338028
0.4527270071678334,0.5855855855855856
0.5507693920180062,0.5514018691588785
0.6508454798974774,0.7670454545454546
0.7482185896879398,0.8757763975155279
0.8486763834953308,0.9702602230483272
