mean_predicted_value,fraction_of_positives
0.03295948738996283,0.05597964376590331
0.14428971453417416,0.1865671641791045
0.24789597039460604,0.3238095238095238
0.3487866165158266,0.4375
0.44633706140866886,0.4696969696969697
0.5488172235870655,0.4788732394366197
0.6453858614126098,0.6714285714285714
0.7534997719906802,0.7176470588235294
0.8579965460265757,0.8454545454545455
0.969817547482045,0.9375
