fpr,tpr
0.0,0.0
0.0,0.001388888888888889
0.0,0.06388888888888888
0.0013404825737265416,0.06388888888888888
0.0013404825737265416,0.09166666666666666
0.002680965147453083,0.09166666666666666
0.002680965147453083,0.275
0.004021447721179625,0.275
0.004021447721179625,0.28194444444444444
0.005361930294906166,0.28194444444444444
0.005361930294906166,0.30694444444444446
0.006702412868632708,0.30694444444444446
0.006702412868632708,0.3125
0.00804289544235925,0.3125
0.00804289544235925,0.325
0.00938337801608579,0.325
0.00938337801608579,0.3625
0.010723860589812333,0.3625
0.010723860589812333,0.3638888888888889
0.012064343163538873,0.3638888888888889
0.012064343163538873,0.3736111111111111
0.013404825737265416,0.3736111111111111
0.013404825737265416,0.3972222222222222
0.014745308310991957,0.3972222222222222
0.014745308310991957,0.41944444444444445
0.0160857908847185,0.41944444444444445
0.0160857908847185,0.42083333333333334
0.01876675603217158,0.42083333333333334
0.01876675603217158,0.43194444444444446
0.021447721179624665,0.43194444444444446
0.021447721179624665,0.43333333333333335
0.022788203753351208,0.43333333333333335
0.022788203753351208,0.4375
0.024128686327077747,0.4375
0.024128686327077747,0.44722222222222224
0.02680965147453083,0.44722222222222224
0.02680965147453083,0.4597222222222222
0.028150134048257374,0.4597222222222222
0.028150134048257374,0.46111111111111114
0.029490616621983913,0.46111111111111114
0.029490616621983913,0.4625
0.030831099195710455,0.4625
0.030831099195710455,0.48055555555555557
0.032171581769437,0.48055555555555557
0.032171581769437,0.48333333333333334
0.03351206434316354,0.48333333333333334
0.03351206434316354,0.4930555555555556
0.03485254691689008,0.4930555555555556
0.03485254691689008,0.49583333333333335
0.036193029490616625,0.49583333333333335
0.036193029490616625,0.5055555555555555
0.03753351206434316,0.5055555555555555
0.03753351206434316,0.5097222222222222
0.0388739946380697,0.5097222222222222
0.0388739946380697,0.5166666666666667
0.040214477211796246,0.5166666666666667
0.040214477211796246,0.5222222222222223
0.04155495978552279,0.5222222222222223
0.04155495978552279,0.5277777777777778
0.04423592493297587,0.5277777777777778
0.04423592493297587,0.5819444444444445
0.04691689008042895,0.5819444444444445
0.04691689008042895,0.5833333333333334
0.04825737265415549,0.5833333333333334
0.04825737265415549,0.5930555555555556
0.049597855227882036,0.5930555555555556
0.049597855227882036,0.5944444444444444
0.05227882037533512,0.5944444444444444
0.05227882037533512,0.6
0.05361930294906166,0.6
0.05361930294906166,0.6083333333333333
0.054959785522788206,0.6083333333333333
0.054959785522788206,0.6097222222222223
0.05630026809651475,0.6097222222222223
0.05630026809651475,0.6222222222222222
0.057640750670241284,0.6222222222222222
0.057640750670241284,0.6291666666666667
0.06300268096514745,0.6291666666666667
0.06300268096514745,0.6402777777777777
0.064343163538874,0.6402777777777777
0.064343163538874,0.6444444444444445
0.06568364611260054,0.6444444444444445
0.06568364611260054,0.6472222222222223
0.06702412868632708,0.6472222222222223
0.06702412868632708,0.6486111111111111
0.06836461126005362,0.6486111111111111
0.06836461126005362,0.65
0.06970509383378017,0.65
0.06970509383378017,0.6527777777777778
0.07104557640750671,0.6527777777777778
0.07104557640750671,0.6555555555555556
0.07238605898123325,0.6555555555555556
0.07238605898123325,0.6583333333333333
0.07372654155495978,0.6583333333333333
0.07372654155495978,0.6597222222222222
0.07506702412868632,0.6597222222222222
0.07506702412868632,0.6680555555555555
0.07640750670241286,0.6680555555555555
0.07640750670241286,0.6722222222222223
0.0777479892761394,0.6722222222222223
0.0777479892761394,0.6736111111111112
0.08042895442359249,0.6736111111111112
0.08042895442359249,0.6791666666666667
0.08176943699731903,0.6791666666666667
0.08176943699731903,0.6902777777777778
0.08310991957104558,0.6902777777777778
0.08310991957104558,0.6916666666666667
0.08579088471849866,0.6916666666666667
0.08579088471849866,0.6958333333333333
0.0871313672922252,0.6958333333333333
0.0871313672922252,0.7013888888888888
0.08847184986595175,0.7013888888888888
0.08847184986595175,0.7069444444444445
0.09115281501340483,0.7069444444444445
0.09115281501340483,0.7083333333333334
0.09249329758713137,0.7083333333333334
0.09249329758713137,0.7111111111111111
0.09785522788203753,0.7111111111111111
0.09785522788203753,0.7236111111111111
0.09919571045576407,0.7236111111111111
0.09919571045576407,0.7263888888888889
0.10187667560321716,0.7263888888888889
0.10187667560321716,0.7319444444444444
0.1032171581769437,0.7319444444444444
0.1032171581769437,0.7388888888888889
0.10589812332439678,0.7388888888888889
0.10589812332439678,0.7430555555555556
0.10723860589812333,0.7430555555555556
0.10723860589812333,0.7486111111111111
0.10857908847184987,0.7486111111111111
0.10857908847184987,0.75
0.10991957104557641,0.75
0.10991957104557641,0.7513888888888889
0.11126005361930295,0.7513888888888889
0.11126005361930295,0.7541666666666667
0.11394101876675604,0.7541666666666667
0.11394101876675604,0.7555555555555555
0.11528150134048257,0.7555555555555555
0.11528150134048257,0.7583333333333333
0.11662198391420911,0.7583333333333333
0.11662198391420911,0.7625
0.1193029490616622,0.7625
0.1193029490616622,0.7638888888888888
0.12198391420911528,0.7638888888888888
0.12198391420911528,0.7680555555555556
0.1260053619302949,0.7680555555555556
0.1260053619302949,0.7708333333333334
0.13002680965147453,0.7708333333333334
0.13002680965147453,0.7736111111111111
0.13136729222520108,0.7736111111111111
0.13136729222520108,0.775
0.13270777479892762,0.775
0.13270777479892762,0.7763888888888889
0.1353887399463807,0.7763888888888889
0.1353887399463807,0.7777777777777778
0.13672922252010725,0.7777777777777778
0.13672922252010725,0.7791666666666667
0.1380697050938338,0.7791666666666667
0.1380697050938338,0.7819444444444444
0.14209115281501342,0.7819444444444444
0.14209115281501342,0.7888888888888889
0.1487935656836461,0.7888888888888889
0.1487935656836461,0.7902777777777777
0.15013404825737264,0.7902777777777777
0.15013404825737264,0.7916666666666666
0.1554959785522788,0.7916666666666666
0.1554959785522788,0.7930555555555555
0.1581769436997319,0.7930555555555555
0.1581769436997319,0.8013888888888889
0.16353887399463807,0.8013888888888889
0.16353887399463807,0.8027777777777778
0.1648793565683646,0.8027777777777778
0.1648793565683646,0.8055555555555556
0.16621983914209115,0.8055555555555556
0.16621983914209115,0.8069444444444445
0.17560321715817695,0.8069444444444445
0.17560321715817695,0.8125
0.17828418230563003,0.8125
0.17828418230563003,0.8138888888888889
0.18230563002680966,0.8138888888888889
0.18230563002680966,0.8180555555555555
0.18498659517426275,0.8180555555555555
0.18498659517426275,0.8222222222222222
0.1863270777479893,0.8222222222222222
0.1863270777479893,0.8236111111111111
0.19168900804289543,0.8236111111111111
0.19168900804289543,0.825
0.19302949061662197,0.825
0.19302949061662197,0.8333333333333334
0.19436997319034852,0.8333333333333334
0.19436997319034852,0.8375
0.19973190348525469,0.8375
0.19973190348525469,0.8388888888888889
0.20107238605898123,0.8388888888888889
0.20107238605898123,0.8402777777777778
0.2037533512064343,0.8402777777777778
0.2037533512064343,0.8416666666666667
0.20509383378016086,0.8416666666666667
0.20509383378016086,0.8430555555555556
0.20777479892761394,0.8430555555555556
0.20777479892761394,0.8458333333333333
0.20911528150134048,0.8458333333333333
0.20911528150134048,0.8472222222222222
0.21045576407506703,0.8472222222222222
0.21045576407506703,0.8486111111111111
0.2131367292225201,0.8486111111111111
0.2131367292225201,0.85
0.21447721179624665,0.85
0.21447721179624665,0.8513888888888889
0.2158176943699732,0.8513888888888889
0.2158176943699732,0.8555555555555555
0.21849865951742628,0.8555555555555555
0.21849865951742628,0.8569444444444444
0.22117962466487937,0.8569444444444444
0.22117962466487937,0.8597222222222223
0.2225201072386059,0.8597222222222223
0.2225201072386059,0.8638888888888889
0.22386058981233245,0.8638888888888889
0.22386058981233245,0.8652777777777778
0.225201072386059,0.8652777777777778
0.225201072386059,0.8666666666666667
0.22654155495978553,0.8666666666666667
0.22654155495978553,0.8722222222222222
0.2292225201072386,0.8722222222222222
0.2292225201072386,0.8736111111111111
0.23056300268096513,0.8736111111111111
0.23056300268096513,0.8763888888888889
0.23726541554959785,0.8763888888888889
0.23726541554959785,0.8777777777777778
0.23994638069705093,0.8777777777777778
0.23994638069705093,0.8791666666666667
0.2453083109919571,0.8791666666666667
0.2453083109919571,0.8819444444444444
0.24664879356568364,0.8819444444444444
0.24664879356568364,0.8833333333333333
0.2479892761394102,0.8833333333333333
0.2479892761394102,0.8847222222222222
0.25335120643431636,0.8847222222222222
0.25335120643431636,0.8875
0.2613941018766756,0.8875
0.2613941018766756,0.8888888888888888
0.26273458445040215,0.8888888888888888
0.26273458445040215,0.8902777777777777
0.2667560321715818,0.8902777777777777
0.2667560321715818,0.8916666666666667
0.2680965147453083,0.8916666666666667
0.2680965147453083,0.8930555555555556
0.26943699731903487,0.8930555555555556
0.26943699731903487,0.8944444444444445
0.27479892761394104,0.8944444444444445
0.27479892761394104,0.8972222222222223
0.2761394101876676,0.8972222222222223
0.2761394101876676,0.9
0.2868632707774799,0.9
0.2868632707774799,0.9041666666666667
0.29088471849865954,0.9041666666666667
0.29088471849865954,0.9069444444444444
0.29222520107238603,0.9069444444444444
0.29222520107238603,0.9083333333333333
0.2949061662198391,0.9083333333333333
0.2949061662198391,0.9097222222222222
0.2975871313672922,0.9097222222222222
0.2975871313672922,0.9111111111111111
