mean_predicted_value,fraction_of_positives
0.04283780404243802,0.027131782945736434
0.1502460477386734,0.04054054054054054
0.2506276912524564,0.13432835820895522
0.35189227518390426,0.24731182795698925
0.449073264080938,0.4537037037037037
0.5516566499602124,0.5818181818181818
0.6499074567056777,0.7102803738317757
0.7540239827462372,0.87248322147651
0.8566525837373482,0.9390862944162437
0.9369432554300045,1.0
