precision,recall
0.49113233287858116,1.0
0.49146757679180886,1.0
0.49213943950786054,1.0
0.49348869088416725,1.0
0.4972375690607735,1.0
0.4986149584487535,1.0
0.498960498960499,1.0
0.49930555555555556,0.9986111111111111
0.5,0.9986111111111111
0.500347947112039,0.9986111111111111
0.5010452961672474,0.9986111111111111
0.5017445917655269,0.9986111111111111
0.5020949720670391,0.9986111111111111
0.503149055283415,0.9986111111111111
0.5042075736325385,0.9986111111111111
0.5052705551651441,0.9986111111111111
0.505981703026038,0.9986111111111111
0.5063380281690141,0.9986111111111111
0.5070521861777151,0.9986111111111111
0.507410021171489,0.9986111111111111
0.507768361581921,0.9986111111111111
0.5084865629420084,0.9986111111111111
0.5092067988668555,0.9986111111111111
0.5095676824946846,0.9986111111111111
0.5117437722419929,0.9986111111111111
0.5121082621082621,0.9986111111111111
0.5124732715609408,0.9986111111111111
0.5132048536759457,0.9986111111111111
0.5135714285714286,0.9986111111111111
0.5139385275196569,0.9986111111111111
0.5146743020758768,0.9986111111111111
0.5150429799426934,0.9986111111111111
0.5161521895190236,0.9986111111111111
0.5165229885057471,0.9986111111111111
0.5168943206326384,0.9986111111111111
0.5172661870503598,0.9986111111111111
0.5176385889128869,0.9986111111111111
0.5180115273775217,0.9986111111111111
0.5183850036049027,0.9986111111111111
0.5187590187590188,0.9986111111111111
0.5191335740072203,0.9986111111111111
0.5195086705202312,0.9986111111111111
0.519884309472162,0.9986111111111111
0.5202604920405209,0.9986111111111111
0.5206372194062274,0.9986111111111111
0.5210144927536232,0.9986111111111111
0.5213923132704859,0.9986111111111111
0.5221496005809731,0.9986111111111111
0.5225290697674418,0.9986111111111111
0.5229090909090909,0.9986111111111111
0.5232896652110626,0.9986111111111111
0.5236707938820102,0.9986111111111111
0.5240524781341108,0.9986111111111111
0.524434719183078,0.9986111111111111
0.5248175182481751,0.9986111111111111
0.5252008765522279,0.9986111111111111
0.5255847953216374,0.9986111111111111
0.5259692757863935,0.9986111111111111
0.5263543191800878,0.9986111111111111
0.5267399267399268,0.9986111111111111
0.5271260997067448,0.9986111111111111
0.5275128393250184,0.9986111111111111
0.5279001468428781,0.9986111111111111
0.5282880235121235,0.9986111111111111
0.5286764705882353,0.9986111111111111
0.52906548933039,0.9986111111111111
0.5294550810014728,0.9986111111111111
0.5298452468680914,0.9986111111111111
0.5306273062730628,0.9986111111111111
0.5310192023633677,0.9986111111111111
0.5314116777531411,0.9986111111111111
0.5318047337278107,0.9986111111111111
0.5321983715766099,0.9986111111111111
0.5325925925925926,0.9986111111111111
0.5329873980726464,0.9986111111111111
0.5333827893175074,0.9986111111111111
0.5337787676317743,0.9986111111111111
0.5341753343239227,0.9986111111111111
0.5345724907063197,0.9986111111111111
0.5353685778108712,0.9986111111111111
0.5357675111773472,0.9986111111111111
0.5361670395227442,0.9986111111111111
0.5365671641791044,0.9986111111111111
0.5369678864824496,0.9986111111111111
0.5373692077727952,0.9986111111111111
0.537771129394166,0.9986111111111111
0.5381736526946108,0.9986111111111111
0.5385767790262173,0.9986111111111111
0.5393848462115529,0.9986111111111111
0.5397897897897898,0.9986111111111111
0.5401953418482344,0.9986111111111111
0.5406015037593985,0.9986111111111111
0.5410082768999247,0.9986111111111111
0.5414156626506024,0.9986111111111111
0.5418236623963828,0.9986111111111111
0.5426415094339623,0.9986111111111111
0.5430513595166163,0.9986111111111111
0.5434618291761149,0.9986111111111111
0.5431164901664145,0.9972222222222222
0.5435276305828918,0.9972222222222222
0.543939393939394,0.9972222222222222
0.5443517816527672,0.9972222222222222
0.5447647951441578,0.9972222222222222
0.5451784358390281,0.9972222222222222
0.5455927051671733,0.9972222222222222
0.5452471482889734,0.9958333333333333
0.545662100456621,0.9958333333333333
0.546077684691546,0.9958333333333333
0.5464939024390244,0.9958333333333333
0.5469107551487414,0.9958333333333333
0.5473282442748092,0.9958333333333333
0.5477463712757831,0.9958333333333333
0.5481651376146789,0.9958333333333333
0.5485845447589901,0.9958333333333333
0.5511145272867025,0.9958333333333333
0.5515384615384615,0.9958333333333333
0.5519630484988453,0.9958333333333333
0.5523882896764253,0.9958333333333333
